po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,total_intl_sku_cost,cost_per_sku,total_sku_cost
27053,8966832276,5/20/2022,120,848.4,Direct,Existing Business,,Closed and Won,,,Organic Search,2,Low ,10.0298058v1,10,0,2,4,,6/1/2022,,,,10,,,0,0,2.58,216.72
27054,9057754154,5/31/2022,310,848.92,Distributor,New Business,,Closed and Won,Intake 3.0,,Distributor Website Traffic AL,1,High Res Preview,12.0298457v1,12,0,4,4,,6/1/2022,,,,27,,,0,0,2.83,216.72
27055,9029559554,5/27/2022,1200,849,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Not Rated,10.0298489v3,10,0,2,1,,6/3/2022,,,,100,,,0,0,1.71,216.72
27056,8890955101,5/12/2022,240,849.6,Distributor,New Business,,Closed and Won,New Project In Portal,,Distributor Website Traffic AL,2,Low ,17.0296179v2,17,0,9,3,,6/1/2022,,,,20,,,0,0,2.41,216.72
27057,9061723201,5/31/2022,105,850,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0298499v1,10,0,2,4,,6/1/2022,,,,9,,,0,0,2.58,216.72
27058,9069380913,6/1/2022,440,850.37,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event in the Past Year,1,,40.0295500v3,40,0,18,1,,6/1/2022,,,,38,,,0,0,1.96,216.72
27059,9026826598,5/27/2022,502,850.85,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.0298238v1,10,0,2,3,,6/1/2022,,,,42,,,0,0,2.41,216.72
27060,9069910700,6/1/2022,60,851.88,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0298545v1,10,0,2,4,,6/1/2022,,,,5,,,0,0,2.58,216.72
27061,9019922606,5/26/2022,240,852,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,High Res Preview,10.0298406v1,10,0,2,3,,6/1/2022,,,,20,,,0,0,2.41,216.72
27062,8947430250,5/18/2022,120,854.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview,46.0296908v1,46,0,113,3,,6/2/2022,,,,10,,,0,0,3.66,216.72
27063,9059269200,5/31/2022,120,854.4,Direct,New Business,,Closed and Won,Intake 3.0,,Offline Sources,1,Medium ,10.0298589v1,10,0,2,3,,6/1/2022,,,,10,,,0,0,2.58,216.72
27064,9028596812,5/27/2022,60,854.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,55.0298150v1,55,0,114,3,,6/1/2022,,,,5,,,0,0,3.74,216.72
27065,8968779907,5/20/2022,100,854.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0245578v1,10,0,2,4,,6/3/2022,,,,9,,,0,0,2.58,216.72
27066,8880099969,5/11/2022,200,854.4,Distributor,Existing Business,,Payment Pending,,,SAGE,3,High Res Preview,10.0295567v6,10,0,2,3,,6/7/2022,,,,18,,,0,0,3.58,216.72
27067,9006899342,5/25/2022,60,854.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Medium ,10.0298106v1,10,0,2,4,,6/2/2022,,,,5,,,0,0,2.58,216.72
27068,8968184238,5/20/2022,75,854.4,Distributor,Existing Business,,Closed and Won,,,SAGE,1,High Res Preview,10.0297287v3,10,0,2,1,,6/2/2022,,,,7,,,0,0,2.56,216.72
27069,8831160903,5/6/2022,60,854.4,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,7,High Res Preview,10.0256930v1,10,0,2,1,,6/2/2022,,,,5,,,0,0,2.56,216.72
27070,9061291814,5/31/2022,60,854.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.0298526v1,10,0,2,4,,6/2/2022,,,,5,,,0,0,2.58,216.72
27071,8998678883,5/24/2022,70,854.4,Distributor,Existing Business,,Closed and Won,New Project In Portal,,SAGE,1,Low ,10.0297891v3,10,0,2,1,,6/2/2022,,,,6,,,0,0,2.56,216.72
27072,9009432882,5/25/2022,120,854.4,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Event Longer Than 1 Year Ago,1,High Res Preview,10.0298019v1,10,0,2,3,,6/2/2022,,,,10,,,0,0,2.58,216.72
27074,8759996560,4/29/2022,72,854.4,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,Organic Search,1,High ,44.0293832v4,44,0,21,4,,6/2/2022,,,,6,,,0,0,2.75,216.72
27075,8986931246,5/23/2022,120,854.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0241340v1,10,0,2,4,,6/2/2022,,,,10,,,0,0,2.58,216.72
27076,9060480167,5/31/2022,60,854.4,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Client Referral,2,Not Rated,10.0298509v2,10,0,2,4,,6/2/2022,,,,5,,,0,0,2.58,216.72
27077,8938597514,5/17/2022,60,854.4,Direct,New Business,,Closed and Won,,,Organic Search,2,Low ,10.0296828v3,10,0,2,4,,6/2/2022,,,,5,,,0,0,2.58,216.72
27078,9041489246,5/29/2022,150,854.4,Direct,New Business,,Closed and Won,Intake 3.0,,Paid Search,1,High Res Preview,10.0298466v1,10,0,2,1,,6/2/2022,,,,13,,,0,0,1.96,216.72
27079,9015609865,5/26/2022,60,854.4,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,Organic Search,1,High Res Preview,10.0298425v1,10,0,2,4,,6/2/2022,,,,5,,,0,0,2.58,216.72
27080,9057789205,5/31/2022,550,854.4,Direct,New Business,,Closed and Won,,,Paid Search,1,Medium ,10.0298558v1,10,0,2,4,,6/3/2022,,,,46,,,0,0,2.16,216.72
27081,8412406369,3/31/2022,120,854.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview,10.0288080v1,10,0,2,1,,6/3/2022,,,,10,,,0,0,2.23,216.72
27082,9082175137,6/2/2022,60,854.4,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,10.0274520v2,10,0,2,1,,6/2/2022,,,,5,,,0,0,2.56,216.72
27084,9081247771,6/2/2022,400,854.4,Direct,Existing Business,,Closed and Won,,,Organic Search,1,,10.0237847v1,10,0,2,4,,6/2/2022,,,,34,,,0,0,2.41,216.72
27085,9059815528,5/31/2022,240,854.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Low ,10.0298836v2,10,0,2,4,,6/2/2022,,,,20,,,0,0,2.58,216.72
27086,9029982364,5/27/2022,345,854.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated,10.0298313v2,10,0,2,4,,6/2/2022,,,,29,,,0,0,2.41,216.72
27087,9074376449,6/1/2022,80,854.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0298759v1,10,0,2,4,,6/2/2022,,,,7,,,0,0,2.58,216.72
27088,8965572517,5/20/2022,240,854.4,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,Low ,10.0297400v2,10,0,2,3,,6/6/2022,,,,20,,,0,0,2.58,216.72
27089,9060061484,5/31/2022,240,854.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.0298557v1,10,0,2,1,,6/3/2022,,,,20,,,0,0,1.96,216.72
27090,8716902713,4/26/2022,60,854.4,Direct,New Business,,Closed and Won,Intake 3.0,,Paid Search,2,High Res Preview,10.0293934v2,10,0,2,4,,6/2/2022,,,,5,,,0,0,2.58,216.72
27092,8999957083,5/24/2022,200,854.4,Direct,Existing Business,,Closed and Won,,,Organic Search,1,Low ,10.0298474v3,10,0,2,4,,6/2/2022,,,,17,,,0,0,2.41,216.72
27093,9080644163,6/2/2022,60,854.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0298819v1,10,0,2,4,,6/2/2022,,,,5,,,0,0,2.58,216.72
27094,8893322617,5/12/2022,60,854.4,Distributor,New Business,,Closed and Won,Quote Request,,Email Marketing,1,Low ,55.0298587v1,55,0,114,3,,6/3/2022,,,,5,,,0,0,3.74,216.72
27095,9083272498,6/2/2022,500,854.4,Distributor,Existing Business,,Closed and Won,Reorder Button,,Intake,5,,40.0294031v4,40,0,18,3,,6/2/2022,,,,42,,,0,0,2.49,216.72
27096,9028412271,5/27/2022,350,854.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.0298245v1,10,0,2,1,,6/2/2022,,,,30,,,0,0,1.96,216.72
27097,9082937403,6/2/2022,204,854.4,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,10.0231456v1,10,0,2,4,,6/7/2022,,,,17,,,0,0,2.41,216.72
27098,9083330591,6/2/2022,120,854.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.029026v1,10,0,2,1,,6/3/2022,,,,10,,,0,0,2.23,216.72
27099,9087440647,6/3/2022,100,854.4,Distributor,New Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,,10.0298941v1,10,0,2,1,,6/3/2022,,,,9,,,0,0,2.56,216.72
27101,8985429285,5/23/2022,61,854.4,Distributor,New Business,,Closed and Won,,,CommonSku,2,High Res Preview,10.0297504v1,10,0,2,4,,6/3/2022,,,,6,,,0,0,2.58,216.72
27102,9083240003,6/2/2022,120,854.4,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,10.0223793v4,10,0,2,1,,6/16/2022,,,,10,,,0,0,2.23,216.72
27103,9082927131,6/2/2022,250,854.4,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,,10.0399027v1,10,0,2,1,,6/3/2022,,,,21,,,0,0,1.96,216.72
27105,6213433201,9/14/2021,242,854.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,High Res Preview,10.0291313v1,10,0,2,3,,6/8/2022,,,,22,,,0,0,2.58,217.44
27106,9027788297,5/27/2022,120,854.76,Distributor,New Business,,Closed and Won,,,Offline Sources,4,High Res Preview,10.0298444v2,10,0,2,1,,6/3/2022,,,,10,,,0,0,2.23,217.44
27107,9091750009,6/3/2022,1000,855,Distributor,Existing Business,,Closed and Won,Portal Order,,SAGE,2,,40.02100675v1,40,0,18,1,,6/3/2022,,,,84,,,0,0,1.79,223.92
27108,8953540122,5/19/2022,120,855.76,Direct,New Business,,Closed and Won,,,SAGE,3,,10.0236988v1,10,0,2,4,,6/3/2022,,,,10,,,0,0,2.58,228.96
27109,9092041505,6/3/2022,1000,856.97,Distributor,Existing Business,,Closed and Won,Portal Order,,SAGE,2,,10.0223208v1,10,0,2,3,,6/3/2022,,,,84,,,0,0,1.91,228.96
27110,9010651976,5/25/2022,200,857.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,13.0598164v2,13,0,5,3,,6/3/2022,,,,17,,,0,0,1.45,228.96
27112,9092190256,6/3/2022,120,857.6,Direct,Existing Business,,Closed and Won,Reorder Button,,Paid Search,1,,40.0289367v1,40,0,18,3,,6/3/2022,,,,10,,,0,0,2.66,228.96
27113,9092309787,6/3/2022,30,857.6,Direct,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,10.0282852v5,10,0,2,3,,6/3/2022,,,,3,,,0,0,3.66,228.96
27114,9025194500,5/27/2022,270,858,Direct,New Business,,Closed and Won,,,Paid Search,2,Low ,10.0298893v2,10,0,2,1,,6/3/2022,,,,23,,,0,0,1.96,228.96
27115,9092495467,6/3/2022,750,858,Direct,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,46.0282257v1,46,0,113,3,,6/3/2022,,,,63,,,0,0,2.41,228.96
27116,9018725699,5/26/2022,60,858,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,12.0298207v2,12,0,4,1,,6/3/2022,,,,5,,,0,0,2.1,228.96
27117,9092531471,6/3/2022,120,859.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0297728v1,10,0,2,3,,6/3/2022,,,,10,,,0,0,2.58,228.96
27119,9092790638,6/3/2022,720,860.25,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0215900v10,10,0,2,1,,6/9/2022,,,,60,,,0,0,1.79,228.96
27120,8968631704,5/20/2022,120,860.25,Direct,Existing Business,,Closed and Won,,,Organic Search,1,Low ,10.0298956v1,10,0,2,1,,6/6/2022,,,,10,,,0,0,2.23,228.96
27121,8948322446,5/18/2022,270,860.25,Distributor,New Business,,Closed and Won,,,Distributor Website Traffic AL,1,High Res Preview,10.0296863v1,10,0,2,1,,6/3/2022,,,,23,,,0,0,1.96,228.96
27122,8213193260,3/13/2022,240,860.25,Distributor,Existing Business,,Closed and Won,,,,3,Low ,40.0284322v1,40,0,18,1,,6/3/2022,,,,20,,,0,0,1.96,228.96
27123,9071072558,6/1/2022,60,860.25,Direct,New Business,,Closed and Won,Intake 3.0,,Paid Search,1,High Res Preview,10.0298798v1,10,0,2,3,,6/3/2022,,,,5,,,0,0,3.66,228.96
27124,9093548972,6/3/2022,100,860.25,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0299518v1,10,0,2,4,,6/6/2022,,,,9,,,0,0,2.58,228.96
27125,9093871272,6/3/2022,60,860.25,Distributor,Existing Business,,Closed and Won,,,SAGE,3,Not Rated,10.0298000v2,10,0,2,3,,6/14/2022,,,,5,,,0,0,3.66,228.96
27126,9081985622,6/2/2022,60,860.25,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0298938v2,10,0,2,4,,6/3/2022,,,,5,,,0,0,2.58,228.96
27127,9079679664,6/2/2022,60,860.25,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.0298886v1,10,0,2,3,,6/6/2022,,,,5,,,0,0,3.66,228.96
27128,9094382944,6/3/2022,300,860.25,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event Longer Than 1 Year Ago,2,,10.0240690v5,10,0,2,1,,6/3/2022,,,,25,,,0,0,1.96,228.96
27129,8880132689,5/11/2022,500,860.25,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.0295723v1,10,0,2,3,,6/6/2022,,,,42,,,0,0,2.41,228.96
27130,9081168206,6/2/2022,360,860.25,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Not Rated,10.0298914v1,10,0,2,1,,6/6/2022,,,,30,,,0,0,2.23,228.96
27131,9082078523,6/2/2022,105,860.25,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Not Rated,10.0298905v1,10,0,2,4,,6/6/2022,,,,9,,,0,0,2.58,228.96
27132,9092472325,6/3/2022,240,860.25,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,,55.0299055v1,55,0,114,3,,6/6/2022,,,,20,,,0,0,2.66,228.96
27133,9093873234,6/3/2022,150,860.25,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Client Referral,2,Low ,10.0299187v1,10,0,2,1,,6/4/2022,,,,13,,,0,0,1.96,228.96
27135,9060206865,5/31/2022,120,860.25,Direct,Existing Business,,Closed and Won,,,Offline Sources,2,Low ,10.0298506v2,10,0,2,3,,6/6/2022,,,,10,,,0,0,2.58,228.96
27136,9057594527,5/31/2022,300,860.25,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.0399302v1,10,0,2,3,,6/6/2022,,,,25,,,0,0,2.41,228.96
27137,9058585661,5/31/2022,125,860.25,Direct,New Business,,Closed and Won,Intake 3.0,,,1,High Res Preview,10.0299028v3,10,0,2,1,,6/6/2022,,,,11,,,0,0,2.23,228.96
27138,8997923631,5/24/2022,250,860.25,Distributor,New Business,,Closed and Won,Template Download,,Event in the Past Year,2,Low ,10.0299023v1,10,0,2,1,,6/6/2022,,,,21,,,0,0,1.96,228.96
27139,9083975838,6/2/2022,100,860.25,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,40.0283546v2,40,0,18,3,,6/6/2022,,,,9,,,0,0,3.66,228.96
27141,9111614075,6/6/2022,420,860.25,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,,17.0242644v2,17,0,9,1,,6/10/2022,,,,35,,,0,0,1.96,228.96
27142,9093747973,6/3/2022,1000,860.25,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Low ,10.0299224v1,10,0,2,3,,6/6/2022,,,,84,,,0,0,1.91,228.96
27143,9080331155,6/2/2022,120,860.25,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.0298868v2,10,0,2,3,,6/9/2022,,,,10,,,0,0,2.58,228.96
27144,8907853438,5/13/2022,1200,860.25,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,10.0297690v2,10,0,2,4,,6/7/2022,,,,100,,,0,0,1.91,228.96
27145,9084336565,6/2/2022,120,860.25,Distributor,Existing Business,,Closed and Won,,,SAGE,1,,10.0274145v1,10,0,2,1,,6/6/2022,,,,10,,,0,0,2.23,228.96
27147,9112183931,6/6/2022,120,860.25,Distributor,Existing Business,,Closed and Won,,,SAGE,3,,10.0269038v1,10,0,2,3,,6/8/2022,,,,10,,,0,0,2.58,228.96
27148,9114178381,6/6/2022,240,860.25,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event Longer Than 1 Year Ago,2,,10.0270329v2,10,0,2,3,,6/6/2022,,,,20,,,0,0,2.41,228.96
27149,9092808602,6/3/2022,60,860.42,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,Not Rated,10.0299190v1,10,0,2,1,,6/6/2022,,,,5,,,0,0,2.56,228.96
27150,9019303336,5/26/2022,120,860.75,Distributor,Existing Business,,Closed and Won,,,SAGE,4,Not Rated,10.0298017v1,10,0,2,1,,6/6/2022,,,,10,,,0,0,2.23,228.96
27152,9080307800,6/2/2022,600,861.12,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,10.0298847v1,10,0,2,1,,6/6/2022,,,,50,,,0,0,1.88,228.96
27153,9057479168,5/31/2022,500,861.63,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0298254v1,10,0,2,1,,6/6/2022,,,,42,,,0,0,1.96,228.96
27154,9113807944,6/6/2022,100,861.63,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,,10.0236742v1,10,0,2,3,,6/8/2022,,,,9,,,0,0,3.58,228.96
27155,8948326559,5/18/2022,150,861.78,Distributor,New Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,55.0298215v2,55,0,114,3,,6/8/2022,,,,14,,,0,0,3.74,231
27156,9092600105,6/3/2022,105,861.84,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Client Referral,2,Low ,10.0299347v1,10,0,2,4,,6/6/2022,,,,9,,,0,0,2.58,231
27157,8666815633,4/20/2022,2400,862.8,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,12.0292060v1,12,0,4,3,,6/14/2022,,,,200,,,0,0,1.37,231
27158,9114967079,6/6/2022,60,863.25,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0257276v1,10,0,2,3,,6/6/2022,,,,5,,,0,0,3.66,231
27159,9115196974,6/6/2022,140,863.25,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event Longer Than 1 Year Ago,2,,10.0229070v2,10,0,2,4,,6/6/2022,,,,12,,,0,0,2.41,231
27160,9069411883,6/1/2022,60,863.25,Distributor,New Business,,Closed and Won,Template Download,,Direct Traffic,1,Low ,10.0299309v1,10,0,2,4,,6/6/2022,,,,5,,,0,0,2.58,231
27161,9115689753,6/6/2022,150,864,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.0292396v1,10,0,2,4,,6/6/2022,,,,13,,,0,0,2.41,231
27162,9028283994,5/27/2022,312,864,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,,10.0298165v3,10,0,2,3,,6/6/2022,,,,26,,,0,0,2.41,231
27164,9084005209,6/2/2022,60,864,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,10.0299118v1,10,0,2,4,,6/7/2022,,,,5,,,0,0,2.58,231
27165,9052153994,5/30/2022,120,864,Direct,New Business,,Closed and Won,Intake 3.0,,Paid Search,2,Not Rated,10.0298612v2,10,0,2,3,,6/7/2022,,,,10,,,0,0,2.58,233.64
27166,8675608725,4/21/2022,120,864,Distributor,New Business,,Closed and Won,,,,1,High ,10.0292506v1,10,0,2,3,,6/9/2022,,,,10,,,0,0,2.58,233.64
27167,9080466501,6/2/2022,60,864,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0264207v1,10,0,2,3,,6/7/2022,,,,5,,,0,0,3.66,233.64
27169,9113345189,6/6/2022,100,864,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.0299378v1,10,0,2,3,,6/7/2022,,,,9,,,0,0,3.58,233.64
27170,8858795165,5/9/2022,60,864,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Client Referral,1,Medium ,10.0295659v4,10,0,2,3,,6/7/2022,,,,5,,,0,0,3.66,233.64
27171,9122674263,6/7/2022,120,864,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,4,,10.0217941v1,10,0,2,3,,6/7/2022,,,,10,,,0,0,2.58,233.64
27172,9122732135,6/7/2022,240,864,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,4,,10.0227208v2,10,0,2,4,,6/7/2022,,,,20,,,0,0,2.58,234
27173,9073389460,6/1/2022,120,864,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated,10.0299462v1,10,0,2,3,,6/7/2022,,,,10,,,0,0,2.58,234
27174,9011192746,5/25/2022,300,864.8,Distributor,New Business,,Closed and Won,,,Organic Search,1,Low ,17.0298010v1,17,0,9,3,,6/7/2022,,,,25,,,0,0,2.41,234
27176,8621349038,4/14/2022,10150,868,Distributor,Existing Business,,Closed and Won,,,,2,Low ,10.0291032v1,10,0,2,1,,6/7/2022,,,,846,,,0,0,1.52,234
27177,9093635718,6/3/2022,60,868.2,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,10.0299204v1,10,0,2,1,,6/7/2022,,,,5,,,0,0,2.56,234
27179,8881834380,5/11/2022,252,868.2,Distributor,New Business,,Closed and Won,,,CommonSku,1,Low ,10.0295167v1,10,0,2,3,,6/8/2022,,,,22,,,0,0,3.66,234
27180,9093732245,6/3/2022,100,868.21,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0299131v1,10,0,2,4,,6/7/2022,,,,9,,,0,0,2.58,234
27181,8442026110,4/1/2022,1000,868.7,Direct,Existing Business,,Closed and Won,Template Download,,,1,High Res Preview,17.0298454v1,17,0,9,4,,6/7/2022,,,,84,,,0,0,2.41,234
27182,9018117738,5/26/2022,200,868.8,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Not Rated,10.0298003v1,10,0,2,3,,6/7/2022,,,,17,,,0,0,2.41,234
27183,9112576631,6/6/2022,105,869,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Client Referral,2,Not Rated,10.0299251v2,10,0,2,4,,6/7/2022,,,,9,,,0,0,2.58,234
27184,9114217800,6/6/2022,120,870,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.0299441v1,10,0,2,3,,6/7/2022,,,,10,,,0,0,2.58,237.72
27185,9124663340,6/7/2022,300,871.72,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,40.0242403v1,40,0,18,1,,6/22/2022,,,,27,,,0,0,2.56,237.72
27186,9124867413,6/7/2022,500,871.72,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,4,,10.0237977v2,10,0,2,4,,6/7/2022,,,,42,,,0,0,2.41,237.72
27187,8805563677,5/4/2022,300,872.25,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Event in the Past Year,2,High Res Preview,10.0399635v1,10,0,2,3,,6/7/2022,,,,25,,,0,0,2.41,237.72
27188,8610602024,4/13/2022,240,872.3,Distributor,Existing Business,,Closed and Won,,,,1,Low ,55.0290832v2,55,0,114,4,,6/7/2022,,,,20,,,0,0,2.75,237.72
27189,9092676426,6/3/2022,60,872.4,Direct,New Business,,Closed and Won,Intake 3.0,,Paid Search,1,High Res Preview,10.0299506v1,10,0,2,3,,6/7/2022,,,,5,,,0,0,3.66,237.72
27190,9105858168,6/5/2022,60,872.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0299206v1,10,0,2,4,,6/7/2022,,,,5,,,0,0,2.58,237.72
27191,7918188939,2/15/2022,60,872.4,Direct,New Business,,Closed and Won,,,,1,High Res Preview,10.0279520v3,10,0,2,4,,6/8/2022,,,,5,,,0,0,2.58,237.72
27192,7346954498,12/27/2021,150,872.4,Distributor,Existing Business,,Closed and Won,,,,2,Low ,55.0299933v1,55,0,114,3,,6/8/2022,,,,13,,,0,0,2.49,237.72
27193,9093871404,6/3/2022,750,872.4,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,Not Rated,17.0299265v2,17,0,9,3,,6/7/2022,,,,63,,,0,0,1.91,237.72
27194,9113924885,6/6/2022,240,872.4,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,10.0241477v2,10,0,2,3,,6/7/2022,,,,20,,,0,0,2.41,237.72
27195,9124941577,6/7/2022,200,872.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0260999v1,10,0,2,4,,6/8/2022,,,,17,,,0,0,2.41,237.72
27196,8584932727,4/11/2022,240,872.4,Distributor,New Business,,Closed and Won,,,CommonSku,2,Low ,10.0290314v2,10,0,2,3,,6/9/2022,,,,20,,,0,0,2.58,237.72
27197,9069291603,6/1/2022,400,872.4,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,Not Rated,10.0298660v1,10,0,2,3,,6/8/2022,,,,34,,,0,0,2.41,237.72
27198,9122783581,6/7/2022,120,872.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,High Res Preview,10.0299557v2,10,0,2,3,,6/8/2022,,,,10,,,0,0,2.58,237.72
27200,8808521903,5/4/2022,60,872.4,Direct,New Business,,Closed and Won,Intake 3.0,,Pre-Hubspot Contact,1,High Res Preview,10.0294469v2,10,0,2,4,,6/7/2022,,,,5,,,0,0,2.58,237.72
27201,8658323979,4/19/2022,60,872.4,Distributor,Existing Business,,Payment Pending,,,,2,High Res Preview,10.0291049v1,10,0,2,4,,6/13/2022,,,,5,,,0,0,2.58,237.72
27202,9126561686,6/7/2022,500,872.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,,10.0265192v1,10,0,2,3,,6/9/2022,,,,42,,,0,0,2.41,237.72
27203,9126655258,6/7/2022,120,872.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.0289086v1,10,0,2,3,,6/8/2022,,,,10,,,0,0,2.58,237.72
27204,9058774453,5/31/2022,120,872.4,Distributor,Existing Business,,Closed and Won,Quote Request,,Pre-Hubspot Contact,1,High Res Preview,55.0298451v2,55,0,114,3,,6/8/2022,,,,10,,,0,0,2.66,237.72
27205,9128739151,6/7/2022,202,872.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,,10.0285954v4,10,0,2,4,,6/8/2022,,,,17,,,0,0,2.41,237.72
27206,9059357497,5/31/2022,120,872.4,Direct,New Business,,Closed and Won,,,Direct Traffic,2,Medium ,10.0298967v2,10,0,2,3,,6/8/2022,,,,10,,,0,0,2.58,237.72
