deal_id_x,po_number,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,COGS int SKU Cost exact,total_product_quantity,cost_per_sku,total_sku_cost
16278704805,41818,11/28/2023,625,7550,Direct,New Business,,Closed and Won,Portal Order,,Organic Search,1,,10.02127669v20,10,,2,3,,12/1/2023,,,,11,,,,,125,2.72,391.68
16278704805,41818,11/28/2023,625,7550,Direct,New Business,,Closed and Won,Portal Order,,Organic Search,1,,10.02127669v16,10,,2,3,,12/1/2023,,,,11,,,,,125,2.72,391.68
16304543927,41823,11/30/2023,1000,11247.18,Direct,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,1,,10.0269112v8,10,,2,1,,12/1/2023,,,,42,,,,,500,1.96,1011.36
16304543927,41823,11/30/2023,1000,11247.18,Direct,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,1,,10.02174449v1,10,,2,1,,12/1/2023,,,,42,,,,,500,1.96,1011.36
16248389907,41833,11/27/2023,155,1395,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02203763v4,10,,2,1,,12/1/2023,,,,13,,,,,155,1.96,329.28
16303765530,41837,11/30/2023,300,2208,Distributor,Existing Business,,Closed and Won,,,CommonSku,1,Low ,10.02204544v1,10,,2,3,,12/1/2023,,,,25,,,,,300,2.43,758.16
16313320767,41839,11/30/2023,120,1110,Distributor,Existing Business,,Closed and Won,Reorder Button,,Paid Search,2,,10.0225572v1,10,,2,3,,12/1/2023,,,,10,,,,,120,2.72,359.04
16303170132,41843,11/30/2023,240,2575.92,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,Not Rated,10.02204712v2,10,,2,3,,12/1/2023,,,,20,,,,,240,2.43,612.36
16293293678,41848,11/29/2023,240,3022.09,Distributor,New Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02204440v2,10,,2,1,,12/1/2023,,,,5,,,,,60,2.56,184.32
16293293678,41848,11/29/2023,240,3022.09,Distributor,New Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02204439v2,10,,2,1,,12/1/2023,,,,5,,,,,60,2.56,184.32
16293293678,41848,11/29/2023,240,3022.09,Distributor,New Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02204445v2,10,,2,1,,12/1/2023,,,,5,,,,,60,2.56,184.32
16293293678,41848,11/29/2023,240,3022.09,Distributor,New Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02204441v2,10,,2,1,,12/1/2023,,,,5,,,,,60,2.56,184.32
16045300593,41849,11/13/2023,500,3610,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.02151134v5,10,,2,3,,12/1/2023,,,,42,,,,,500,2.43,1253.88
16318144939,41857,11/30/2023,60,688.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.0271902v3,10,,2,4,,12/1/2023,,,,5,,,,,60,2.83,203.76
16249904452,41858,11/27/2023,250,2157.5,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,SAGE,1,Low ,55.02204164v3,55,,114,3,,12/1/2023,,,,21,,,,,250,2.56,675.84
16179476891,41859,11/22/2023,450,4993.91,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Organic Search,1,Low ,10.02203463v1,10,,2,1,,12/1/2023,,,,38,,,,,450,1.96,917.28
16322177850,41860,12/1/2023,120,1327.2,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,932204686v1,93,120,120,10,45282,12/1/2023,Direct,newbusiness,16322177850,10,1.8,0,237.6,216,,,
15767883588,41863,10/24/2023,30,469.2,Distributor,Existing Business,,Closed and Won,3D Builder,,Pre-Hubspot Contact,1,,55.02166393v2,55,,114,4,,12/1/2023,,,,3,,,,,30,3.42,164.16
16326776490,41864,12/1/2023,370,2786.1,Distributor,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,2,,10.02192156v1,10,,2,3,,12/1/2023,,,,31,,,,,370,2.43,933.12
16288406368,41866,11/29/2023,240,2908.8,Direct,New Business,,Closed and Won,,,Organic Search,1,Low ,10.02204432v2,10,,2,4,,12/1/2023,,,,10,,,,,120,2.83,373.56
16288406368,41866,11/29/2023,240,2908.8,Direct,New Business,,Closed and Won,,,Organic Search,1,Low ,10.02204430v3,10,,2,4,,12/1/2023,,,,10,,,,,120,2.83,373.56
16137420207,41867,11/20/2023,500,5376.83,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,10.02203213v1,10,,2,1,,12/1/2023,,,,42,,,,,500,1.96,1011.36
16265985558,41868,11/28/2023,120,1110,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Event Longer Than 1 Year Ago,1,Low ,10.02203997v1,10,,2,4,,12/1/2023,,,,10,,,,,120,2.83,373.56
16292555428,41869,11/29/2023,120,1520.4,Direct,New Business,,Closed and Won,Intake 4.0 Logged In,,Organic Search,1,High Res Preview,10.02204660v1,10,,2,4,,12/1/2023,,,,10,,,,,120,2.83,373.56
16103773269,41870,11/17/2023,250,2020.42,Distributor,Existing Business,,Payment Pending,,,Pre-Hubspot Contact,2,Low ,49.02202296v1,49,,116,3,,12/1/2023,,,,21,,,,,250,2.36,623.04
16327269125,41872,12/1/2023,60,598.2,Distributor,Existing Business,,Payment Pending,Reorder Button,,Client Referral,4,,10.0278137v1,10,,2,1,,12/1/2023,,,,5,,,,,60,2.56,184.32
16327400717,41873,12/1/2023,60,688.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,3,,10.02114817v1,10,,2,4,,12/1/2023,,,,5,,,,,60,2.83,203.76
16317478552,41874,11/30/2023,60,570,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.03204663v1,10,,2,4,,12/1/2023,,,,5,,,,,60,2.83,203.76
16327525754,41875,12/1/2023,80,1392.03,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,,10.02204722v1,10,,2,4,,12/1/2023,,,,7,,,,,80,2.83,271.68
16273514364,41878,11/28/2023,120,1520.4,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Event Longer Than 1 Year Ago,1,High Res Preview,10.02204231v1,10,,2,3,,12/1/2023,,,,10,,,,,120,2.72,359.04
16005641618,41879,11/10/2023,300,3741.23,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Organic Search,1,Low ,10.02200992v2,10,,2,3,,12/1/2023,,,,25,,,,,300,2.43,758.16
16316972167,41881,11/30/2023,360,3283.2,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,Not Rated,15.02204724v1,15,,7,3,,12/1/2023,,,,15,,,,,180,3.66,702.72
16316972167,41881,11/30/2023,360,3283.2,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,Not Rated,15.02204723v1,15,,7,3,,12/1/2023,,,,15,,,,,180,3.66,702.72
16328715676,41882,12/1/2023,120,1698.64,Direct,Existing Business,,Closed and Won,Portal Order,,Email Marketing,2,,55.02199267v3,55,,114,4,,12/1/2023,,,,10,,,,,120,3,396
16046442311,41884,11/13/2023,30,469.2,Distributor,Existing Business,,Closed and Won,,,CommonSku,3,Low ,55.02201378v3,55,,114,3,,12/1/2023,,,,3,,,,,30,3.31,158.88
16293950254,41885,11/29/2023,30,587.7,Direct,New Business,,Closed and Won,,,Organic Search,1,,10.02135386v1,10,,2,3,,12/1/2023,,,,3,,,,,30,3.18,152.64
15782086986,41887,10/25/2023,120,1918.8,Direct,New Business,,Closed and Won,,,Email Marketing,1,Medium ,10.02197504v1,10,,2,4,,12/1/2023,,,,5,,,,,60,2.83,203.76
15782086986,41887,10/25/2023,120,1918.8,Direct,New Business,,Closed and Won,,,Email Marketing,1,Medium ,10.02197507v1,10,,2,4,,12/1/2023,,,,5,,,,,60,2.83,203.76
16060176947,41888,11/14/2023,720,5580,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.0275723v3,10,,2,3,,12/1/2023,,,,20,,,,,240,2.43,612.36
16060176947,41888,11/14/2023,720,5580,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.0275722v3,10,,2,3,,12/1/2023,,,,20,,,,,240,2.43,612.36
16060176947,41888,11/14/2023,720,5580,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.0275724v3,10,,2,3,,12/1/2023,,,,20,,,,,240,2.43,612.36
16292822036,41890,11/29/2023,170,1016.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02204704v1,10,,2,4,,12/1/2023,,,,15,,,,,170,2.54,487.68
16326175650,41893,12/1/2023,1455,10039.5,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,Low ,55.02204867v1,55,,114,4,,12/1/2023,,,,122,,,,,1455,2.18,3217.68
16330043007,41897,12/1/2023,35,0,Distributor,Existing Business,,Payment Pending,,,Client Referral,2,Low ,10.02204882v1,10,,2,4,,12/1/2023,,,,3,,,,,35,3.25,156
16275056461,41898,11/28/2023,30,662.7,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Referrals,1,High Res Preview,55.02204845v1,55,,114,3,,12/1/2023,,,,3,,,,,30,3.31,158.88
16316703012,41899,11/30/2023,120,1762.73,Direct,New Business,,Closed and Won,,,Client Referral,2,Medium ,10.02204859v3,10,,2,3,,12/1/2023,,,,10,,,,,120,2.72,359.04
16136092177,41669,11/20/2023,60,1047.28,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Organic Search,1,High Res Preview,10.02204073v1,10,,2,3,,11/30/2023,,,,5,,,,,60,2.85,205.2
16273234442,41725,11/28/2023,60,784.74,Direct,New Business,,Closed and Won,Intake 4.0 Logged In,,Organic Search,1,High Res Preview,10.02204046v1,10,,2,3,,11/30/2023,,,,3,,,,,30,3.18,152.64
16164828971,41771,11/21/2023,300,2471.35,Distributor,New Business,,Payment Pending,,,Event in the Past Year,3,High Res Preview,10.02203318v1,10,,2,3,,11/30/2023,,,,25,,,,,300,2.43,758.16
16280919417,41776,11/28/2023,60,706.2,Distributor,Existing Business,,Payment Pending,,,Pre-Hubspot Contact,2,Low ,10.02204213v1,10,,2,3,,11/30/2023,,,,5,,,,,60,2.85,205.2
16263898684,41780,11/28/2023,220,1473.31,Direct,New Business,,Closed and Won,,,Direct Traffic,2,,932203995v1,93,220,120,10,45282,11/30/2023,Direct,newbusiness,16263898684,19,1.8,0,432,396,,,
16291072399,41785,11/29/2023,200,1937.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,3,,10.0283782v4,10,,2,1,,11/30/2023,,,,17,,,,,200,1.96,423.36
16103983253,41787,11/17/2023,75,860.25,Distributor,Existing Business,,Closed and Won,Revision Request,,CommonSku,2,,10.02204280v1,10,,2,3,,11/30/2023,,,,7,,,,,75,2.85,273.6
15596961171,41795,10/12/2023,60,1043.72,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Organic Search,1,Low ,10.02194357v3,10,,2,3,,11/30/2023,,,,5,,,,,60,2.85,205.2
16293841418,41796,11/29/2023,60,726,Distributor,Existing Business,,Payment Pending,Reorder Button,,Pre-Hubspot Contact,3,,55.02133286v2,55,,114,3,,11/30/2023,,,,5,,,,,60,2.98,214.56
15613223831,41799,10/13/2023,30,476.7,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02194179v1,10,,2,3,,11/30/2023,,,,3,,,,,30,3.18,152.64
16251083585,41800,11/27/2023,75,860.25,Distributor,New Business,,Payment Pending,,,Client Referral,3,Low ,10.02204195v1,10,,2,3,,11/30/2023,,,,7,,,,,75,2.85,273.6
16145647511,41801,11/20/2023,120,1352.4,Distributor,Existing Business,,Payment Pending,,,Client Referral,2,Low ,10.02203164v1,10,,2,4,,11/30/2023,,,,5,,,,,60,2.83,203.76
16145647511,41801,11/20/2023,120,1352.4,Distributor,Existing Business,,Payment Pending,,,Client Referral,2,Low ,10.02203167v1,10,,2,4,,11/30/2023,,,,5,,,,,60,2.83,203.76
16293439885,41805,11/29/2023,120,986.4,Distributor,Existing Business,,Payment Pending,Reorder Button,,Pre-Hubspot Contact,2,,49.02185914v1,49,,116,3,,11/30/2023,,,,10,,,,,120,2.65,349.8
16287793997,41806,11/29/2023,402,3027.06,Distributor,New Business,,Closed and Won,,,Event in the Past Year,3,Low ,55.02204262v1,55,,114,1,,11/30/2023,,,,34,,,,,402,1.88,789.6
16168699988,41808,11/21/2023,30,647.7,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,,10.02204494v1,10,,2,3,,11/30/2023,,,,3,,,,,30,3.18,152.64
16294357904,41809,11/29/2023,360,3218.4,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,1,,55.02199733v1,55,,114,4,,11/30/2023,,,,3,,,,,30,3.42,164.16
16294357904,41809,11/29/2023,360,3218.4,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,1,,10.04199727v1,10,,2,4,,11/30/2023,,,,13,,,,,150,2.54,426.72
16294357904,41809,11/29/2023,360,3218.4,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,1,,55.02199730v1,55,,114,4,,11/30/2023,,,,3,,,,,30,3.42,164.16
16294357904,41809,11/29/2023,360,3218.4,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,1,,10.04199728v1,10,,2,4,,11/30/2023,,,,13,,,,,150,2.54,426.72
16185249720,41810,11/22/2023,180,1665,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Email Marketing,1,Low ,10.02203855v2,10,,2,3,,11/30/2023,,,,15,,,,,180,2.54,487.68
16297038658,41811,11/29/2023,61,717.67,Distributor,Existing Business,,Closed and Won,3D Builder,,Pre-Hubspot Contact,1,,10.02204488v1,10,,2,3,,11/30/2023,,,,6,,,,,61,2.85,239.4
16039012392,41813,11/13/2023,150,1350,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,17.02202241v2,17,,9,3,,11/30/2023,,,,13,,,,,150,2.54,426.72
16252423802,41814,11/27/2023,60,598.2,Distributor,New Business,,Closed and Won,Intake 4.0 Logged Out,,Event Longer Than 1 Year Ago,1,High Res Preview,10.02203872v1,10,,2,3,,11/30/2023,,,,5,,,,,60,2.85,205.2
16274467740,41815,11/28/2023,5000,27125.46,Distributor,New Business,,Closed and Won,,,Organic Search,1,Low ,17.02204084v1,17,,9,1,,11/30/2023,,,,417,,,,,5000,1.56,7824.96
16165196956,41816,11/21/2023,240,1934.4,Distributor,New Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview,10.02203039v1,10,,2,3,,11/30/2023,,,,20,,,,,240,2.43,612.36
16302536051,41817,11/30/2023,175,1400,Distributor,Existing Business,,Payment Pending,Reorder Button,,Pre-Hubspot Contact,4,,10.02139538v2,10,,2,1,,11/30/2023,,,,15,,,,,175,1.96,376.32
16104121779,41819,11/17/2023,120,1608.93,Direct,Existing Business,,Closed and Won,,,Email Marketing,2,Low ,10.02203590v1,10,,2,3,,11/30/2023,,,,10,,,,,120,2.72,359.04
16103953166,41820,11/17/2023,400,3052,Distributor,Existing Business,,Payment Pending,,,Pre-Hubspot Contact,4,Low ,17.02202662v5,17,,9,3,,11/30/2023,,,,34,,,,,400,2.43,1020.6
16303954271,41821,11/30/2023,60,706.2,Wholesale,Existing Business,,Closed and Won,Reorder Button,,Organic Search,2,,10.0226512v1,10,,2,1,,11/30/2023,,,,5,,,,,60,2.56,184.32
16303817376,41822,11/30/2023,250,1902.5,Distributor,Existing Business,,Closed and Won,,,SAGE,1,Low ,10.02204493v1,10,,2,3,,11/30/2023,,,,21,,,,,250,2.43,641.52
16092157625,41824,11/16/2023,80,797.6,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Event in the Past Year,2,High Res Preview,10.02202399v3,10,,2,1,,11/30/2023,,,,7,,,,,80,2.56,245.76
16246083157,41826,11/27/2023,120,1371.6,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,,10.02204104v1,10,,2,3,,11/30/2023,,,,10,,,,,120,2.72,359.04
16062509079,41827,11/14/2023,120,1520.4,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Direct Traffic,1,Low ,10.02204035v2,10,,2,3,,11/30/2023,,,,10,,,,,120,2.72,359.04
16292686500,41828,11/29/2023,60,796.59,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,4,Low ,55.02204464v1,55,,114,1,,11/30/2023,,,,5,,,,,60,2.56,184.32
15908200569,41829,11/3/2023,1200,11292,Direct,Existing Business,,Closed and Won,,,Email Marketing,4,Low ,55.02199267v3,55,,114,3,,11/30/2023,,,,100,,,,,1200,2.14,2593.68
16287663218,41830,11/29/2023,60,887.4,Distributor,New Business,,Closed and Won,Intake 4.0 Logged In,,Paid Search,1,High Res Preview,10.02204311v1,10,,2,1,,11/30/2023,,,,3,,,,,30,3.18,152.64
16287663218,41830,11/29/2023,60,887.4,Distributor,New Business,,Closed and Won,Intake 4.0 Logged In,,Paid Search,1,High Res Preview,10.02204314v1,10,,2,1,,11/30/2023,,,,3,,,,,30,3.18,152.64
16087101488,41832,11/16/2023,180,1877.4,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,55.02201954v3,55,,114,1,,11/30/2023,,,,5,,,,,60,2.56,184.32
16087101488,41832,11/16/2023,180,1877.4,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,11.04203285v1,11,,3,1,,11/30/2023,,,,5,,,,,60,3.33,239.76
16087101488,41832,11/16/2023,180,1877.4,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,10.04204263v1,10,,2,1,,11/30/2023,,,,5,,,,,60,2.56,184.32
16100998940,41834,11/17/2023,80,917.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02202854v2,10,,2,4,,11/30/2023,,,,7,,,,,80,2.83,271.68
16313123767,41835,11/30/2023,240,1994.4,Distributor,Existing Business,,Closed and Won,Reorder Button,,Paid Search,3,,10.02191122v1,10,,2,1,,11/30/2023,,,,20,,,,,240,1.96,493.92
16280863870,41836,11/28/2023,120,1666.93,Distributor,New Business,,Closed and Won,,,Event in the Past Year,1,Low ,55.02204298v2,55,,114,3,,11/30/2023,,,,5,,,,,60,2.98,214.56
16280863870,41836,11/28/2023,120,1666.93,Distributor,New Business,,Closed and Won,,,Event in the Past Year,1,Low ,46.02204297v2,46,,113,3,,11/30/2023,,,,5,,,,,60,2.85,205.2
16313193896,41838,11/30/2023,120,1110,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,2,,10.02105031v1,10,,2,1,,11/30/2023,,,,10,,,,,120,2.23,294.36
16313360537,41840,11/30/2023,75,600,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,10.02159399v1,10,,2,4,,11/30/2023,,,,7,,,,,75,2.83,271.68
16313448878,41842,11/30/2023,61,579.5,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,10.02142253v1,10,,2,3,,11/30/2023,,,,6,,,,,61,2.85,239.4
16292395943,41845,11/29/2023,375,3380.25,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,55.02204442v1,55,,114,1,,11/30/2023,,,,25,,,,,300,1.88,586.56
16292395943,41845,11/29/2023,375,3380.25,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,55.02204443v1,55,,114,1,,11/30/2023,,,,7,,,,,75,2.56,245.76
15956105903,41846,11/7/2023,30,476.7,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,10.02200203v2,10,,2,3,,11/30/2023,,,,3,,,,,30,3.18,152.64
16271255611,41847,11/28/2023,360,3877.2,Direct,Existing Business,,Closed and Won,,,Direct Traffic,1,,10.02196374v1,10,,2,3,,11/30/2023,,,,30,,,,,360,2.43,903.96
15657255281,41851,10/16/2023,60,598.2,Distributor,Existing Business,,Closed and Won,Revision Request,,Event in the Past Year,1,,10.02124092v2,10,,2,4,,11/30/2023,,,,3,,,,,30,3.25,156
15657255281,41851,10/16/2023,60,598.2,Distributor,Existing Business,,Closed and Won,Revision Request,,Event in the Past Year,1,,10.02124092v3,10,,2,4,,11/30/2023,,,,3,,,,,30,3.25,156
16316570140,41852,11/30/2023,120,1520.4,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,High Res Preview,10.02204609v1,10,,2,4,,11/30/2023,,,,10,,,,,120,2.83,373.56
15800054415,41853,10/26/2023,1550,16602.21,Direct,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Email Marketing,2,High Res Preview,10.02204603v1,10,,2,4,,11/30/2023,,,,130,,,,,1550,2.01,3159.72
16317081156,41856,11/30/2023,75,1086.75,Direct,Existing Business,,Closed and Won,Portal Order,,Email Marketing,1,,10.02174138v1,10,,2,1,,11/30/2023,,,,7,,,,,75,2.56,245.76
16090290599,41422,11/16/2023,120,1080,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,5,,10.0223871v2,10,,2,1,,11/29/2023,,,,10,,,,,120,2.23,294.36
15959865119,41689,11/7/2023,360,3027.6,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,1,Low ,15.02200483v4,15,,7,3,,11/29/2023,,,,30,,,,,360,3.53,1313.16
15813630298,41708,10/27/2023,1500,10065,Distributor,Existing Business,,Payment Pending,,,Client Referral,1,High Res Preview,10.02198174v2,10,,2,3,,11/29/2023,,,,63,,,,,750,2.01,1543.68
15813630298,41708,10/27/2023,1500,10065,Distributor,Existing Business,,Payment Pending,,,Client Referral,1,High Res Preview,10.02198177v1,10,,2,3,,11/29/2023,,,,63,,,,,750,2.01,1543.68
15948591733,41723,11/6/2023,240,2480.41,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,,1,High Res Preview,10.02202980v2,10,,2,4,,11/29/2023,,,,10,,,,,120,2.83,373.56
16270450067,41729,11/28/2023,60,1157.4,Direct,Existing Business,,Closed and Won,Portal Order,,SAGE,1,,10.02128573v3,10,,2,3,,11/29/2023,,,,3,,,,,30,3.18,152.64
16270450067,41729,11/28/2023,60,1157.4,Direct,Existing Business,,Closed and Won,Portal Order,,SAGE,1,,10.02144121v1,10,,2,3,,11/29/2023,,,,3,,,,,30,3.18,152.64
16252303477,41731,11/27/2023,60,726,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,55.02203901v1,55,,114,3,,11/29/2023,,,,5,,,,,60,2.98,214.56
16253773460,41732,11/27/2023,1000,7100,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,4,,10.02184328v4,10,,2,3,,11/29/2023,,,,84,,,,,1000,2.01,2050.2
16093262624,41735,11/16/2023,450,3748.5,Distributor,Existing Business,,Closed and Won,,,WT Outbound,3,High Res Preview,55.02202485v1,55,,114,4,,11/29/2023,,,,38,,,,,450,2.71,1268.28
16107193443,41738,11/17/2023,60,1368.33,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02202734v1,10,,2,3,,11/29/2023,,,,3,,,,,30,3.18,152.64
16107193443,41738,11/17/2023,60,1368.33,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.03203735v1,10,,2,3,,11/29/2023,,,,3,,,,,30,3.18,152.64
16269153721,41744,11/28/2023,60,598.2,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Low ,10.02204092v1,10,,2,3,,11/29/2023,,,,5,,,,,60,2.85,205.2
16062808592,41745,11/14/2023,800,6253.89,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Medium ,10.02203555v9,10,,2,3,,11/29/2023,,,,67,,,,,800,2.01,1640.16
16167713063,41749,11/21/2023,360,2512.8,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Email Marketing,1,High Res Preview,10.02203465v1,10,,2,1,,11/29/2023,,,,30,,,,,360,1.96,729.12
13542074372,41751,6/1/2023,140,1187.2,Distributor,New Business,,Closed and Won,,,Email Marketing,1,High Res Preview,12.02168771v1,12,,4,3,,11/29/2023,,,,12,,,,,140,2.29,357.24
15981052217,41753,11/8/2023,60,724.2,Distributor,Existing Business,,Payment Pending,Intake 4.0 Logged In,,Pre-Hubspot Contact,3,Low ,10.02203297v1,10,,2,3,,11/29/2023,,,,5,,,,,60,2.85,205.2
16181776933,41754,11/22/2023,125,1156.25,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02203639v1,10,,2,1,,11/29/2023,,,,11,,,,,125,2.23,321.12
16279290368,41755,11/28/2023,115,1146.55,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Paid Search,1,Low ,10.02204244v1,10,,2,3,,11/29/2023,,,,10,,,,,115,2.72,359.04
16287354648,41757,11/29/2023,360,2800.8,Distributor,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,10.02188096v1,10,,2,1,,11/29/2023,,,,30,,,,,360,1.96,729.12
15816278808,41758,10/27/2023,120,1520.4,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High ,10.02204036v1,10,,2,4,,11/29/2023,,,,10,,,,,120,2.83,373.56
16275343530,41759,11/28/2023,50,1157.56,Direct,Existing Business,,Closed and Won,,,Organic Search,1,Not Rated,10.02204156v2,10,,2,1,,11/29/2023,,,,5,,,,,50,3.18,228.96
16213642930,41760,11/24/2023,350,3129,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,15.02203572v1,15,,7,3,,11/29/2023,,,,30,,,,,350,3.53,1313.16
16184205694,41762,11/22/2023,61,608.17,Distributor,New Business,,Closed and Won,,,Intake,1,Low ,10.02203653v1,10,,2,1,,11/29/2023,,,,6,,,,,61,2.56,215.04
14865930868,41763,8/28/2023,120,960,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Low ,10.02184266v2,10,,2,1,,11/29/2023,,,,10,,,,,120,2.23,294.36
16181096542,41764,11/22/2023,40,611.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,High Res Preview,10.02203669v1,10,,2,4,,11/29/2023,,,,4,,,,,40,3.25,195
16288224860,41765,11/29/2023,240,2775.7,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,10.02134887v2,10,,2,1,,11/29/2023,,,,20,,,,,240,1.96,493.92
16102234934,41766,11/17/2023,120,1327.2,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,2,Low ,932204264v1,93,120,120,10,45300,11/29/2023,Direct,newbusiness,16102234934,10,1.8,0,237.6,216,,,
16248235520,41767,11/27/2023,1000,7761.18,Distributor,Existing Business,,Closed and Won,,,SAGE,1,,55.02204357v1,55,,114,1,,11/29/2023,,,,42,,,,,500,1.88,970.08
16248235520,41767,11/27/2023,1000,7761.18,Distributor,Existing Business,,Closed and Won,,,SAGE,1,,55.02204394v1,55,,114,1,,11/29/2023,,,,42,,,,,500,1.88,970.08
16279156877,41768,11/28/2023,131,1179,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Pre-Hubspot Contact,2,Low ,10.02204261v1,10,,2,1,,11/29/2023,,,,11,,,,,131,2.23,321.12
16270428731,41769,11/28/2023,200,2743.06,Direct,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Organic Search,1,Low ,10.02175888v3,10,,2,4,,11/29/2023,,,,17,,,,,200,2.54,548.64
