po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,total_intl_sku_cost,cost_per_sku,total_sku_cost
33209,11824881747,1/23/2023,120.0,1848.0,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,2,High Res Preview,55.02139392v4,55.0,0.0,114.0,4.0,,2023-02-03,,,,10.0,,,0.0,0.0,3.0,432.0
33210,11854286193,1/25/2023,200.0,1800.0,Distributor,Existing Business,,Closed and Won,,,WT Outbound,3,Low ,10.02140120v5,10.0,0.0,2.0,4.0,,2023-02-03,,,,17.0,,,0.0,0.0,2.54,548.64
33211,11937958490,1/30/2023,90.0,1304.1,Direct,Existing Business,,Closed and Won,Logged-In Design Request,,Paid Search,1,Low ,10.02140825v1,10.0,0.0,2.0,4.0,,2023-02-03,,,,8.0,,,0.0,0.0,2.83,305.64
33212,11994207823,2/2/2023,1200.0,11370.43,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,,10.02107863v4,10.0,0.0,2.0,4.0,,2023-02-04,,,,100.0,,,0.0,0.0,2.01,2436.12
33213,11413742485,12/20/2022,480.0,3465.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02139446v6,10.0,0.0,2.0,4.0,,2023-02-06,,,,40.0,,,0.0,0.0,2.54,1249.68
33214,11967356050,2/1/2023,321.0,2850.48,Distributor,Existing Business,,Closed and Won,,,Referrals,2,High Res Preview,55.02141333v2,55.0,0.0,114.0,4.0,,2023-02-03,,,,27.0,,,0.0,0.0,2.7,907.2
33215,12003324813,2/3/2023,120.0,990.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02124016v1,10.0,0.0,2.0,1.0,,2023-02-03,,,,10.0,,,0.0,0.0,2.23,294.36
33216,12003674944,2/3/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,,,Paid Search,1,,10.0291998v1,10.0,0.0,2.0,3.0,,2023-02-03,,,,5.0,,,0.0,0.0,2.85,205.2
33218,12003770946,2/3/2023,120.0,1400.4,Direct,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,1,,10.0277261v1,10.0,0.0,2.0,3.0,,2023-02-03,,,,10.0,,,0.0,0.0,2.72,359.04
33219,11949323054,1/31/2023,400.0,3112.0,Distributor,Existing Business,,Closed and Won,,,ESP Central,2,Low ,10.02140939v2,10.0,0.0,2.0,4.0,,2023-02-03,,,,34.0,,,0.0,0.0,2.54,1066.8
33220,11994705927,2/2/2023,200.0,1800.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02141785v1,10.0,0.0,2.0,4.0,,2023-02-03,,,,17.0,,,0.0,0.0,2.54,548.64
33221,11962678896,2/1/2023,204.0,1632.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.02141273v2,10.0,0.0,2.0,3.0,,2023-02-03,,,,18.0,,,0.0,0.0,2.85,684.0
33222,12003758259,2/3/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0229935v3,10.0,0.0,2.0,3.0,,2023-02-06,,,,5.0,,,0.0,0.0,2.85,205.2
33223,12003624341,2/3/2023,75.0,860.25,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0242049v1,10.0,0.0,2.0,3.0,,2023-02-03,,,,7.0,,,0.0,0.0,2.85,273.6
33224,11945762324,1/31/2023,0.0,8246.88,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Medium ,932141658v2,93.0,1200.0,120.0,10.0,44993.0,2023-02-06,Direct,existingbusiness,11945762324.0,100.0,1.2,0.0,1454.4,1440.0,,1440.0
33225,11580270668,1/4/2023,1100.0,7381.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,CommonSku,1,High Res Preview,10.02134670v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,92.0,,,0.0,0.0,2.01,2243.16
33226,11852263796,1/25/2023,250.0,2077.5,Distributor,Existing Business,,Closed and Won,,,WT Reorder,3,,10.02136582v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,21.0,,,0.0,0.0,2.54,670.56
33227,11720291157,1/16/2023,0.0,1322.38,Direct,New Business,,Closed and Won,Intake 3.0,,Paid Search,1,High Res Preview,932140752v1,93.0,120.0,120.0,10.0,44995.0,2023-02-13,Direct,newbusiness,11720291157.0,10.0,1.8,0.0,237.6,216.0,,216.0
33228,11997518265,2/2/2023,1000.0,11011.29,Direct,Existing Business,,Closed and Won,,,Client Referral,2,,10.0253818v1,10.0,0.0,2.0,4.0,,2023-02-04,,,,84.0,,,0.0,0.0,2.01,2050.2
33229,12007151705,2/3/2023,250.0,2015.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02117595v2,10.0,0.0,2.0,3.0,,2023-02-03,,,,21.0,,,0.0,0.0,2.54,670.56
33230,11663396907,1/11/2023,60.0,872.4,Direct,New Business,,Closed and Won,3D Builder,,Paid Search,2,High Res Preview,10.02135663v2,10.0,0.0,2.0,4.0,,2023-02-03,,,,5.0,,,0.0,0.0,2.83,203.76
33231,12007696724,2/3/2023,150.0,1350.0,Distributor,Existing Business,,Closed and Won,,,WT Outbound,2,,10.02102186v1,10.0,0.0,2.0,1.0,,2023-02-07,,,,13.0,,,0.0,0.0,1.96,329.28
33232,12007104687,2/3/2023,144.0,1296.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0226284v2,10.0,0.0,2.0,4.0,,2023-02-06,,,,12.0,,,0.0,0.0,2.54,396.24
33233,11852674155,1/25/2023,60.0,569.0,Wholesale,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,55.02134504v4,55.0,0.0,114.0,1.0,,2023-02-04,,,,5.0,,,0.0,0.0,2.56,184.32
33234,11967612726,2/1/2023,2600.0,14342.53,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.02141722v2,10.0,0.0,2.0,3.0,,2023-02-03,,,,217.0,,,0.0,0.0,1.72,4499.52
33235,12007580282,2/3/2023,400.0,3232.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,55.02116246v2,55.0,0.0,114.0,3.0,,2023-02-08,,,,34.0,,,0.0,0.0,2.62,1100.4
33236,11660436869,1/11/2023,500.0,3805.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High ,10.02142167v1,10.0,0.0,2.0,1.0,,2023-02-06,,,,42.0,,,0.0,0.0,1.96,1034.88
33237,11871434392,1/26/2023,300.0,0.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,Low ,10.02141973v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,25.0,,,0.0,0.0,2.54,792.48
33238,11964452154,2/1/2023,360.0,2800.8,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.0237554v1,10.0,0.0,2.0,1.0,,2023-02-06,,,,30.0,,,0.0,0.0,1.96,729.12
33239,9780899655,8/10/2022,350.0,2821.0,Distributor,Existing Business,,Closed and Won,,,SAGE,2,High Res Preview,10.02134529v2,10.0,0.0,2.0,3.0,,2023-02-06,,,,30.0,,,0.0,0.0,2.54,944.88
33240,12007212087,2/3/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02142092v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,10.0,,,0.0,0.0,2.72,359.04
33241,12009963040,2/3/2023,700.0,5054.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,WT Reorder,2,,10.02131729v2,10.0,0.0,2.0,4.0,,2023-02-04,,,,59.0,,,0.0,0.0,2.28,1641.6
33242,12007133791,2/3/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.02125517v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,10.0,,,0.0,0.0,2.72,359.04
33243,11875946291,1/26/2023,500.0,3790.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Low ,55.02138835v1,55.0,0.0,114.0,1.0,,2023-02-06,,,,42.0,,,0.0,0.0,1.96,1011.36
33244,12004736925,2/3/2023,1020.0,5997.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02142029v1,10.0,0.0,2.0,1.0,,2023-02-06,,,,85.0,,,0.0,0.0,1.79,1847.28
33246,11963583036,2/1/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,Low ,10.02141852v2,10.0,0.0,2.0,3.0,,2023-02-06,,,,5.0,,,0.0,0.0,2.85,205.2
33247,11721138736,1/16/2023,240.0,1934.4,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Medium ,10.02136538v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,20.0,,,0.0,0.0,2.54,640.08
33248,12007130151,2/3/2023,142.0,1045.12,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02142587v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,12.0,,,0.0,0.0,2.54,396.24
33249,12037138000,2/6/2023,120.0,0.0,Distributor,New Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.02124445v1,10.0,0.0,2.0,1.0,,2023-02-06,,,,10.0,,,0.0,0.0,2.23,294.36
33250,12007227778,2/3/2023,61.0,579.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02142253v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,6.0,,,0.0,0.0,2.85,239.4
33251,11192760700,12/2/2022,120.0,1858.8,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,10.02130615v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,10.0,,,0.0,0.0,2.85,410.4
33252,11873426764,1/26/2023,120.0,1110.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Organic Search,3,Low ,10.02141745v1,10.0,0.0,2.0,3.0,,2023-02-07,,,,10.0,,,0.0,0.0,2.72,359.04
33253,11806372117,1/22/2023,120.0,1400.4,Direct,New Business,,Closed and Won,Intake 3.0,,Pre-Hubspot Contact,2,Low ,10.02139223v2,10.0,0.0,2.0,1.0,,2023-02-09,,,,10.0,,,0.0,0.0,2.23,294.36
33255,12037394868,2/6/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0237439v1,10.0,0.0,2.0,1.0,,2023-02-06,,,,5.0,,,0.0,0.0,2.56,184.32
33256,11995724705,2/2/2023,1500.0,13470.0,Direct,New Business,,Closed and Won,,,Organic Search,2,Low ,10.02141938v1,10.0,0.0,2.0,1.0,,2023-02-06,,,,125.0,,,0.0,0.0,1.71,2585.52
33257,11976910923,2/1/2023,120.0,1392.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,4,High Res Preview,55.02141796v1,55.0,0.0,114.0,1.0,,2023-02-07,,,,10.0,,,0.0,0.0,2.56,368.64
33258,12038098840,2/6/2023,240.0,2148.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event Longer Than 1 Year Ago,1,,10.024991v2,10.0,0.0,2.0,1.0,,2023-02-06,,,,20.0,,,0.0,0.0,2.23,588.72
33259,12038748687,2/6/2023,144.0,1195.2,Distributor,Existing Business,,Closed and Won,,,Outbound,2,,44.02135982v1,44.0,0.0,21.0,3.0,,2023-02-06,,,,12.0,,,0.0,0.0,2.62,408.72
33260,11855055274,1/25/2023,0.0,2467.17,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,2,High Res Preview,932141827v1,93.0,240.0,120.0,10.0,44988.0,2023-02-07,Direct,newbusiness,11855055274.0,20.0,1.42,0.0,357.84,340.8,,340.8
33261,11995108099,2/2/2023,120.0,1673.8,Direct,Existing Business,,Closed and Won,,,Organic Search,1,,10.02141497v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,10.0,,,0.0,0.0,2.72,359.04
33262,11734770208,1/17/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02136901v1,10.0,0.0,2.0,4.0,,2023-02-08,,,,5.0,,,0.0,0.0,2.83,203.76
33263,12038845038,2/6/2023,250.0,2865.0,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,1,,10.02108840v5,10.0,0.0,2.0,1.0,,2023-02-08,,,,21.0,,,0.0,0.0,1.96,517.44
33264,12038956844,2/6/2023,250.0,2865.0,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,1,,10.02108840v3,10.0,0.0,2.0,1.0,,2023-02-06,,,,21.0,,,0.0,0.0,1.96,517.44
33265,11951543311,1/31/2023,500.0,5700.59,Direct,Existing Business,,Closed and Won,,,Direct Traffic,1,Medium ,10.02142203v1,10.0,0.0,2.0,1.0,,2023-02-06,,,,42.0,,,0.0,0.0,1.96,1011.36
33266,12039020320,2/6/2023,75.0,0.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,3,,10.03140569v1,10.0,0.0,2.0,1.0,,2023-02-06,,,,7.0,,,0.0,0.0,2.56,245.76
33267,11993718327,2/2/2023,285.0,2097.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Medium ,10.02142034v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,24.0,,,0.0,0.0,2.54,762.0
33268,11750569884,1/18/2023,310.0,2576.1,Distributor,Existing Business,,Closed and Won,Intake 3.0,,SAGE,2,High Res Preview,10.02137876v2,10.0,0.0,2.0,1.0,,2023-02-06,,,,26.0,,,0.0,0.0,1.96,635.04
33269,11997548905,2/2/2023,60.0,616.2,Direct,Existing Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02142091v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,5.0,,,0.0,0.0,2.85,205.2
33270,11966754100,2/1/2023,60.0,721.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.02132451v1,10.0,0.0,2.0,1.0,,2023-02-06,,,,5.0,,,0.0,0.0,2.56,184.32
33271,12006394790,2/3/2023,5000.0,26200.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,,10.02106965v1,10.0,0.0,2.0,1.0,,2023-02-06,,,,417.0,,,0.0,0.0,1.56,7824.96
33273,12040755337,2/6/2023,120.0,0.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event in the Past Year,2,,10.02130184v2,10.0,0.0,2.0,4.0,,2023-02-06,,,,10.0,,,0.0,0.0,2.83,407.52
33274,10196117100,9/15/2022,0.0,900.0,Distributor,Existing Business,,Closed and Won,,,SAGE,3,High Res Preview,932115040v4,93.0,125.0,120.0,10.0,44995.0,2023-02-08,Distributor,existingbusiness,10196117100.0,11.0,1.8,0.0,259.2,225.0,,225.0
33275,11983140969,2/1/2023,60.0,962.4,Direct,Existing Business,,Closed and Won,Logged-In Design Request,,Intake,1,Low ,10.02142992v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,5.0,,,0.0,0.0,2.85,205.2
33276,12005602354,2/3/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02142054v1,10.0,0.0,2.0,3.0,,2023-02-06,,,,5.0,,,0.0,0.0,2.85,205.2
33277,12040643963,2/6/2023,60.0,726.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,55.02143252v1,55.0,0.0,114.0,3.0,,2023-02-07,,,,5.0,,,0.0,0.0,2.93,210.96
33278,12040348284,2/6/2023,720.0,5306.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0242049v1,10.0,0.0,2.0,3.0,,2023-02-07,,,,60.0,,,0.0,0.0,2.54,1889.76
33279,12035519836,2/6/2023,120.0,1083.6,Distributor,Existing Business,,Closed and Won,,,Organic Search,4,,10.02142866v1,10.0,0.0,2.0,3.0,,2023-02-07,,,,10.0,,,0.0,0.0,2.72,359.04
33280,11852433285,1/25/2023,250.0,2045.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,High Res Preview,55.02139279v7,55.0,0.0,114.0,1.0,,2023-02-07,,,,21.0,,,0.0,0.0,1.96,517.44
33281,12040674627,2/6/2023,10000.0,49998.83,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02115170v2,10.0,0.0,2.0,3.0,,2023-02-07,,,,834.0,,,0.0,0.0,1.72,17234.4
33282,12049757009,2/7/2023,360.0,2710.8,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,,10.0211110v2,10.0,0.0,2.0,1.0,,2023-02-07,,,,30.0,,,0.0,0.0,1.96,729.12
33283,12003717177,2/3/2023,400.0,2892.0,Distributor,Existing Business,,Closed and Won,,,SAGE,1,Medium ,10.02143181v1,10.0,0.0,2.0,1.0,,2023-02-07,,,,34.0,,,0.0,0.0,1.96,823.2
33284,11963887726,2/1/2023,170.0,1897.08,Distributor,Existing Business,,Payment Pending,,,WT Strategic Partnerships,2,Low ,55.02132690v2,55.0,0.0,114.0,1.0,,2023-02-08,,,,15.0,,,0.0,0.0,1.96,376.32
33285,11829242989,1/24/2023,130.0,1647.1,Direct,New Business,,Closed and Won,Logged-In Design Request,,Paid Search,3,Medium ,10.02139925v5,10.0,0.0,2.0,3.0,,2023-02-07,,,,11.0,,,0.0,0.0,2.72,391.68
33286,11951735895,1/31/2023,60.0,962.4,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,Not Rated,10.02141550v2,10.0,0.0,2.0,1.0,,2023-02-07,,,,5.0,,,0.0,0.0,2.56,184.32
33287,12042978651,2/6/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Low ,10.02143211v2,10.0,0.0,2.0,3.0,,2023-02-07,,,,5.0,,,0.0,0.0,2.85,205.2
33288,11833383589,1/24/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,3D Builder,,Event Longer Than 1 Year Ago,1,High Res Preview,10.02143384v1,10.0,0.0,2.0,3.0,,2023-02-07,,,,5.0,,,0.0,0.0,2.85,205.2
33289,9896938581,8/22/2022,500.0,3735.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Event in the Past Year,2,Low ,10.02111116v1,10.0,0.0,2.0,1.0,,2023-02-07,,,,42.0,,,0.0,0.0,1.96,1011.36
33290,11673264176,1/12/2023,320.0,2784.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,Low ,10.02135810v5,10.0,0.0,2.0,1.0,,2023-02-07,,,,28.0,,,0.0,0.0,1.96,705.6
33291,12037451855,2/6/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,Revision Request,,Pre-Hubspot Contact,2,,10.02106072v2,10.0,0.0,2.0,1.0,,2023-02-07,,,,5.0,,,0.0,0.0,2.56,184.32
33292,12037388968,2/6/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,Revision Request,,Pre-Hubspot Contact,2,,10.02106075v2,10.0,0.0,2.0,1.0,,2023-02-07,,,,5.0,,,0.0,0.0,2.56,184.32
33293,11970668350,2/1/2023,120.0,1110.0,Distributor,Existing Business,,Closed and Won,Logged-In Design Request,,WT Strategic Partnerships,1,Low ,10.02141780v1,10.0,0.0,2.0,1.0,,2023-02-07,,,,10.0,,,0.0,0.0,2.23,294.36
33294,11893027446,1/27/2023,0.0,1801.25,Distributor,New Business,,Closed and Won,,,Event in the Past Year,2,,932138136v4,93.0,275.0,120.0,10.0,44995.0,2023-02-08,Distributor,newbusiness,11893027446.0,23.0,1.42,0.0,408.96,390.5,,390.5
33295,11349685887,12/14/2022,700.0,4809.0,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,10.02141761v1,10.0,0.0,2.0,4.0,,2023-02-07,,,,59.0,,,0.0,0.0,2.28,1641.6
33296,12036507732,2/6/2023,2000.0,13600.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02142820v1,10.0,0.0,2.0,1.0,,2023-02-07,,,,168.0,,,0.0,0.0,1.79,3651.6
33297,11661224002,1/11/2023,400.0,3012.0,Distributor,Existing Business,,Closed and Won,,,SAGE,3,Low ,10.02135648v2,10.0,0.0,2.0,3.0,,2023-02-13,,,,34.0,,,0.0,0.0,2.54,1066.8
33298,11992399930,2/2/2023,120.0,1152.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,High Res Preview,55.02141782v1,55.0,0.0,114.0,1.0,,2023-02-07,,,,10.0,,,0.0,0.0,2.23,294.36
33299,11770110030,1/19/2023,425.0,3611.5,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Event in the Past Year,1,Low ,55.02138371v1,55.0,0.0,114.0,3.0,,2023-02-07,,,,36.0,,,0.0,0.0,2.62,1171.68
33300,12053105458,2/7/2023,60.0,625.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,46.02131887v1,46.0,0.0,113.0,1.0,,2023-02-07,,,,5.0,,,0.0,0.0,2.56,184.32
33301,11992448852,2/2/2023,120.0,1346.4,Wholesale,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,,10.0271205v1,10.0,0.0,2.0,4.0,,2023-02-12,,,,10.0,,,0.0,0.0,2.83,407.52
33303,11769255727,1/19/2023,502.0,4330.36,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Not Rated,45.02138196v2,45.0,0.0,22.0,3.0,,2023-02-13,,,,42.0,,,0.0,0.0,2.62,1383.36
33304,11951795788,1/31/2023,250.0,3032.87,Direct,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,10.02142033v1,10.0,0.0,2.0,1.0,,2023-02-08,,,,21.0,,,0.0,0.0,1.96,517.44
33305,11995914909,2/2/2023,60.0,872.4,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02143545v3,10.0,0.0,2.0,3.0,,2023-02-07,,,,5.0,,,0.0,0.0,2.85,205.2
33306,11838380299,1/24/2023,450.0,4230.0,Distributor,Existing Business,,Closed and Won,,,WT Strategic Partnerships,1,Medium ,55.02139324v2,55.0,0.0,114.0,1.0,,2023-02-09,,,,39.0,,,0.0,0.0,1.96,987.8399999999999
33307,12054341918,2/7/2023,150.0,1350.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0297618v1,10.0,0.0,2.0,1.0,,2023-02-07,,,,13.0,,,0.0,0.0,1.96,329.28
33309,12005514497,2/3/2023,200.0,1600.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,10.02141929v1,10.0,0.0,2.0,1.0,,2023-02-07,,,,17.0,,,0.0,0.0,1.96,423.36
33310,11950613624,1/31/2023,64.0,734.08,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,2,Low ,10.02140751v1,10.0,0.0,2.0,3.0,,2023-02-07,,,,6.0,,,0.0,0.0,2.85,239.4
33311,12055334406,2/7/2023,3000.0,19050.0,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,10.02133324v1,10.0,0.0,2.0,3.0,,2023-02-10,,,,250.0,,,0.0,0.0,2.01,6078.24
33312,11750296442,1/18/2023,120.0,960.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Low ,10.02138050v2,10.0,0.0,2.0,1.0,,2023-02-07,,,,10.0,,,0.0,0.0,2.23,294.36
33313,11991563560,2/2/2023,525.0,3790.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,17.02142796v1,17.0,0.0,9.0,1.0,,2023-02-07,,,,44.0,,,0.0,0.0,1.96,1058.4
33314,11190560515,12/2/2022,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,WT Outbound,2,Low ,10.02130291v1,10.0,0.0,2.0,1.0,,2023-02-07,,,,5.0,,,0.0,0.0,2.56,184.32
33317,12059123810,2/7/2023,500.0,3560.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.02134696v1,10.0,0.0,2.0,3.0,,2023-02-07,,,,42.0,,,0.0,0.0,2.54,1310.64
33318,12059182986,2/7/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02124448v1,10.0,0.0,2.0,1.0,,2023-02-08,,,,10.0,,,0.0,0.0,2.23,294.36
33320,12005752644,2/3/2023,240.0,1826.4,Distributor,New Business,,Closed and Won,,,Client Referral,2,Low ,10.02142025v2,10.0,0.0,2.0,1.0,,2023-02-08,,,,20.0,,,0.0,0.0,1.96,493.92
33321,11752601488,1/18/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,High Res Preview,10.02138151v1,10.0,0.0,2.0,4.0,,2023-02-08,,,,5.0,,,0.0,0.0,2.83,203.76
33322,11992953463,2/2/2023,60.0,962.4,Direct,New Business,,Closed and Won,3D Builder,,Event Longer Than 1 Year Ago,1,High Res Preview,10.02143411v2,10.0,0.0,2.0,4.0,,2023-02-08,,,,5.0,,,0.0,0.0,2.83,203.76
33323,12068579332,2/8/2023,60.0,703.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02129799v2,10.0,0.0,2.0,1.0,,2023-02-08,,,,5.0,,,0.0,0.0,2.56,184.32
33324,12068841102,2/8/2023,360.0,4051.2,Direct,Existing Business,,Closed and Won,,,Client Referral,1,,12.02144153v1,12.0,0.0,4.0,3.0,,2023-02-09,,,,30.0,,,0.0,0.0,2.47,966.1200000000001
33325,11971319730,2/1/2023,480.0,3465.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,10.02142697v1,10.0,0.0,2.0,1.0,,2023-02-08,,,,40.0,,,0.0,0.0,1.96,964.32
33326,11850042670,1/25/2023,60.0,962.4,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,Not Rated,10.02142900v3,10.0,0.0,2.0,3.0,,2023-02-08,,,,5.0,,,0.0,0.0,2.85,205.2
33327,11962760601,2/1/2023,500.0,5195.0,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,Not Rated,10.02141956v4,10.0,0.0,2.0,3.0,,2023-02-17,,,,42.0,,,0.0,0.0,2.54,1310.64
33328,11851116886,1/25/2023,120.0,1520.4,Direct,New Business,,Closed and Won,Intake 3.0,,Paid Search,1,Low ,10.02140248v1,10.0,0.0,2.0,3.0,,2023-02-08,,,,10.0,,,0.0,0.0,2.72,359.04
33329,11973340928,2/1/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Low ,10.02142067v2,10.0,0.0,2.0,3.0,,2023-02-08,,,,5.0,,,0.0,0.0,2.85,205.2
33330,11646813728,1/10/2023,880.0,11015.52,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,2,High Res Preview,10.02140550v2,10.0,0.0,2.0,1.0,,2023-02-17,,,,74.0,,,0.0,0.0,1.96,1834.56
33331,11992996396,2/2/2023,300.0,2418.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02109751v3,10.0,0.0,2.0,4.0,,2023-02-09,,,,25.0,,,0.0,0.0,2.54,792.48
33332,11779382305,1/20/2023,800.0,5896.0,Distributor,New Business,,Closed and Won,,,Client Referral,3,Low ,10.02140490v2,10.0,0.0,2.0,1.0,,2023-02-08,,,,68.0,,,0.0,0.0,1.96,1646.4
