po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,total_intl_sku_cost,cost_per_sku,total_sku_cost
28959,9911449932,8/23/2022,240.0,2553.6,Direct,New Business,,Payment Pending,,,,2,High Res Preview,10.02111918v1,10.0,0.0,2.0,3.0,,2022-09-01,,,,20.0,,,0.0,0.0,2.58,681.12
28960,10018272325,9/1/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,,10.0273694v1,10.0,0.0,2.0,3.0,,2022-09-01,,,,5.0,,,0.0,0.0,3.66,263.52
28961,9994028612,8/30/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High ,10.02112505v1,10.0,0.0,2.0,3.0,,2022-09-01,,,,5.0,,,0.0,0.0,3.66,263.52
28962,9829670527,8/15/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,3,High Res Preview,10.02109907v1,10.0,0.0,2.0,4.0,,2022-09-01,,,,10.0,,,0.0,0.0,2.58,340.56
28963,9984732583,8/29/2022,144.0,1264.32,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,3,Not Rated,10.02112157v1,10.0,0.0,2.0,1.0,,2022-09-01,,,,12.0,,,0.0,0.0,1.96,305.76
28964,9761756333,8/8/2022,300.0,2415.0,Distributor,Existing Business,,Closed and Won,Revision Request,,Event in the Past Year,2,,46.02106829v4,46.0,0.0,113.0,1.0,,2022-09-01,,,,25.0,,,0.0,0.0,1.96,611.52
28966,9626187167,7/28/2022,200.0,2424.0,Direct,New Business,,Closed and Won,,,Direct Traffic,1,Medium ,10.02107425v3,10.0,0.0,2.0,1.0,,2022-09-02,,,,17.0,,,0.0,0.0,1.96,423.36
28967,9698567761,8/4/2022,480.0,4577.22,Direct,Existing Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02108262v1,10.0,0.0,2.0,1.0,,2022-09-01,,,,40.0,,,0.0,0.0,1.96,987.84
28968,10004834325,8/31/2022,300.0,3273.0,Direct,New Business,,Closed and Won,Intake 3.0,,Pre-Hubspot Contact,2,High Res Preview,10.02112491v1,10.0,0.0,2.0,1.0,,2022-09-01,,,,25.0,,,0.0,0.0,1.96,611.52
28969,10020834363,9/1/2022,240.0,2836.8,Direct,Existing Business,,Closed and Won,Portal Order,,Email Marketing,1,,10.0279637v1,10.0,0.0,2.0,3.0,,2022-09-01,,,,20.0,,,0.0,0.0,2.58,681.12
28970,10021179466,9/1/2022,120.0,663.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,CommonSku,3,,10.0291379v1,10.0,0.0,2.0,1.0,,2022-09-01,,,,10.0,,,0.0,0.0,2.23,294.36
28971,10021891978,9/1/2022,240.0,2896.8,Direct,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,2,,10.0290519v1,10.0,0.0,2.0,3.0,,2022-09-01,,,,20.0,,,0.0,0.0,2.58,681.12
28972,10020890235,9/1/2022,360.0,3704.4,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,1,,10.0273740v1,10.0,0.0,2.0,3.0,,2022-09-01,,,,30.0,,,0.0,0.0,2.41,896.52
28974,10022106902,9/1/2022,175.0,1946.0,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,10.0295793v9,10.0,0.0,2.0,3.0,,2022-09-01,,,,15.0,,,0.0,0.0,2.41,462.72
28975,10022098088,9/1/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event Longer Than 1 Year Ago,2,,10.0270149v1,10.0,0.0,2.0,3.0,,2022-09-01,,,,5.0,,,0.0,0.0,3.66,263.52
28976,10008564053,8/31/2022,2400.0,13272.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,3,,10.0262575v1,10.0,0.0,2.0,3.0,,2022-09-02,,,,200.0,,,0.0,0.0,1.62,3907.44
28977,10019639351,9/1/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.0250434v2,10.0,0.0,2.0,1.0,,2022-09-02,,,,10.0,,,0.0,0.0,2.23,294.36
28978,9944979371,8/26/2022,360.0,4832.26,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02112340v1,10.0,0.0,2.0,3.0,,2022-09-02,,,,30.0,,,0.0,0.0,2.58,1021.6800000000001
28979,9946862512,8/26/2022,120.0,963.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.02111995v1,10.0,0.0,2.0,3.0,,2022-09-06,,,,10.0,,,0.0,0.0,2.58,340.56
28980,10021195782,9/1/2022,240.0,1884.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,,10.02104431v2,10.0,0.0,2.0,3.0,,2022-09-01,,,,20.0,,,0.0,0.0,2.41,607.32
28981,9335429996,6/28/2022,120.0,1083.6,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Low ,10.02102883v1,10.0,0.0,2.0,4.0,,2022-09-01,,,,10.0,,,0.0,0.0,2.58,340.56
28982,9922968454,8/24/2022,150.0,2016.25,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02111475v2,10.0,0.0,2.0,4.0,,2022-09-01,,,,13.0,,,0.0,0.0,2.41,404.88
28983,10021287865,9/1/2022,200.0,1430.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.02109848v1,10.0,0.0,2.0,1.0,,2022-09-01,,,,17.0,,,0.0,0.0,1.96,423.36
28984,9157308426,6/10/2022,452.0,3684.12,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,High Res Preview,10.02100951v1,10.0,0.0,2.0,1.0,,2022-09-06,,,,38.0,,,0.0,0.0,1.96,940.8
28985,9974458995,8/29/2022,1440.0,10022.4,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.0271825v2,10.0,0.0,2.0,3.0,,2022-09-06,,,,120.0,,,0.0,0.0,2.41,3557.16
28986,10022669428,9/1/2022,100.0,1126.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02112744v1,10.0,0.0,2.0,4.0,,2022-09-01,,,,9.0,,,0.0,0.0,2.58,309.6
28987,10007840068,8/31/2022,130.0,1407.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,4,Low ,55.02112511v1,55.0,0.0,114.0,4.0,,2022-09-02,,,,11.0,,,0.0,0.0,2.75,396.0
28988,10007365743,8/31/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Not Rated,10.02112694v1,10.0,0.0,2.0,4.0,,2022-09-02,,,,5.0,,,0.0,0.0,2.58,185.76
28989,9921860878,8/24/2022,120.0,1201.2,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,High Res Preview,10.02111496v1,10.0,0.0,2.0,4.0,,2022-09-02,,,,10.0,,,0.0,0.0,2.58,371.52
28990,10024575149,9/1/2022,360.0,2728.8,Distributor,Existing Business,,Closed and Won,Reorder Button,,SAGE,1,,10.0290208v2,10.0,0.0,2.0,3.0,,2022-09-02,,,,30.0,,,0.0,0.0,2.41,896.52
28991,8357807795,3/25/2022,240.0,1884.0,Distributor,Existing Business,,Closed and Won,,,,2,Medium ,10.02111065v1,10.0,0.0,2.0,3.0,,2022-09-09,,,,20.0,,,0.0,0.0,2.41,607.32
28993,9992888608,8/30/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.0229935v3,10.0,0.0,2.0,4.0,,2022-09-02,,,,5.0,,,0.0,0.0,2.58,185.76
28994,9906800043,8/23/2022,240.0,2450.4,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,Organic Search,1,Low ,10.02112394v1,10.0,0.0,2.0,4.0,,2022-09-02,,,,20.0,,,0.0,0.0,2.41,607.32
28995,10031712001,9/2/2022,330.0,2590.5,Wholesale,Existing Business,,Closed and Won,,,Direct Traffic,2,,10.02107612v2,10.0,0.0,2.0,4.0,,2022-09-02,,,,28.0,,,0.0,0.0,2.41,838.68
28996,9828157594,8/15/2022,300.0,3273.0,Direct,Existing Business,,Closed and Won,Intake 3.0,,Direct Traffic,2,High Res Preview,10.02112528v1,10.0,0.0,2.0,4.0,,2022-09-02,,,,25.0,,,0.0,0.0,2.41,751.92
28997,10032906270,9/2/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,4,,10.0217319v1,10.0,0.0,2.0,3.0,,2022-09-02,,,,10.0,,,0.0,0.0,2.58,340.56
28998,9872832350,8/19/2022,168.0,1517.04,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02110822v1,10.0,0.0,2.0,4.0,,2022-09-09,,,,14.0,,,0.0,0.0,2.41,433.8
29000,10019607221,9/1/2022,630.0,4428.9,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,Not Rated,10.02112740v1,10.0,0.0,2.0,4.0,,2022-09-02,,,,53.0,,,0.0,0.0,2.16,1399.68
29001,10030790537,9/2/2022,150.0,1560.22,Distributor,Existing Business,,Closed and Won,,,CommonSku,4,,10.02105372v1,10.0,0.0,2.0,1.0,,2022-09-02,,,,13.0,,,0.0,0.0,1.96,329.28
29002,10033315359,9/2/2022,330.0,2590.5,Wholesale,Existing Business,,Closed and Won,,,Organic Search,2,,10.02107669v2,10.0,0.0,2.0,3.0,,2022-09-07,,,,28.0,,,0.0,0.0,2.41,838.68
29003,10033543801,9/2/2022,200.0,2735.71,Direct,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,2,,55.02102165v1,55.0,0.0,114.0,1.0,,2022-09-02,,,,17.0,,,0.0,0.0,1.96,423.36
29005,10021854818,9/1/2022,240.0,4588.8,Direct,Existing Business,,Closed and Won,Portal Order,,Paid Search,1,,55.02112647v1,55.0,0.0,114.0,1.0,,2022-09-06,,,,20.0,,,0.0,0.0,1.96,493.92
29006,9783816517,8/10/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,10.02112259v1,10.0,0.0,2.0,3.0,,2022-09-02,,,,5.0,,,0.0,0.0,3.66,263.52
29007,10034773121,9/2/2022,360.0,3686.4,Direct,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,2,,10.02105741v1,10.0,0.0,2.0,4.0,,2022-09-02,,,,30.0,,,0.0,0.0,2.41,896.52
29008,10036805161,9/2/2022,250.0,1962.5,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,10.02105031v1,10.0,0.0,2.0,1.0,,2022-09-06,,,,21.0,,,0.0,0.0,1.96,517.44
29010,8750966364,4/28/2022,500.0,3030.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,12.0293538v1,12.0,0.0,4.0,3.0,,2022-09-07,,,,42.0,,,0.0,0.0,2.16,1114.56
29011,9982617750,8/29/2022,360.0,2638.8,Distributor,Existing Business,,Closed and Won,,,SAGE,2,High Res Preview,10.02112190v1,10.0,0.0,2.0,4.0,,2022-09-02,,,,30.0,,,0.0,0.0,2.41,896.52
29012,9944164642,8/26/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.02107583v2,10.0,0.0,2.0,3.0,,2022-09-02,,,,5.0,,,0.0,0.0,3.66,263.52
29013,10033695047,9/2/2022,120.0,1083.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.0317446v1,10.0,0.0,2.0,3.0,,2022-09-05,,,,10.0,,,0.0,0.0,2.58,340.56
29014,9933788677,8/25/2022,2500.0,16075.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Low ,55.02111735v2,55.0,0.0,114.0,4.0,,2022-09-02,,,,209.0,,,0.0,0.0,1.79,4510.8
29015,9945584147,8/26/2022,400.0,2932.0,Distributor,Existing Business,,Closed and Won,,,SAGE,1,High Res Preview,10.02112006v1,10.0,0.0,2.0,4.0,,2022-09-02,,,,34.0,,,0.0,0.0,2.41,1012.2
29016,10020955957,9/1/2022,120.0,1053.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02112751v1,10.0,0.0,2.0,3.0,,2022-09-02,,,,10.0,,,0.0,0.0,2.58,340.56
29017,10018302275,9/1/2022,9700.0,49165.06,Distributor,Existing Business,,Closed and Won,,,SAGE,6,Low ,10.02112714v2,10.0,0.0,2.0,3.0,,2022-09-02,,,,809.0,,,0.0,0.0,1.62,15746.4
29018,10032020775,9/2/2022,1000.0,6640.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0257295v1,10.0,0.0,2.0,4.0,,2022-09-02,,,,84.0,,,0.0,0.0,1.91,1948.2
29019,9705491641,8/4/2022,480.0,3628.8,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,10.02107672v1,10.0,0.0,2.0,1.0,,2022-09-02,,,,40.0,,,0.0,0.0,1.96,987.84
29020,9922131528,8/24/2022,400.0,2712.0,Distributor,Existing Business,,Closed and Won,,,SAGE,3,High Res Preview,10.02111439v1,10.0,0.0,2.0,1.0,,2022-09-06,,,,34.0,,,0.0,0.0,1.96,823.2
29021,10031771576,9/2/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,CommonSku,2,High Res Preview,10.02112791v1,10.0,0.0,2.0,3.0,,2022-09-07,,,,5.0,,,0.0,0.0,3.66,263.52
29022,10034728981,9/2/2022,366.0,3040.45,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02112911v1,10.0,0.0,2.0,1.0,,2022-09-02,,,,32.0,,,0.0,0.0,1.96,799.68
29023,9994035011,8/30/2022,60.0,623.4,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,55.02112924v1,55.0,0.0,114.0,1.0,,2022-09-07,,,,5.0,,,0.0,0.0,2.56,184.32
29025,10020657705,9/1/2022,60.0,621.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.02112707v1,10.0,0.0,2.0,1.0,,2022-09-06,,,,5.0,,,0.0,0.0,2.56,184.32
29026,8180414645,3/9/2022,120.0,1947.92,Direct,Existing Business,,Closed and Won,,,,2,Low ,10.0284330v1,10.0,0.0,2.0,1.0,,2022-09-06,,,,10.0,,,0.0,0.0,2.56,368.64
29027,10080012845,9/5/2022,1200.0,10215.0,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,10.0222068v3,10.0,0.0,2.0,1.0,,2022-09-06,,,,100.0,,,0.0,0.0,1.71,2072.52
29029,9872046865,8/19/2022,250.0,2150.0,Distributor,New Business,,Closed and Won,Template Download,,Organic Search,1,High Res Preview,10.02111364v2,10.0,0.0,2.0,1.0,,2022-09-06,,,,22.0,,,0.0,0.0,2.56,636.48
29030,9992862360,8/30/2022,250.0,1962.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0248461v1,10.0,0.0,2.0,1.0,,2022-09-06,,,,21.0,,,0.0,0.0,1.96,517.44
29031,9700757106,8/4/2022,60.0,675.6,Distributor,New Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,Low ,10.02107788v1,10.0,0.0,2.0,4.0,,2022-09-06,,,,5.0,,,0.0,0.0,2.58,185.76
29032,9860605745,8/18/2022,0.0,1877.36,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,Not Rated,9102112810v1,910.0,248.0,25.0,5.0,44841.0,2022-09-06,Distributor,existingbusiness,9860605745.0,21.0,0.76,90.0,290.64,278.48,,278.48
29033,9907228067,8/23/2022,240.0,3477.6,Direct,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,10.02111190v1,10.0,0.0,2.0,4.0,,2022-09-07,,,,20.0,,,0.0,0.0,2.58,743.04
29034,9541420384,7/20/2022,120.0,1829.13,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0259463v1,10.0,0.0,2.0,3.0,,2022-09-06,,,,10.0,,,0.0,0.0,2.58,340.56
29035,10038143599,9/2/2022,240.0,1884.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Low ,10.02112985v1,10.0,0.0,2.0,1.0,,2022-09-07,,,,20.0,,,0.0,0.0,1.96,493.92
29036,9936506747,8/25/2022,200.0,1756.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0235364v4,10.0,0.0,2.0,1.0,,2022-09-08,,,,17.0,,,0.0,0.0,1.96,423.36
29037,7774359047,1/31/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,,4,High Res Preview,10.0275048v1,10.0,0.0,2.0,3.0,,2022-09-07,,,,5.0,,,0.0,0.0,3.66,263.52
29038,10066882924,9/5/2022,240.0,1884.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,,10.0218842v1,10.0,0.0,2.0,3.0,,2022-09-08,,,,20.0,,,0.0,0.0,2.41,607.32
29040,9975911949,8/29/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview,10.02111938v1,10.0,0.0,2.0,4.0,,2022-09-06,,,,5.0,,,0.0,0.0,2.58,185.76
29041,9932638842,8/25/2022,120.0,1484.4,Direct,New Business,,Closed and Won,Intake 3.0,,,2,High Res Preview,10.02111594v1,10.0,0.0,2.0,4.0,,2022-09-06,,,,10.0,,,0.0,0.0,2.58,340.56
29042,10024674078,9/1/2022,125.0,1097.5,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.0291067v1,10.0,0.0,2.0,4.0,,2022-09-06,,,,11.0,,,0.0,0.0,2.58,371.52
29043,9991584891,8/30/2022,60.0,612.6,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,High Res Preview,46.02112907v1,46.0,0.0,113.0,1.0,,2022-09-06,,,,5.0,,,0.0,0.0,2.56,184.32
29044,10033557110,9/2/2022,120.0,1291.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02112822v1,10.0,0.0,2.0,3.0,,2022-09-06,,,,10.0,,,0.0,0.0,3.66,527.04
29045,9992772437,8/30/2022,60.0,1066.21,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,Not Rated,55.02112361v1,55.0,0.0,114.0,3.0,,2022-09-07,,,,5.0,,,0.0,0.0,3.74,269.28
29046,9680510347,8/2/2022,240.0,1716.0,Distributor,New Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,10.02107892v1,10.0,0.0,2.0,3.0,,2022-09-06,,,,20.0,,,0.0,0.0,2.41,607.32
29047,10032452649,9/2/2022,120.0,1053.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02113034v1,10.0,0.0,2.0,3.0,,2022-09-06,,,,10.0,,,0.0,0.0,2.58,340.56
29048,9872213651,8/19/2022,144.0,1300.32,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.0249117v3,10.0,0.0,2.0,1.0,,2022-09-06,,,,12.0,,,0.0,0.0,1.96,305.76
29049,10034754070,9/2/2022,120.0,1454.4,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,Low ,10.02113041v1,10.0,0.0,2.0,3.0,,2022-09-06,,,,10.0,,,0.0,0.0,2.58,340.56
29050,9977261719,8/29/2022,120.0,1364.4,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,High Res Preview,10.02112338v1,10.0,0.0,2.0,3.0,,2022-09-06,,,,10.0,,,0.0,0.0,2.58,340.56
29051,10066812498,9/5/2022,240.0,1884.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.0273776v5,10.0,0.0,2.0,3.0,,2022-09-12,,,,20.0,,,0.0,0.0,2.41,607.32
29053,10034536092,9/2/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,Not Rated,10.02112961v4,10.0,0.0,2.0,4.0,,2022-09-06,,,,5.0,,,0.0,0.0,2.58,185.76
29054,9700466827,8/4/2022,300.0,3336.0,Direct,New Business,,Closed and Won,Template Download,,Direct Traffic,1,High Res Preview,10.02111763v1,10.0,0.0,2.0,3.0,,2022-09-06,,,,26.0,,,0.0,0.0,2.41,809.76
29055,9019930029,5/26/2022,240.0,2095.2,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Pre-Hubspot Contact,3,Low ,10.0498477v1,10.0,0.0,2.0,3.0,,2022-09-12,,,,20.0,,,0.0,0.0,2.58,681.12
29056,9134487382,6/8/2022,60.0,675.6,Distributor,New Business,,Closed and Won,Intake 3.0,,Event in the Past Year,3,High Res Preview,10.02100028v2,10.0,0.0,2.0,4.0,,2022-09-12,,,,5.0,,,0.0,0.0,2.58,185.76
29057,10084702249,9/6/2022,60.0,713.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,55.02112993v1,55.0,0.0,114.0,3.0,,2022-09-06,,,,5.0,,,0.0,0.0,3.74,269.28
29058,9650169525,7/30/2022,120.0,663.6,Distributor,Existing Business,,Closed and Won,Intake 2.0 Edward,,Event in the Past Year,2,High Res Preview,10.02107718v1,10.0,0.0,2.0,1.0,,2022-09-08,,,,10.0,,,0.0,0.0,2.23,294.36
29060,9994661280,8/30/2022,60.0,641.4,Distributor,New Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,Low ,55.02112721v3,55.0,0.0,114.0,1.0,,2022-09-07,,,,5.0,,,0.0,0.0,2.56,184.32
29061,10037142125,9/2/2022,60.0,1033.42,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02113026v1,10.0,0.0,2.0,4.0,,2022-09-06,,,,5.0,,,0.0,0.0,2.58,185.76
29062,10085938239,9/6/2022,500.0,5495.85,Direct,Existing Business,,Closed and Won,Portal Order,,EC Outbound,1,,10.0260927v2,10.0,0.0,2.0,1.0,,2022-09-13,,,,42.0,,,0.0,0.0,1.96,1034.88
29063,10084265614,9/6/2022,120.0,1053.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02113013v1,10.0,0.0,2.0,3.0,,2022-09-06,,,,10.0,,,0.0,0.0,2.58,340.56
29064,10088797109,9/6/2022,240.0,1884.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.0273777v5,10.0,0.0,2.0,3.0,,2022-09-15,,,,20.0,,,0.0,0.0,2.41,607.32
29065,10034733137,9/2/2022,500.0,3310.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Event in the Past Year,2,Low ,10.02112909v2,10.0,0.0,2.0,3.0,,2022-09-06,,,,42.0,,,0.0,0.0,2.41,1243.56
29066,10038033037,9/2/2022,101.0,1137.26,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02113126v1,10.0,0.0,2.0,4.0,,2022-09-06,,,,9.0,,,0.0,0.0,2.58,309.6
29067,10085460768,9/6/2022,240.0,1927.2,Distributor,New Business,,Closed and Won,,,WT Outbound,1,High Res Preview,10.02113117v1,10.0,0.0,2.0,3.0,,2022-09-09,,,,20.0,,,0.0,0.0,2.58,681.12
29068,10037696177,9/2/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,10.02112926v1,10.0,0.0,2.0,4.0,,2022-09-06,,,,5.0,,,0.0,0.0,2.58,185.76
29069,10033658016,9/2/2022,200.0,1626.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02113109v1,10.0,0.0,2.0,3.0,,2022-09-06,,,,17.0,,,0.0,0.0,2.41,520.56
29070,10086260814,9/6/2022,200.0,1806.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0288146v1,10.0,0.0,2.0,1.0,,2022-09-07,,,,17.0,,,0.0,0.0,1.96,423.36
29071,10031391810,9/2/2022,120.0,1454.4,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Medium ,10.02113159v1,10.0,0.0,2.0,3.0,,2022-09-06,,,,10.0,,,0.0,0.0,2.58,340.56
29073,10007505040,8/31/2022,300.0,2609.75,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02112476v1,10.0,0.0,2.0,3.0,,2022-09-07,,,,25.0,,,0.0,0.0,2.41,751.92
29074,10089013570,9/6/2022,60.0,1048.94,Direct,New Business,,Closed and Won,,,Client Referral,2,Low ,10.02113149v1,10.0,0.0,2.0,3.0,,2022-09-06,,,,5.0,,,0.0,0.0,3.66,263.52
29075,9802833236,8/12/2022,300.0,2145.0,Distributor,Existing Business,,Closed and Won,,,WT Strategic Partnerships,5,Not Rated,10.02109254v1,10.0,0.0,2.0,1.0,,2022-09-06,,,,25.0,,,0.0,0.0,1.96,611.52
29076,10037951246,9/2/2022,300.0,2244.0,Distributor,Existing Business,,Closed and Won,,,SAGE,3,,10.0226520v1,10.0,0.0,2.0,3.0,,2022-09-07,,,,25.0,,,0.0,0.0,2.41,751.92
29078,10099176253,9/7/2022,330.0,2590.5,Distributor,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,10.02107691v1,10.0,0.0,2.0,1.0,,2022-09-07,,,,28.0,,,0.0,0.0,1.96,682.08
29079,9339533902,6/28/2022,120.0,1291.2,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,10.02103281v1,10.0,0.0,2.0,1.0,,2022-09-19,,,,10.0,,,0.0,0.0,2.56,368.64
29080,9934229313,8/25/2022,240.0,2450.4,Direct,New Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,Low ,10.02111922v3,10.0,0.0,2.0,1.0,,2022-09-08,,,,20.0,,,0.0,0.0,1.96,493.92
29081,9982589338,8/29/2022,120.0,1454.4,Direct,New Business,,Closed and Won,,,Direct Traffic,2,Low ,10.02112188v2,10.0,0.0,2.0,3.0,,2022-09-07,,,,10.0,,,0.0,0.0,2.58,340.56
29082,10085834330,9/6/2022,500.0,3515.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,10.0286396v1,10.0,0.0,2.0,1.0,,2022-09-07,,,,42.0,,,0.0,0.0,1.96,1011.36
29083,10099530889,9/7/2022,200.0,2424.0,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,10.0285102v2,10.0,0.0,2.0,3.0,,2022-09-07,,,,17.0,,,0.0,0.0,2.41,520.56
29084,10090902529,9/6/2022,400.0,3274.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02113241v2,10.0,0.0,2.0,3.0,,2022-09-15,,,,34.0,,,0.0,0.0,2.41,1041.12
29085,10101543711,9/7/2022,720.0,4780.8,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.0242508v1,10.0,0.0,2.0,1.0,,2022-09-23,,,,60.0,,,0.0,0.0,1.79,1310.28
29086,9667240214,8/1/2022,240.0,2678.4,Direct,New Business,,Closed and Won,,,Organic Search,3,,10.02105558v2,10.0,0.0,2.0,3.0,,2022-09-07,,,,20.0,,,0.0,0.0,2.41,607.32
29087,10100737179,9/7/2022,10000.0,53023.05,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,,10.0282301v4,10.0,0.0,2.0,1.0,,2022-10-13,,,,834.0,,,0.0,0.0,1.52,15230.4
