amount_in_company_currency_mean,amount_in_company_currency_max,amount_in_company_currency_min,amount_in_company_currency_sum,amount_in_company_currency_std,total_deal_quantity_mean,total_deal_quantity_max,total_deal_quantity_min,total_deal_quantity_sum,total_deal_quantity_std,total_sku_cost_mean,total_sku_cost_max,total_sku_cost_min,total_sku_cost_sum,total_sku_cost_std,gross_margin_mean,gross_margin_max,gross_margin_min,gross_margin_sum,gross_margin_std,amount_in_company_currency_mean,amount_in_company_currency_max,amount_in_company_currency_min,amount_in_company_currency_sum,amount_in_company_currency_std,total_deal_quantity_mean,total_deal_quantity_max,total_deal_quantity_min,total_deal_quantity_sum,total_deal_quantity_std,total_sku_cost_mean,total_sku_cost_max,total_sku_cost_min,total_sku_cost_sum,total_sku_cost_std,gross_margin_mean,gross_margin_max,gross_margin_min,gross_margin_sum,gross_margin_std,amount_in_company_currency_mean,amount_in_company_currency_max,amount_in_company_currency_min,amount_in_company_currency_sum,amount_in_company_currency_std,total_deal_quantity_mean,total_deal_quantity_max,total_deal_quantity_min,total_deal_quantity_sum,total_deal_quantity_std,total_sku_cost_mean,total_sku_cost_max,total_sku_cost_min,total_sku_cost_sum,total_sku_cost_std,gross_margin_mean,gross_margin_max,gross_margin_min,gross_margin_sum,gross_margin_std,amount_in_company_currency_mean,amount_in_company_currency_max,amount_in_company_currency_min,amount_in_company_currency_sum,amount_in_company_currency_std,total_deal_quantity_mean,total_deal_quantity_max,total_deal_quantity_min,total_deal_quantity_sum,total_deal_quantity_std,total_sku_cost_mean,total_sku_cost_max,total_sku_cost_min,total_sku_cost_sum,total_sku_cost_std,gross_margin_mean,gross_margin_max,gross_margin_min,gross_margin_sum,gross_margin_std,amount_in_company_currency_mean,amount_in_company_currency_max,amount_in_company_currency_min,amount_in_company_currency_sum,amount_in_company_currency_std,total_deal_quantity_mean,total_deal_quantity_max,total_deal_quantity_min,total_deal_quantity_sum,total_deal_quantity_std,total_sku_cost_mean,total_sku_cost_max,total_sku_cost_min,total_sku_cost_sum,total_sku_cost_std,gross_margin_mean,gross_margin_max,gross_margin_min,gross_margin_sum,gross_margin_std,amount_in_company_currency_mean,amount_in_company_currency_max,amount_in_company_currency_min,amount_in_company_currency_sum,amount_in_company_currency_std,total_deal_quantity_mean,total_deal_quantity_max,total_deal_quantity_min,total_deal_quantity_sum,total_deal_quantity_std,total_sku_cost_mean,total_sku_cost_max,total_sku_cost_min,total_sku_cost_sum,total_sku_cost_std,gross_margin_mean,gross_margin_max,gross_margin_min,gross_margin_sum,gross_margin_std,amount_in_company_currency_mean,amount_in_company_currency_max,amount_in_company_currency_min,amount_in_company_currency_sum,amount_in_company_currency_std,total_deal_quantity_mean,total_deal_quantity_max,total_deal_quantity_min,total_deal_quantity_sum,total_deal_quantity_std,total_sku_cost_mean,total_sku_cost_max,total_sku_cost_min,total_sku_cost_sum,total_sku_cost_std,gross_margin_mean,gross_margin_max,gross_margin_min,gross_margin_sum,gross_margin_std,amount_in_company_currency_mean,amount_in_company_currency_max,amount_in_company_currency_min,amount_in_company_currency_sum,amount_in_company_currency_std,total_deal_quantity_mean,total_deal_quantity_max,total_deal_quantity_min,total_deal_quantity_sum,total_deal_quantity_std,total_sku_cost_mean,total_sku_cost_max,total_sku_cost_min,total_sku_cost_sum,total_sku_cost_std,gross_margin_mean,gross_margin_max,gross_margin_min,gross_margin_sum,gross_margin_std
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3053.9956655290102,22970.43,0.0,894820.73,3098.789160605303,11.331058020477816,800.0,0.0,3320.0,72.82886882847806,25.121774744027306,1640.16,0.0,7360.68,157.7604846338524,inf,inf,2.6106770833333335,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5784.040238095238,67825.0,0.0,242929.69,11340.782895133332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3397.3824999999997,9250.0,0.0,81537.18,2112.410480820533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2844.6779798298144,151035.11,-200.0,18052326.46,5164.585664876367,354.1088703324405,25085.0,16.0,2247529.0,902.9613209563167,709.153659996849,43086.72,114.48,4500998.28,1435.1783931827335,4.108920005192575,19.803064275037368,-0.47241118669690096,26075.20635295208,1.1057480779905984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2716.5981756180736,101574.25,0.0,3186569.66,4570.465885572982,339.96078431372547,22500.0,0.0,398774.0,870.4355722806447,759.7556010230179,35156.159999999996,0.0,891193.32,1432.2980027383287,inf,inf,0.0,inf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,240.0,240.0,240.0,240.0,,468.72,468.72,468.72,468.72,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736.219597156398,54488.8,0.0,3464054.01,4106.638069047919,341.0434439178515,10000.0,0.0,431761.0,659.5003490250012,776.6137440758293,17234.4,0.0,983193.0,1195.5513062652105,inf,inf,0.0,inf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2835.719272061166,79234.12,-94.8,17802645.59,4126.608751467703,354.79949036470776,10000.0,16.0,2227786.0,651.5705588376863,849.5201720019112,17234.4,122.76,5334137.16,1180.8766668037097,3.319449746849366,12.699170124481329,-0.4140461215932914,20839.50551072032,0.8508290553101735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2786.8081932495033,65565.0,0.0,4210867.18,4372.169443125714,341.5400397088021,15500.0,0.0,516067.0,761.2643497174463,763.707637326274,23584.32,0.0,1153962.24,1272.555241049399,inf,inf,0.0,inf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.6970451596158,52400.0,-1e-13,7585389.715,2542.564207171586,220.96729820918765,10000.0,20.0,851387.0,393.1074830361252,572.4821905009084,17134.2,108.0,2205773.88,742.701732098195,3.5020853674574455,13.67364662742449,-5.383290267011198e-16,13493.534920813538,0.8165736731443535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2718.661960641399,67825.0,0.0,3730004.21,4057.018745347425,314.59620991253644,10000.0,0.0,431626.0,569.2268921772293,712.3244606413995,15649.92,0.0,977309.16,1003.72333917412,inf,inf,0.0,inf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4916.164696969697,67825.0,0.0,324466.87,9167.480601270528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655.4450801393727,137620.0,0.0,3810563.69,4893.886385403965,311.9066202090592,20000.0,0.0,447586.0,705.4001769805385,702.5504947735192,30460.8,0.0,1008159.96,1160.8892725928529,inf,inf,0.0,inf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.6,933.6,933.6,933.6,,120.0,120.0,120.0,120.0,,340.56,340.56,340.56,340.56,,2.7413671599718112,2.7413671599718112,2.7413671599718112,2.7413671599718112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4134.069657534247,96543.7,0.0,603574.17,8842.452482841252,557.5850340136054,20135.0,0.0,81965.0,1758.4241265450098,1130.8,30624.96,0.0,166227.6,2734.6847029258124,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220.589203099059,52427.0,0.0,8025209.38,2883.0177051555625,240.24626452684006,10300.0,0.0,868250.0,441.3690031733529,578.0264858882125,17134.2,0.0,2088987.72,782.0535580478086,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.4776470588238,9508.19,830.4,66588.24,1805.000082068426,195.52941176470588,1200.0,60.0,6648.0,255.21675105256182,479.48470588235296,2314.92,184.32,16302.48,483.9515388475804,4.337485417744925,5.871182757810665,2.8845463680735,147.47450420332746,0.6789483343567141,,,,,,,,,,,,,,,,,,,,,1998.4942105263158,9508.19,830.4,75942.78,1705.914198147507,196.26315789473685,1200.0,60.0,7458.0,240.71533981487474,479.11263157894734,2314.92,184.32,18206.28,457.13246195306016,4.410741445986226,6.320547862001944,2.8845463680735,167.6081749474766,0.7507808590219432,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2561.5144227188084,79234.12,0.0,11004265.96,3824.5700546740286,300.19832402234636,15000.0,0.0,1289652.0,612.8329021956055,687.2893575418994,22818.24,0.0,2952595.08,1042.392145821329,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3067.4984567901233,60910.0,0.0,1987739.0,4422.243332219823,355.7237654320988,12000.0,0.0,230509.0,735.0955163561695,800.4898148148148,18151.92,0.0,518717.4,1286.1563925085823,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510.8277939747327,42672.5,0.0,2583641.8,3519.0831632782115,317.1098153547133,8450.0,0.0,326306.0,578.9495356048799,708.566997084548,13744.08,0.0,729115.44,981.4747507011241,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.6,1155.6,1083.6,2239.2,50.91168824543142,120.0,120.0,120.0,240.0,0.0,351.78,363.0,340.56,703.56,15.867476169826105,3.1826446280991734,3.183471074380165,3.1818181818181817,6.365289256198347,0.001168771539151283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4158.22,4158.22,4158.22,4158.22,,360.0,360.0,360.0,360.0,,1021.6800000000001,1021.6800000000001,1021.6800000000001,1021.6800000000001,,4.069982773471145,4.069982773471145,4.069982773471145,4.069982773471145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315.6304347826085,24312.52,175.0,53259.5,4847.746075945059,246.2173913043478,2654.0,0.0,5663.0,535.1995342878918,571.0173913043478,4596.48,0.0,13133.4,917.1568333676008,inf,inf,2.5068306010928962,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2605.454553837002,137620.0,0.0,8759538.21,4478.802434682723,345.79446757882215,20000.0,0.0,1162561.0,721.8631924428055,764.8549434860201,30460.8,0.0,2571442.32,1216.2081657578474,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156.8049593495934,47937.34,0.0,530574.02,3581.9487322380583,263.7439024390244,8100.0,0.0,64881.0,584.995031780242,624.1614634146341,13141.44,0.0,153543.72,1007.027466692014,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710.9610968379448,27510.0,0.0,2743492.63,2949.141167610704,255.38735177865613,5250.0,0.0,258452.0,389.1043256244865,612.3613043478261,8218.08,0.0,619709.64,708.4914979895797,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.6654545454546,2475.9,653.5,17255.32,533.0578398140982,186.54545454545453,310.0,65.0,2052.0,74.60745758483348,473.2145454545455,911.76,215.04,5205.360000000001,197.31934909499557,3.394976247943718,4.232804232804233,2.7155172413793105,37.3447387273809,0.48016934138158934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100.55,17471.4,1334.4,24301.65,8377.889878573244,696.6666666666666,1470.0,120.0,2090.0,696.1561127601576,1564.92,3365.52,294.36,4694.76,1602.7204177897029,5.011711074154107,5.310615723562152,4.533224622910722,15.03513322246232,0.4186543305709745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.6575,18278.0,409.2,62677.04,3194.2009345354427,240.9375,2600.0,30.0,7710.0,455.8975505669045,628.5675,6128.64,152.64,20114.16,1072.7986520612878,3.175369631526135,4.235618597320725,2.5350877192982453,101.61182820883631,0.41586017738092645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2702.0168113879004,60910.0,0.0,3796333.62,3832.7100364458825,304.21281138790033,12000.0,0.0,427419.0,603.8571068835382,696.4017651245551,18151.92,0.0,978444.48,1027.4907684496739,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2253.634863258026,53080.27,0.0,1895306.92,3455.7607835373988,280.53444180522564,10000.0,0.0,236210.0,594.9484489915219,658.8562945368171,15230.4,0.0,554757.0,1013.0753384999852,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2592.777730923695,151035.11,0.0,2582406.62,5836.875762035517,342.18172690763055,25085.0,0.0,340813.0,971.1334216888206,757.2477108433735,43086.72,0.0,754218.72,1711.4614768866745,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306.8966666666665,3843.38,1309.2,6920.69,1350.272332617881,79.33333333333333,120.0,0.0,238.0,68.71195917257296,221.0,368.64,0.0,663.0,194.96186704071133,inf,inf,3.551432291666667,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.61,1088.61,1088.61,1088.61,,65.0,65.0,65.0,65.0,,215.04,215.04,215.04,215.04,,5.062360491071428,5.062360491071428,5.062360491071428,5.062360491071428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029.3742613636364,20475.59,0.0,714339.74,2010.3856212240796,170.01704545454547,1400.0,0.0,59846.0,207.92330863259966,441.2492045454546,3636.96,0.0,155319.72,440.07573357223134,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.2846153846153,3877.2,0.0,14303.7,1210.885400472284,97.6923076923077,360.0,0.0,1270.0,112.40950776467903,270.3692307692308,729.12,0.0,3514.8,234.00450488760322,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810.4666666666665,2908.0,623.4,5431.4,1144.9285800142004,153.33333333333334,200.0,60.0,460.0,80.82903768654761,555.84,864.0,184.32,1667.52,344.24132930256934,3.2721258837568192,3.3821614583333335,3.0684754521963824,9.816377651270457,0.17655745154942615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3219.835257731959,23880.0,438.0,312324.02,3769.0802817849044,379.0927835051546,3000.0,60.0,36772.0,530.6449119246753,850.3014432989692,4879.44,151.2,82479.24,929.4865192686025,3.845990737124687,5.988075371992769,0.3960503472222222,373.06110150109464,0.9984306546958993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2718.574434931507,39220.99,0.0,4762942.41,3062.8378845759403,242.39840182648402,5000.0,0.0,424682.0,375.3071400988919,584.1735616438356,8125.92,0.0,1023472.08,695.2355182236852,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2444.9733333333334,9912.0,963.6,22004.76,2894.0332987718025,287.3333333333333,1200.0,60.0,2586.0,359.0292467195396,685.8666666666667,2314.92,269.28,6172.8,668.9465416608415,3.346366888326058,4.281789435488052,2.7963688879719415,30.117301994934525,0.5121376006735566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477.545125628141,27214.29,0.0,986062.96,3155.866746850929,241.71608040201005,5000.0,0.0,96203.0,443.7518905258922,569.1898492462311,8627.52,0.0,226537.56,794.0861207445773,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2647.9725702576116,101574.25,-1e-13,9045474.3,4319.600563135684,338.43237704918033,22500.0,0.0,1156085.0,755.2942432997014,753.4570608899297,35156.159999999996,0.0,2573809.32,1253.6524725652584,inf,inf,-5.383290267011198e-16,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682.3141588785047,32830.98,-1e-14,574015.23,3049.2760340331006,252.51869158878506,5404.0,0.0,54039.0,430.7156367522324,606.3964485981309,8716.8,0.0,129768.84,768.425871150884,inf,inf,-6.41025641025641e-17,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2982.591840317101,96543.7,0.0,2633628.595,6302.128024256532,418.1268403171008,20135.0,0.0,369206.0,1189.6565482163985,900.0744733861835,30624.96,0.0,794765.76,1952.1107174267352,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062.625,2865.0,764.5,8250.5,1011.0652282782419,187.5,250.0,50.0,750.0,94.64847243000456,484.38,670.56,228.96,1937.52,184.66575643578315,4.130430910503094,5.536873840445269,3.339011180992313,16.521723642012375,1.032454383304532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2227.153490566038,17982.8,0.0,236078.27,2342.330841545108,285.6320754716981,3356.0,0.0,30277.0,401.68941628059076,683.557358490566,6463.44,0.0,72457.08,770.9332391086014,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3299.2334905660377,26902.35,-62.5,349718.75,4167.489966528794,461.0377358490566,4695.0,0.0,48870.0,703.2243281523336,999.9837735849056,8064.36,0.0,105998.28,1291.858866568748,inf,inf,-0.09823337105494782,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.917844827586,17580.0,0.0,257394.47,2710.8805615762267,261.3103448275862,2750.0,0.0,30312.0,400.7708097890994,584.408275862069,4435.2,0.0,67791.36,707.1783167149458,inf,inf,2.2334229390681,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3399.5150000000003,6460.0,1431.3,13598.060000000001,2376.1950177191547,445.5,1000.0,130.0,1782.0,407.23580392691406,1061.79,2050.2,547.2,4247.16,693.3517367108846,3.0944734151945985,3.9606137909709336,2.3277712724434036,12.377893660778394,0.6746639330090425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193.2247276688454,27214.29,0.0,1006690.15,2540.42842793673,184.78213507625273,2800.0,0.0,84815.0,292.4018374212263,466.5563398692811,5692.32,0.0,214149.36000000002,563.8518578527891,inf,inf,0.0,inf,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3812.03,3812.03,3812.03,3812.03,,360.0,360.0,360.0,360.0,,896.52,896.52,896.52,896.52,,4.252030071833311,4.252030071833311,4.252030071833311,4.252030071833311,,,,,,,,,,,,,,,,,,,,,
