po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,total_intl_sku_cost,cost_per_sku,total_sku_cost,gross_margin
23666,7411371306,1/4/2022,120.0,1057.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,,1,,10.0231138v1,10.0,0.0,2.0,1.0,,2022-01-04,,,,10.0,,,0.0,0.0,2.23,294.36,0.7215664018161181
23667,7266931795,12/16/2021,8450.0,42672.5,Distributor,New Business,,Closed and Won,,,,1,Not Rated,10.0269791v2,10.0,0.0,2.0,3.0,,2022-01-11,,,,705.0,,,0.0,0.0,1.62,13744.08,0.6779171597633136
23670,7413142021,1/4/2022,300.0,2082.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0247304v1,10.0,0.0,2.0,3.0,,2022-01-04,,,,26.0,,,0.0,0.0,2.41,809.76,0.6110662824207492
23671,6708522764,10/20/2021,60.0,881.37,Direct,Existing Business,,Closed and Won,,,,1,,10.0258409v1,10.0,0.0,2.0,1.0,,2022-01-04,,,,5.0,,,0.0,0.0,2.56,184.32,0.790871030327785
23673,7413916944,1/4/2022,1200.0,7008.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,3,,10.0220391v2,10.0,0.0,2.0,1.0,,2022-01-04,,,,100.0,,,0.0,0.0,1.71,2072.52,0.7042636986301369
23674,7413810268,1/4/2022,120.0,1027.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,4,,10.0247327v1,10.0,0.0,2.0,4.0,,2022-01-14,,,,10.0,,,0.0,0.0,2.58,340.56,0.6684579439252337
23675,7413801739,1/4/2022,60.0,570.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,,3,,10.0218569v2,10.0,0.0,2.0,1.0,,2022-01-04,,,,5.0,,,0.0,0.0,2.56,184.32,0.6766315789473685
23676,7310237345,12/21/2021,75.0,825.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0269435v1,10.0,0.0,2.0,1.0,,2022-01-04,,,,7.0,,,0.0,0.0,2.56,245.76,0.7021090909090909
23677,7212939158,12/10/2021,63.0,693.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,Not Rated,10.0268460v1,10.0,0.0,2.0,1.0,,2022-01-05,,,,6.0,,,0.0,0.0,2.56,215.04,0.6896969696969697
23678,7001057910,11/24/2021,500.0,3440.0,Distributor,New Business,,Closed and Won,,,,2,Low ,40.0268737v1,40.0,0.0,18.0,1.0,,2022-01-05,,,,42.0,,,0.0,0.0,1.96,1034.88,0.6991627906976744
23679,6222625072,9/15/2021,60.0,832.2,Direct,New Business,,Closed and Won,Intake 2.0 Jacob,,,2,Medium ,17.0250994v3,17.0,0.0,9.0,1.0,,2022-01-18,,,,5.0,,,0.0,0.0,2.56,184.32,0.7785147801009373
23680,7414563651,1/4/2022,60.0,660.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.0262795v1,10.0,0.0,2.0,3.0,,2022-01-05,,,,5.0,,,0.0,0.0,3.66,263.52,0.6007272727272728
23681,7249409043,12/14/2021,1002.0,6569.65,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Pre-Hubspot Contact,2,High Res Preview,10.0268679v2,10.0,0.0,2.0,3.0,,2022-01-05,,,,84.0,,,0.0,0.0,1.91,1948.2,0.703454521930392
23682,7415368994,1/4/2022,120.0,1446.0,Direct,Existing Business,,Closed and Won,Reorder Button,,,2,,10.0258092v3,10.0,0.0,2.0,1.0,,2022-01-04,,,,10.0,,,0.0,0.0,2.23,294.36,0.7964315352697094
23683,7374217225,12/30/2021,60.0,558.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated,10.0270012v1,10.0,0.0,2.0,3.0,,2022-01-05,,,,5.0,,,0.0,0.0,3.66,263.52,0.527741935483871
23684,7364556082,12/29/2021,120.0,907.2,Distributor,Existing Business,,Closed and Won,,,,4,High Res Preview,10.0269935v1,10.0,0.0,2.0,3.0,,2022-01-06,,,,10.0,,,0.0,0.0,2.58,340.56,0.6246031746031747
23687,7264080394,12/16/2021,150.0,2002.17,Direct,Existing Business,,Closed and Won,,,Email Marketing,3,Not Rated,10.0235627v2,10.0,0.0,2.0,4.0,,2022-01-05,,,,13.0,,,0.0,0.0,2.41,404.88,0.7977794093408651
23688,7402035260,1/3/2022,60.0,660.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,40.0270081v2,40.0,0.0,18.0,1.0,,2022-01-05,,,,5.0,,,0.0,0.0,2.56,184.32,0.7207272727272728
23689,7365208869,12/29/2021,120.0,1296.0,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,,1,Not Rated,10.0269882v4,10.0,0.0,2.0,3.0,,2022-01-05,,,,10.0,,,0.0,0.0,2.58,340.56,0.7372222222222222
23690,7246241396,12/14/2021,300.0,3497.67,Direct,Existing Business,,Closed and Won,,,,1,,10.0267591v5,10.0,0.0,2.0,3.0,,2022-01-05,,,,25.0,,,0.0,0.0,2.41,751.92,0.7850226007599345
23691,7373361307,12/30/2021,500.0,7060.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated,10.0270038v1,10.0,0.0,2.0,3.0,,2022-01-05,,,,42.0,,,0.0,0.0,2.41,1243.56,0.82385835694051
23692,7186187138,12/7/2021,240.0,1833.6,Wholesale,Existing Business,,Closed and Won,,,,1,Not Rated,10.0267904v1,10.0,0.0,2.0,1.0,,2022-01-05,,,,20.0,,,0.0,0.0,1.96,493.92,0.7306282722513089
23693,7420402212,1/5/2022,2528.0,14024.33,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0227001v1,10.0,0.0,2.0,3.0,,2022-01-05,,,,211.0,,,0.0,0.0,1.62,4121.28,0.7061335550432711
23694,7328725676,12/23/2021,305.0,2330.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,40.0269805v1,40.0,0.0,18.0,3.0,,2022-01-05,,,,26.0,,,0.0,0.0,2.49,806.76,0.6537807913483821
23695,7420463726,1/5/2022,60.0,630.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0227001v1,10.0,0.0,2.0,3.0,,2022-01-05,,,,5.0,,,0.0,0.0,3.66,263.52,0.5817142857142857
23696,7415157138,1/4/2022,120.0,1575.82,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview,10.0270244v2,10.0,0.0,2.0,1.0,,2022-01-05,,,,10.0,,,0.0,0.0,2.23,294.36,0.8132020154586185
23697,7422876204,1/5/2022,960.0,6556.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.0234631v2,10.0,0.0,2.0,1.0,,2022-01-05,,,,80.0,,,0.0,0.0,1.96,1928.64,0.7058565153733528
23698,7415235956,1/4/2022,194.0,1466.64,Distributor,Existing Business,,Closed and Won,Intake 2.0 Edward,,,1,Not Rated,10.0270301v1,10.0,0.0,2.0,1.0,,2022-01-05,,,,17.0,,,0.0,0.0,1.96,423.36,0.7113402061855671
23699,7403473721,1/3/2022,480.0,3331.2,Distributor,Existing Business,,Closed and Won,,,,2,Low ,10.0270149v1,10.0,0.0,2.0,3.0,,2022-01-06,,,,40.0,,,0.0,0.0,2.41,1214.64,0.6353746397694523
23700,7414271100,1/4/2022,500.0,3549.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,,10.0170346v1,10.0,0.0,2.0,1.0,,2022-01-05,,,,43.0,,,0.0,0.0,1.96,1058.4,0.7017751479289941
23701,7059472929,12/1/2021,255.0,1769.7,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0266977v1,10.0,0.0,2.0,1.0,,2022-01-05,,,,22.0,,,0.0,0.0,1.96,540.96,0.6943210713680285
23702,7235139351,12/13/2021,250.0,1910.0,Distributor,New Business,,Closed and Won,,,,2,High Res Preview,10.0268498v1,10.0,0.0,2.0,1.0,,2022-01-05,,,,21.0,,,0.0,0.0,1.96,517.44,0.729089005235602
23703,7415580986,1/4/2022,60.0,660.0,Distributor,Existing Business,,Closed and Won,,,,2,High Res Preview,10.0270352v1,10.0,0.0,2.0,1.0,,2022-01-05,,,,5.0,,,0.0,0.0,2.56,184.32,0.7207272727272728
23704,7321096783,12/22/2021,60.0,636.0,Distributor,New Business,,Closed and Won,,,,1,Not Rated,12.0269542v2,12.0,0.0,4.0,1.0,,2022-01-05,,,,5.0,,,0.0,0.0,2.1,151.2,0.7622641509433963
23705,7421077347,1/5/2022,500.0,3235.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0255490v2,10.0,0.0,2.0,1.0,,2022-01-05,,,,42.0,,,0.0,0.0,1.96,1011.36,0.6873693972179289
23706,7421809505,1/5/2022,61.0,579.5,Distributor,New Business,,Closed and Won,,,,1,Not Rated,10.0270470v1,10.0,0.0,2.0,1.0,,2022-01-06,,,,6.0,,,0.0,0.0,2.56,215.04,0.6289214840379638
23707,7405639516,1/3/2022,240.0,1893.6,Distributor,Existing Business,,Closed and Won,,,,2,,10.0220458v1,10.0,0.0,2.0,3.0,,2022-01-06,,,,20.0,,,0.0,0.0,2.41,607.32,0.6792775665399239
23708,7426009705,1/5/2022,180.0,1800.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0243490v1,10.0,0.0,2.0,4.0,,2022-01-10,,,,15.0,,,0.0,0.0,2.58,557.28,0.6904
23709,7423054636,1/5/2022,80.0,604.8,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Not Rated,10.0270463v1,10.0,0.0,2.0,4.0,,2022-01-06,,,,7.0,,,0.0,0.0,2.58,247.68,0.5904761904761905
23711,7346900045,12/27/2021,250.0,1910.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.0269873v3,10.0,0.0,2.0,3.0,,2022-01-06,,,,21.0,,,0.0,0.0,2.41,636.24,0.666890052356021
23712,7365808958,12/29/2021,76.0,836.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated,10.0255228v1,10.0,0.0,2.0,3.0,,2022-01-06,,,,7.0,,,0.0,0.0,3.66,351.36,0.5797129186602871
23713,7426426742,1/5/2022,62.0,682.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.0265893v1,10.0,0.0,2.0,4.0,,2022-01-06,,,,6.0,,,0.0,0.0,2.58,216.72,0.6822287390029325
23714,7310425103,12/21/2021,500.0,4240.91,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated,10.0269415v1,10.0,0.0,2.0,3.0,,2022-01-06,,,,42.0,,,0.0,0.0,2.41,1243.56,0.7067704808637769
23715,7426794879,1/5/2022,360.0,2268.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,17.0239478v2,17.0,0.0,9.0,3.0,,2022-01-06,,,,30.0,,,0.0,0.0,2.41,896.52,0.6047089947089948
23716,7426075729,1/5/2022,300.0,2117.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.0266586v1,10.0,0.0,2.0,1.0,,2022-01-06,,,,25.0,,,0.0,0.0,1.96,611.52,0.7111384034010392
23717,7421043038,1/5/2022,60.0,904.2,Direct,New Business,,Closed and Won,Knitted Mockup Tool,,Organic Search,2,Knitted Mockup Tool,10.0270368v1,10.0,0.0,2.0,4.0,,2022-01-10,,,,5.0,,,0.0,0.0,2.58,185.76,0.7945587259455873
23718,7421570726,1/5/2022,240.0,1833.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0269645v1,10.0,0.0,2.0,1.0,,2022-01-06,,,,20.0,,,0.0,0.0,1.96,493.92,0.7306282722513089
23719,7430328912,1/6/2022,360.0,2919.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,5,,10.0259238v1,10.0,0.0,2.0,1.0,,2022-01-12,,,,30.0,,,0.0,0.0,1.96,752.64,0.7422112618166873
23721,5813941811,7/30/2021,150.0,1077.0,Distributor,New Business,,Closed and Won,,,Pre-Hubspot Contact,4,High Res Preview,10.0244479v1,10.0,0.0,2.0,1.0,,2022-01-07,,,,13.0,,,0.0,0.0,1.96,329.28,0.6942618384401115
23722,7380636528,12/31/2021,240.0,1742.4,Distributor,Existing Business,,Closed and Won,,,,1,,13.0561511v3,13.0,0.0,5.0,3.0,,2022-01-06,,,,20.0,,,0.0,0.0,1.45,365.4,0.7902892561983471
23723,7432264098,1/6/2022,60.0,904.2,Direct,Existing Business,,Closed and Won,Reorder Button,,,1,,10.0221637v6,10.0,0.0,2.0,4.0,,2022-01-06,,,,5.0,,,0.0,0.0,2.58,185.76,0.7945587259455873
23724,7432425100,1/6/2022,660.0,5373.43,Distributor,Existing Business,,Closed and Won,,,,1,,15.0264150v1,15.0,0.0,7.0,3.0,,2022-01-06,,,,55.0,,,0.0,0.0,3.28,2204.16,0.5898039055128661
23725,7425736006,1/5/2022,120.0,1113.09,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated,10.0270549v2,10.0,0.0,2.0,1.0,,2022-01-11,,,,10.0,,,0.0,0.0,2.23,294.36,0.7355469908093685
23726,7373741462,12/30/2021,2634.0,14204.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Not Rated,10.0270171v1,10.0,0.0,2.0,3.0,,2022-01-06,,,,220.0,,,0.0,0.0,1.62,4296.24,0.697533089270628
23727,7425935236,1/5/2022,60.0,570.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.0270595v1,10.0,0.0,2.0,3.0,,2022-01-06,,,,5.0,,,0.0,0.0,3.66,263.52,0.5376842105263159
23728,6848430745,11/5/2021,60.0,630.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Client Referral,1,Low ,10.0261802v4,10.0,0.0,2.0,3.0,,2022-01-06,,,,5.0,,,0.0,0.0,3.66,263.52,0.5817142857142857
23729,7429743287,1/6/2022,120.0,1027.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,40.0229308v3,40.0,0.0,18.0,1.0,,2022-01-12,,,,10.0,,,0.0,0.0,2.23,294.36,0.7134345794392524
23731,7434130089,1/6/2022,120.0,1027.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,,2,,10.0252565v1,10.0,0.0,2.0,3.0,,2022-01-06,,,,10.0,,,0.0,0.0,2.58,340.56,0.6684579439252337
23732,7426045699,1/5/2022,75.0,825.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0270536v1,10.0,0.0,2.0,3.0,,2022-01-06,,,,7.0,,,0.0,0.0,3.66,351.36,0.5741090909090909
23733,7409457047,1/4/2022,475.0,3691.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.0270230v1,10.0,0.0,2.0,3.0,,2022-01-07,,,,40.0,,,0.0,0.0,2.41,1185.72,0.6787972368955708
23734,7432984216,1/6/2022,120.0,1027.2,Distributor,Existing Business,,Closed and Won,,,,2,,10.0237248v1,10.0,0.0,2.0,4.0,,2022-01-06,,,,10.0,,,0.0,0.0,2.58,340.56,0.6684579439252337
23735,7431531135,1/6/2022,200.0,1762.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated,10.0250181v1,10.0,0.0,2.0,3.0,,2022-01-07,,,,17.0,,,0.0,0.0,2.41,520.56,0.7045629965947787
23736,7415521413,1/4/2022,150.0,1884.01,Direct,Existing Business,,Closed and Won,Reorder Button,,,1,,10.0239694v2,10.0,0.0,2.0,4.0,,2022-01-06,,,,13.0,,,0.0,0.0,2.41,404.88,0.7850966820770591
23737,7190019651,12/7/2021,500.0,3315.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,High Res Preview,10.0267813v1,10.0,0.0,2.0,3.0,,2022-01-08,,,,42.0,,,0.0,0.0,2.41,1272.48,0.6161447963800905
23738,7327524622,12/23/2021,75.0,675.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated,10.0269575v1,10.0,0.0,2.0,1.0,,2022-01-06,,,,7.0,,,0.0,0.0,2.56,245.76,0.6359111111111111
23739,7436540755,1/6/2022,360.0,4338.0,Direct,Existing Business,,Closed and Won,Reorder Button,,,1,,10.0243024v12,10.0,0.0,2.0,4.0,,2022-01-07,,,,30.0,,,0.0,0.0,2.58,1021.68,0.7644813278008299
23740,7359629577,12/28/2021,480.0,3278.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated,10.0270109v3,10.0,0.0,2.0,1.0,,2022-01-06,,,,40.0,,,0.0,0.0,1.96,964.32,0.7058565153733528
23741,7325884077,12/23/2021,120.0,1057.2,Wholesale,Existing Business,,Closed and Won,,,,1,Not Rated,40.0270159v2,40.0,0.0,18.0,3.0,,2022-01-06,,,,10.0,,,0.0,0.0,2.66,351.12,0.6678774120317821
23742,7437127295,1/6/2022,120.0,1571.65,Direct,Existing Business,,Closed and Won,Reorder Button,,,1,,10.0225128v13,10.0,0.0,2.0,3.0,,2022-01-07,,,,10.0,,,0.0,0.0,2.58,340.56,0.7833105335157319
23743,7436591286,1/6/2022,280.0,2139.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,Not Rated,10.0270665v1,10.0,0.0,2.0,1.0,,2022-01-07,,,,24.0,,,0.0,0.0,1.96,588.0,0.725130890052356
23744,7434579565,1/6/2022,112.0,1064.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0258442v1,10.0,0.0,2.0,4.0,,2022-01-12,,,,10.0,,,0.0,0.0,2.58,340.56,0.6799248120300753
23745,7398667940,1/2/2022,610.0,4712.92,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Low ,10.0270111v1,10.0,0.0,2.0,1.0,,2022-01-07,,,,51.0,,,0.0,0.0,1.88,1173.12,0.7510842534988924
23746,7432104998,1/6/2022,425.0,2796.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,Not Rated,10.0270594v1,10.0,0.0,2.0,3.0,,2022-01-07,,,,36.0,,,0.0,0.0,2.41,1070.04,0.6173645628464152
23747,6937780813,11/16/2021,1400.0,26492.57,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,2,High Res Preview,10.0268243v1,10.0,0.0,2.0,1.0,,2022-01-07,,,,117.0,,,0.0,0.0,1.96,2643.84,0.9002044724237777
23749,7348274342,12/27/2021,120.0,1446.0,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,2,High Res Preview,40.0269653v2,40.0,0.0,18.0,4.0,,2022-01-07,,,,10.0,,,0.0,0.0,2.75,363.0,0.7489626556016598
23750,6683509382,10/18/2021,750.0,5006.81,Distributor,Existing Business,,Closed and Won,,,,1,Not Rated,10.0270274v1,10.0,0.0,2.0,1.0,,2022-01-07,,,,63.0,,,0.0,0.0,1.79,1374.72,0.7254299643885028
23751,7443876486,1/7/2022,120.0,1027.2,Distributor,Existing Business,,Closed and Won,,,,2,,10.0228320v2,10.0,0.0,2.0,3.0,,2022-01-07,,,,10.0,,,0.0,0.0,2.58,340.56,0.6684579439252337
23753,7278320659,12/17/2021,250.0,2868.8,Direct,Existing Business,,Closed and Won,Intake 2.0 Edward,,,1,High Res Preview,10.0270739v1,10.0,0.0,2.0,4.0,,2022-01-07,,,,21.0,,,0.0,0.0,2.41,636.24,0.7782208588957056
23754,7425981597,1/5/2022,200.0,1962.0,Distributor,New Business,,Closed and Won,,,,2,Low ,15.0270740v2,15.0,0.0,7.0,3.0,,2022-01-07,,,,17.0,,,0.0,0.0,3.53,762.48,0.6113761467889908
23755,7247317797,12/14/2021,120.0,1027.2,Distributor,Existing Business,,Closed and Won,,,,3,Not Rated,10.0269886v3,10.0,0.0,2.0,1.0,,2022-01-07,,,,10.0,,,0.0,0.0,2.23,294.36,0.7134345794392524
23756,7445272698,1/7/2022,300.0,2322.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,3,,10.0231293v1,10.0,0.0,2.0,3.0,,2022-01-10,,,,25.0,,,0.0,0.0,2.41,751.92,0.6761757105943152
23757,7436843952,1/6/2022,250.0,1866.38,Distributor,Existing Business,,Closed and Won,,,,1,Not Rated,10.0270690v1,10.0,0.0,2.0,3.0,,2022-01-10,,,,21.0,,,0.0,0.0,2.41,636.24,0.6591047910929179
23758,7318704915,12/22/2021,400.0,3800.0,Distributor,New Business,,Closed and Won,,,,1,Low ,17.0270636v1,17.0,0.0,9.0,3.0,,2022-01-07,,,,36.0,,,0.0,0.0,3.58,1718.4,0.5477894736842105
23759,7445371707,1/7/2022,60.0,660.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0355894v1,10.0,0.0,2.0,3.0,,2022-01-10,,,,5.0,,,0.0,0.0,3.66,263.52,0.6007272727272728
23760,7444341684,1/7/2022,550.0,3756.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.0322216v2,10.0,0.0,2.0,3.0,,2022-01-07,,,,46.0,,,0.0,0.0,2.16,1218.24,0.6756981232530281
23761,7431009609,1/6/2022,360.0,3672.0,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,1,,10.0240986v1,10.0,0.0,2.0,3.0,,2022-01-07,,,,30.0,,,0.0,0.0,2.41,896.52,0.7558496732026144
23763,7284387183,12/18/2021,60.0,588.0,Distributor,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Low ,10.0269559v2,10.0,0.0,2.0,3.0,,2022-01-08,,,,5.0,,,0.0,0.0,3.66,263.52,0.5518367346938776
23764,7445157752,1/7/2022,585.0,4141.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.0245939v2,10.0,0.0,2.0,3.0,,2022-01-08,,,,49.0,,,0.0,0.0,2.16,1296.0,0.6870925684485006
23765,7442595402,1/7/2022,60.0,630.0,Distributor,Existing Business,,Closed and Won,,,,2,Not Rated,10.0270817v1,10.0,0.0,2.0,3.0,,2022-01-10,,,,5.0,,,0.0,0.0,3.66,263.52,0.5817142857142857
23766,7401876035,1/3/2022,250.0,2259.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.0270060v1,10.0,0.0,2.0,3.0,,2022-01-10,,,,22.0,,,0.0,0.0,2.41,834.48,0.6305976095617529
23768,6875873178,11/8/2021,100.0,960.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Medium ,10.0268864v2,10.0,0.0,2.0,3.0,,2022-01-10,,,,9.0,,,0.0,0.0,3.58,429.6,0.5525
23769,7459497262,1/9/2022,250.0,2065.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.0252295v3,10.0,0.0,2.0,1.0,,2022-01-11,,,,22.0,,,0.0,0.0,2.23,642.24,0.6889878934624697
23770,7421683041,1/5/2022,400.0,2944.94,Direct,Existing Business,,Closed and Won,Portal Order,,Email Marketing,1,,10.0266579v3,10.0,0.0,2.0,3.0,,2022-01-10,,,,34.0,,,0.0,0.0,2.41,1012.2,0.6562918090012021
23771,7432982598,1/6/2022,500.0,4710.0,Direct,Existing Business,,Closed and Won,,,,3,,10.0242258v1,10.0,0.0,2.0,1.0,,2022-02-08,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7852738853503184
23772,7420711525,1/5/2022,150.0,1657.5,Direct,Existing Business,,Closed and Won,,,,3,Low ,10.0270409v2,10.0,0.0,2.0,3.0,,2022-01-10,,,,13.0,,,0.0,0.0,2.41,404.88,0.7557285067873303
23773,7443779610,1/7/2022,60.0,660.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.0270803v1,10.0,0.0,2.0,3.0,,2022-01-10,,,,5.0,,,0.0,0.0,3.66,263.52,0.6007272727272728
23774,7410991917,1/4/2022,60.0,570.0,Distributor,Existing Business,,Closed and Won,,,,1,High Res Preview,10.0270801v1,10.0,0.0,2.0,3.0,,2022-01-10,,,,5.0,,,0.0,0.0,3.66,263.52,0.5376842105263159
23775,7375267684,12/30/2021,240.0,1814.4,Distributor,Existing Business,,Closed and Won,,,,1,Not Rated,10.0270034v1,10.0,0.0,2.0,3.0,,2022-01-10,,,,20.0,,,0.0,0.0,2.58,681.12,0.6246031746031747
23776,7306428339,12/21/2021,60.0,570.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,40.0269279v1,40.0,0.0,18.0,3.0,,2022-01-10,,,,5.0,,,0.0,0.0,3.74,269.28,0.5275789473684211
23778,6954930215,11/18/2021,120.0,1416.0,Direct,New Business,,Closed and Won,Intake 2.0 Edward,,,1,Low ,10.0265712v3,10.0,0.0,2.0,3.0,,2022-01-10,,,,10.0,,,0.0,0.0,2.58,340.56,0.7594915254237289
23779,7465877174,1/10/2022,200.0,1712.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,4,,10.0261883v4,10.0,0.0,2.0,3.0,,2022-01-12,,,,17.0,,,0.0,0.0,2.41,520.56,0.6959345794392524
23780,7435133970,1/6/2022,60.0,660.0,Wholesale,Existing Business,,Closed and Won,Reorder Button,,,1,,44.0227511v7,44.0,0.0,21.0,4.0,,2022-01-10,,,,5.0,,,0.0,0.0,2.75,198.0,0.7
23781,7426685039,1/5/2022,175.0,1389.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.0270684v1,10.0,0.0,2.0,3.0,,2022-01-10,,,,15.0,,,0.0,0.0,2.41,462.72,0.666988125224901
23782,7447389880,1/7/2022,408.0,4849.3,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated,10.0270908v1,10.0,0.0,2.0,1.0,,2022-01-11,,,,34.0,,,0.0,0.0,1.96,823.2,0.8302435403047863
23783,7445211824,1/7/2022,85.0,935.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0234032v1,10.0,0.0,2.0,4.0,,2022-01-20,,,,8.0,,,0.0,0.0,2.58,278.64,0.7019893048128343
23785,7445345400,1/7/2022,255.0,1948.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0270924v1,10.0,0.0,2.0,3.0,,2022-01-10,,,,22.0,,,0.0,0.0,2.41,665.16,0.6585771481367416
23787,7466814995,1/10/2022,120.0,1583.55,Direct,Existing Business,,Closed and Won,Reorder Button,,,1,,15.0223545v3,15.0,0.0,7.0,3.0,,2022-01-10,,,,10.0,,,0.0,0.0,3.7,488.4,0.6915790470777684
23788,7465859372,1/10/2022,80.0,880.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0268983v1,10.0,0.0,2.0,3.0,,2022-01-10,,,,7.0,,,0.0,0.0,3.66,351.36,0.6007272727272727
23789,7415029586,1/4/2022,500.0,3833.69,Distributor,New Business,,Closed and Won,,,,3,High Res Preview,10.0270219v1,10.0,0.0,2.0,4.0,,2022-01-12,,,,42.0,,,0.0,0.0,2.41,1243.56,0.6756232246217091
23790,7416515929,1/4/2022,105.0,1155.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.0270497v1,10.0,0.0,2.0,1.0,,2022-01-11,,,,9.0,,,0.0,0.0,2.56,307.2,0.734025974025974
