po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,dont_use_total_intl_unit_cost,total_intl_sku_cost,cost_per_sku,total_sku_cost,gross_margin,month,year
36118,12991602307,4/14/2023,120.0,1032.0,Distributor,Existing Business,,Closed and Won,Revision Request,,Pre-Hubspot Contact,2,High Res Preview,55.02158878v1,55.0,0.0,114.0,1.0,,2023-05-02,,,,10.0,,,0.0,0.0,2.23,294.36,0.7147674418604651,5,2023
36119,13208496389,5/2/2023,750.0,5390.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,55.02155619v1,55.0,0.0,114.0,4.0,,2023-05-02,,,,63.0,,,0.0,0.0,2.18,1674.24,0.6893803339517626,5,2023
36120,12778191498,3/30/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,WT Strategic Partnerships,3,Low ,10.02159644v1,10.0,0.0,2.0,3.0,,2023-05-02,,,,5.0,,,0.0,0.0,2.85,205.2,0.7018308631211857,5,2023
36121,13208826726,5/2/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,WT Reorder,3,,10.0251287v1,10.0,0.0,2.0,1.0,,2023-05-02,,,,10.0,,,0.0,0.0,2.23,294.36,0.7274444444444444,5,2023
36122,13208803083,5/2/2023,50.0,764.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,17.02121135v2,17.0,0.0,9.0,4.0,,2023-05-03,,,,5.0,,,0.0,0.0,2.83,203.76,0.7334728580771747,5,2023
36123,13209218616,5/2/2023,0.0,2061.0,Distributor,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,1,,932162928v1,93.0,300.0,120.0,10.0,45072.0,2023-05-03,Distributor,existingbusiness,13209218616.0,25.0,1.42,0.0,443.04,426.0,,426.0,0.7933042212518195,5,2023
36124,13042874757,4/18/2023,200.0,1800.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,High Res Preview,10.02161302v2,10.0,0.0,2.0,1.0,,2023-05-03,,,,17.0,,,0.0,0.0,1.96,423.36,0.7647999999999999,5,2023
36125,13205235292,5/2/2023,150.0,1350.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0232494v1,10.0,0.0,2.0,1.0,,2023-05-03,,,,13.0,,,0.0,0.0,1.96,329.28,0.7560888888888889,5,2023
36126,13176180552,4/28/2023,60.0,872.4,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,10.02162337v1,10.0,0.0,2.0,1.0,,2023-05-02,,,,5.0,,,0.0,0.0,2.56,184.32,0.7887207702888582,5,2023
36127,13196981506,5/1/2023,200.0,1600.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.02162926v1,10.0,0.0,2.0,1.0,,2023-05-03,,,,17.0,,,0.0,0.0,1.96,423.36,0.7353999999999999,5,2023
36128,13213810731,5/3/2023,60.0,1030.57,Direct,Existing Business,,Closed and Won,Reorder Button,,Intake,2,,55.02130604v1,55.0,0.0,114.0,4.0,,2023-05-03,,,,5.0,,,0.0,0.0,3.0,216.0,0.7904072503565988,5,2023
36130,13158719502,4/27/2023,60.0,872.4,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,10.02161970v1,10.0,0.0,2.0,4.0,,2023-05-03,,,,5.0,,,0.0,0.0,2.83,203.76,0.7664374140302613,5,2023
36131,13215807790,5/3/2023,300.0,2589.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,55.02160907v2,55.0,0.0,114.0,3.0,,2023-05-03,,,,25.0,,,0.0,0.0,2.62,817.44,0.6842641946697566,5,2023
36132,12873056153,4/6/2023,120.0,1858.8,Direct,New Business,,Closed and Won,Logged-In Design Request,,Pre-Hubspot Contact,1,,10.02161896v1,10.0,0.0,2.0,3.0,,2023-05-03,,,,10.0,,,0.0,0.0,2.85,410.4,0.7792123950936088,5,2023
36133,13215159386,5/3/2023,124.0,1116.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02118438v2,10.0,0.0,2.0,1.0,,2023-05-03,,,,11.0,,,0.0,0.0,2.23,321.12,0.712258064516129,5,2023
36134,13198517512,5/1/2023,211.0,2812.11,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,,10.0247295v1,10.0,0.0,2.0,3.0,,2023-05-03,,,,18.0,,,0.0,0.0,2.54,579.12,0.7940621099459125,5,2023
36135,13160614406,4/27/2023,250.0,2225.37,Distributor,New Business,,Closed and Won,,,Client Referral,2,Low ,10.02162545v1,10.0,0.0,2.0,1.0,,2023-05-03,,,,21.0,,,0.0,0.0,1.96,517.44,0.7674813626498065,5,2023
36136,13160390584,4/27/2023,250.0,2225.37,Distributor,New Business,,Closed and Won,,,Client Referral,2,Low ,10.02162551v1,10.0,0.0,2.0,1.0,,2023-05-03,,,,21.0,,,0.0,0.0,1.96,517.44,0.7674813626498065,5,2023
36137,13208094014,5/2/2023,175.0,1618.75,Wholesale,Existing Business,,Closed and Won,,,Organic Search,2,High ,10.02162920v1,10.0,0.0,2.0,1.0,,2023-05-03,,,,15.0,,,0.0,0.0,1.96,376.32,0.7675243243243244,5,2023
36138,13216393989,5/3/2023,0.0,2587.2,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,932163010v1,93.0,240.0,120.0,10.0,45072.0,2023-05-03,Direct,existingbusiness,13216393989.0,20.0,1.8,0.0,475.2,432.0,,432.0,0.8330241187384044,5,2023
36139,13171699461,4/28/2023,2500.0,14826.38,Distributor,New Business,,Closed and Won,,,Event in the Past Year,1,Low ,10.02162189v2,10.0,0.0,2.0,3.0,,2023-05-15,,,,209.0,,,0.0,0.0,1.72,4334.4,0.7076562181732831,5,2023
36140,13137447087,4/25/2023,240.0,2259.9,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Low ,55.02161811v1,55.0,0.0,114.0,1.0,,2023-05-04,,,,20.0,,,0.0,0.0,2.23,588.72,0.7394928979158369,5,2023
36141,13058283552,4/19/2023,100.0,1599.0,Direct,New Business,,Closed and Won,Intake 3.0,,Paid Search,1,High Res Preview,10.02163184v1,10.0,0.0,2.0,4.0,,2023-05-03,,,,9.0,,,0.0,0.0,2.83,339.6,0.7876172607879925,5,2023
36142,13162759749,4/27/2023,100.0,1147.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02161888v1,10.0,0.0,2.0,4.0,,2023-05-03,,,,9.0,,,0.0,0.0,2.83,339.6,0.7039232781168265,5,2023
36143,13217078605,5/3/2023,410.0,2300.1,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,13.05163137v1,13.0,0.0,5.0,3.0,,2023-05-03,,,,35.0,,,0.0,0.0,1.58,682.56,0.7032476848832659,5,2023
36145,13197246524,5/1/2023,35.0,705.08,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02162665v2,10.0,0.0,2.0,3.0,,2023-05-03,,,,3.0,,,0.0,0.0,2.85,136.8,0.8059794633233107,5,2023
36146,13217355406,5/3/2023,120.0,1400.4,Direct,New Business,,Closed and Won,Portal Order,,Organic Search,3,,10.02156703v2,10.0,0.0,2.0,1.0,,2023-05-10,,,,10.0,,,0.0,0.0,2.23,294.36,0.789802913453299,5,2023
36147,13196353358,5/1/2023,170.0,2147.57,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,10.02162529v2,10.0,0.0,2.0,1.0,,2023-05-03,,,,15.0,,,0.0,0.0,1.96,376.32,0.8247693905204487,5,2023
36148,13176839012,4/28/2023,60.0,962.4,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,2,Low ,10.02162438v2,10.0,0.0,2.0,4.0,,2023-05-04,,,,5.0,,,0.0,0.0,2.83,203.76,0.7882793017456359,5,2023
36149,13219051828,5/3/2023,98.0,1038.8,Distributor,Existing Business,,Closed and Won,Portal Order,,SAGE,1,,55.02157905v1,55.0,0.0,114.0,3.0,,2023-05-03,,,,9.0,,,0.0,0.0,2.93,351.6,0.6615325375433192,5,2023
36150,13204802338,5/2/2023,500.0,3610.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.0298557v1,10.0,0.0,2.0,1.0,,2023-05-04,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7198448753462604,5,2023
36151,13117624847,4/24/2023,150.0,1350.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02160740v1,10.0,0.0,2.0,1.0,,2023-05-03,,,,13.0,,,0.0,0.0,1.96,329.28,0.7560888888888889,5,2023
36152,13219115167,5/3/2023,700.0,4767.0,Distributor,Existing Business,,Closed and Won,Portal Order,,Client Referral,2,,10.02162926v1,10.0,0.0,2.0,1.0,,2023-05-03,,,,59.0,,,0.0,0.0,1.88,1353.6,0.7160478288231592,5,2023
36153,13208756806,5/2/2023,576.0,0.0,Distributor,New Business,,Payment Pending,,,Event Longer Than 1 Year Ago,1,,10.02150431v3,10.0,0.0,2.0,3.0,,2023-05-03,,,,48.0,,,0.0,0.0,2.54,1524.0,0.0,5,2023
36154,13205914900,5/2/2023,300.0,3438.0,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02162869v1,10.0,0.0,2.0,1.0,,2023-05-04,,,,25.0,,,0.0,0.0,1.96,611.52,0.822129144851658,5,2023
36157,13218073088,5/3/2023,500.0,4990.0,Direct,New Business,,Closed and Won,3D Builder,,Referrals,2,High Res Preview,10.02163279v1,10.0,0.0,2.0,4.0,,2023-05-04,,,,42.0,,,0.0,0.0,2.54,1310.64,0.7373466933867735,5,2023
36159,13218688911,5/3/2023,204.0,1501.44,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.02102069v1,10.0,0.0,2.0,3.0,,2023-05-03,,,,17.0,,,0.0,0.0,2.54,548.64,0.6345907928388747,5,2023
36160,13220718734,5/3/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,WT Reorder,2,,10.02155189v2,10.0,0.0,2.0,3.0,,2023-05-03,,,,5.0,,,0.0,0.0,2.85,205.2,0.7018308631211857,5,2023
36161,12169432202,2/15/2023,60.0,868.2,Direct,New Business,,Closed and Won,Template Download,,Organic Search,2,Low ,10.02158057v10,10.0,0.0,2.0,3.0,,2023-05-10,,,,5.0,,,0.0,0.0,2.85,205.2,0.7636489288182446,5,2023
36162,13219665048,5/3/2023,120.0,1230.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0288519v3,10.0,0.0,2.0,1.0,,2023-05-04,,,,10.0,,,0.0,0.0,2.23,294.36,0.7606829268292683,5,2023
36164,13214158105,5/3/2023,500.0,4949.16,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,1,,10.02115639v1,10.0,0.0,2.0,3.0,,2023-05-04,,,,42.0,,,0.0,0.0,2.54,1310.64,0.7351793031544747,5,2023
36166,13050672475,4/18/2023,20000.0,137620.0,Direct,Existing Business,,Payment Pending,,,Client Referral,4,,10.02159568v1,10.0,0.0,2.0,1.0,,2023-05-04,,,,1668.0,,,0.0,0.0,1.52,30460.8,0.7786600784769655,5,2023
36167,12990577695,4/14/2023,60.0,706.2,Distributor,Existing Business,,Closed and Won,,,SAGE,3,Low ,17.02162720v1,17.0,0.0,9.0,4.0,,2023-05-04,,,,5.0,,,0.0,0.0,2.83,203.76,0.7114698385726423,5,2023
36168,13230876795,5/4/2023,50.0,782.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,,10.0247476v1,10.0,0.0,2.0,4.0,,2023-05-04,,,,5.0,,,0.0,0.0,2.83,203.76,0.7396038338658147,5,2023
36169,13232291720,5/4/2023,200.0,1850.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02164049v1,10.0,0.0,2.0,1.0,,2023-05-09,,,,17.0,,,0.0,0.0,1.96,423.36,0.7711567567567567,5,2023
36170,13231115911,5/4/2023,240.0,1934.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0216674v1,10.0,0.0,2.0,1.0,,2023-05-04,,,,20.0,,,0.0,0.0,1.96,493.92,0.7446650124069478,5,2023
36171,13162595967,4/27/2023,60.0,636.0,Wholesale,New Business,,Closed and Won,,,Organic Search,1,High Res Preview,55.02161944v1,55.0,0.0,114.0,1.0,,2023-05-04,,,,5.0,,,0.0,0.0,2.56,184.32,0.7101886792452831,5,2023
36172,13125047308,4/24/2023,300.0,3438.0,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,10.02153021v1,10.0,0.0,2.0,1.0,,2023-05-04,,,,25.0,,,0.0,0.0,1.96,611.52,0.822129144851658,5,2023
36173,13232595800,5/4/2023,85.0,974.95,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02118897v1,10.0,0.0,2.0,4.0,,2023-05-04,,,,8.0,,,0.0,0.0,2.83,305.64,0.6865070003589928,5,2023
36174,13233285929,5/4/2023,165.0,2090.55,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,10.02153021v1,10.0,0.0,2.0,1.0,,2023-05-04,,,,14.0,,,0.0,0.0,1.96,352.8,0.8312405826217981,5,2023
36175,13232899492,5/4/2023,120.0,1032.0,Distributor,Existing Business,,Closed and Won,Portal Order,,Client Referral,2,,55.02153636v2,55.0,0.0,114.0,4.0,,2023-05-04,,,,10.0,,,0.0,0.0,2.88,380.16,0.6316279069767441,5,2023
36176,12671783301,3/22/2023,300.0,2283.0,Distributor,Existing Business,,Payment Pending,Logged-In Design Request,,SAGE,2,Low ,10.02154671v2,10.0,0.0,2.0,1.0,,2023-05-04,,,,25.0,,,0.0,0.0,1.96,611.52,0.7321419185282523,5,2023
36177,13232070541,5/4/2023,82.0,1311.18,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,10.02130336v1,10.0,0.0,2.0,4.0,,2023-05-04,,,,7.0,,,0.0,0.0,2.83,271.68,0.7927973275980414,5,2023
36179,12972922287,4/13/2023,240.0,2131.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,,55.02120517v2,55.0,0.0,114.0,4.0,,2023-05-04,,,,20.0,,,0.0,0.0,2.7,680.4,0.6807432432432432,5,2023
36180,13231191377,5/4/2023,30.0,649.62,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02163358v1,10.0,0.0,2.0,1.0,,2023-05-04,,,,3.0,,,0.0,0.0,3.5,168.0,0.7413872725593423,5,2023
36181,13234991212,5/4/2023,500.0,3610.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,WT Reorder,3,,10.0284005v5,10.0,0.0,2.0,3.0,,2023-05-04,,,,42.0,,,0.0,0.0,2.54,1310.64,0.6369418282548476,5,2023
36182,13149770840,4/26/2023,310.0,3092.7,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,High Res Preview,10.02162274v1,10.0,0.0,2.0,4.0,,2023-05-05,,,,27.0,,,0.0,0.0,2.83,970.08,0.6863323309729362,5,2023
36183,13220829025,5/3/2023,1250.0,7775.0,Distributor,Existing Business,,Closed and Won,,,Organic Search,2,,10.02157116v2,10.0,0.0,2.0,4.0,,2023-05-04,,,,105.0,,,0.0,0.0,2.01,2556.72,0.6711614147909969,5,2023
36184,13207135903,5/2/2023,150.0,2057.29,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02162894v1,10.0,0.0,2.0,4.0,,2023-05-04,,,,13.0,,,0.0,0.0,2.54,426.72,0.7925815028508377,5,2023
36185,13235260763,5/4/2023,80.0,1452.59,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,2,,10.0293905v2,10.0,0.0,2.0,3.0,,2023-05-04,,,,7.0,,,0.0,0.0,2.85,273.6,0.8116467826434162,5,2023
36186,13216298136,5/3/2023,30.0,647.7,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02163222v1,10.0,0.0,2.0,1.0,,2023-05-05,,,,3.0,,,0.0,0.0,3.5,168.0,0.7406206577119037,5,2023
36187,13197804077,5/1/2023,240.0,2148.0,Distributor,Existing Business,,Closed and Won,Logged-In Design Request,,WT Strategic Partnerships,1,High Res Preview,10.02162416v1,10.0,0.0,2.0,4.0,,2023-05-04,,,,20.0,,,0.0,0.0,2.71,715.44,0.6669273743016759,5,2023
36188,12446980738,3/8/2023,120.0,687.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,10.02151795v1,10.0,0.0,2.0,4.0,,2023-05-04,,,,10.0,,,0.0,0.0,2.71,357.72,0.47975567190226875,5,2023
36189,13233254552,5/4/2023,200.0,1800.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,,10.02152043v1,10.0,0.0,2.0,4.0,,2023-05-04,,,,17.0,,,0.0,0.0,2.54,548.64,0.6952,5,2023
36191,13233927788,5/4/2023,100.0,1147.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.026879v2,10.0,0.0,2.0,1.0,,2023-05-04,,,,9.0,,,0.0,0.0,2.56,307.2,0.7321708805579773,5,2023
36192,12916254510,4/10/2023,240.0,1903.2,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,1,Low ,55.02158231v2,55.0,0.0,114.0,4.0,,2023-05-04,,,,20.0,,,0.0,0.0,2.7,680.4,0.6424968474148803,5,2023
36193,12885047627,4/7/2023,500.0,3735.0,Distributor,Existing Business,,Closed and Won,Logged-In Design Request,,Pre-Hubspot Contact,3,Medium ,10.02164024v1,10.0,0.0,2.0,1.0,,2023-05-10,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7292208835341365,5,2023
36194,13159049047,4/27/2023,175.0,1309.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,12.02161959v1,12.0,0.0,4.0,1.0,,2023-05-04,,,,15.0,,,0.0,0.0,1.63,312.96,0.760916730328495,5,2023
36195,13235720791,5/4/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,17.02131953v1,17.0,0.0,9.0,1.0,,2023-05-05,,,,5.0,,,0.0,0.0,2.56,184.32,0.691875626880642,5,2023
36196,13235720366,5/4/2023,500.0,3405.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02158689v2,10.0,0.0,2.0,1.0,,2023-05-10,,,,42.0,,,0.0,0.0,1.96,1011.36,0.702977973568282,5,2023
36197,13208767062,5/2/2023,124.0,1116.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02162933v2,10.0,0.0,2.0,1.0,,2023-05-05,,,,11.0,,,0.0,0.0,2.23,321.12,0.712258064516129,5,2023
36198,13235634314,5/4/2023,500.0,3405.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02154886v3,10.0,0.0,2.0,1.0,,2023-05-10,,,,42.0,,,0.0,0.0,1.96,1011.36,0.702977973568282,5,2023
36199,13232751012,5/4/2023,720.0,5184.0,Distributor,Existing Business,,Payment Pending,,,Client Referral,3,Low ,10.02163333v2,10.0,0.0,2.0,1.0,,2023-05-05,,,,60.0,,,0.0,0.0,1.79,1310.28,0.7472453703703704,5,2023
36200,13162994085,4/27/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02162473v2,10.0,0.0,2.0,4.0,,2023-05-05,,,,5.0,,,0.0,0.0,2.83,203.76,0.6593781344032097,5,2023
36201,10591319413,10/17/2022,500.0,3667.76,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,10.02156866v1,10.0,0.0,2.0,1.0,,2023-05-05,,,,42.0,,,0.0,0.0,1.96,1011.36,0.724256767073091,5,2023
36202,13241999455,5/5/2023,2400.0,13752.0,Distributor,Existing Business,,Payment Pending,,,Pre-Hubspot Contact,2,,17.02146721v3,17.0,0.0,9.0,3.0,,2023-05-05,,,,200.0,,,0.0,0.0,1.72,4148.64,0.698324607329843,5,2023
36203,13242139947,5/5/2023,150.0,1350.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02151718v1,10.0,0.0,2.0,1.0,,2023-05-05,,,,13.0,,,0.0,0.0,1.96,329.28,0.7560888888888889,5,2023
36205,12392399390,3/3/2023,1200.0,11056.62,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low ,10.02161738v2,10.0,0.0,2.0,1.0,,2023-05-05,,,,100.0,,,0.0,0.0,1.71,2072.52,0.8125539269686396,5,2023
36206,13233695612,5/4/2023,300.0,3276.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,Low ,10.02163515v1,10.0,0.0,2.0,4.0,,2023-05-05,,,,25.0,,,0.0,0.0,2.83,1018.8,0.689010989010989,5,2023
36207,13149579918,4/26/2023,60.0,1038.79,Direct,Existing Business,,Closed and Won,Revision Request,,Organic Search,1,,11.02161895v7,11.0,0.0,3.0,3.0,,2023-05-05,,,,5.0,,,0.0,0.0,3.02,217.44,0.7906795406193744,5,2023
36208,13237199656,5/4/2023,120.0,960.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02163537v3,10.0,0.0,2.0,4.0,,2023-05-12,,,,10.0,,,0.0,0.0,2.71,357.72,0.627375,5,2023
36210,13206184303,5/2/2023,500.0,6349.8,Direct,New Business,,Closed and Won,Intake 3.0,,Paid Search,1,High Res Preview,46.02163554v1,46.0,0.0,113.0,1.0,,2023-05-08,,,,42.0,,,0.0,0.0,1.96,1034.88,0.8370216384768024,5,2023
36211,13244630047,5/5/2023,120.0,1654.5,Direct,New Business,,Closed and Won,Portal Order,,Paid Search,1,,10.02163280v4,10.0,0.0,2.0,1.0,,2023-05-05,,,,10.0,,,0.0,0.0,2.23,294.36,0.8220852221214868,5,2023
36212,13242421172,5/5/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02163575v1,10.0,0.0,2.0,4.0,,2023-05-05,,,,5.0,,,0.0,0.0,2.83,203.76,0.6593781344032097,5,2023
36213,13243957682,5/5/2023,150.0,1350.0,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,10.02150522v1,10.0,0.0,2.0,1.0,,2023-05-08,,,,13.0,,,0.0,0.0,1.96,329.28,0.7560888888888889,5,2023
36214,13218507831,5/3/2023,720.0,4233.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02159399v1,10.0,0.0,2.0,4.0,,2023-05-05,,,,60.0,,,0.0,0.0,2.01,1471.32,0.6524659863945579,5,2023
36215,13245227112,5/5/2023,60.0,1157.4,Direct,New Business,,Closed and Won,Portal Order,,Direct Traffic,2,,10.02132240v2,10.0,0.0,2.0,3.0,,2023-05-05,,,,6.0,,,0.0,0.0,2.85,273.6,0.7636080870917574,5,2023
36216,13198185745,5/1/2023,240.0,2980.75,Direct,New Business,,Closed and Won,Intake 3.0,,Pre-Hubspot Contact,2,Low ,10.02162855v4,10.0,0.0,2.0,1.0,,2023-05-08,,,,20.0,,,0.0,0.0,2.23,588.72,0.8024926612429757,5,2023
36217,13244631915,5/5/2023,60.0,706.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,Not Rated,10.0238954v1,10.0,0.0,2.0,1.0,,2023-05-16,,,,5.0,,,0.0,0.0,2.56,184.32,0.738997451146984,5,2023
36218,13199469707,5/1/2023,300.0,2418.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.02162734v2,10.0,0.0,2.0,1.0,,2023-05-05,,,,25.0,,,0.0,0.0,1.96,611.52,0.7470967741935484,5,2023
36219,13245195390,5/5/2023,100.0,997.0,Distributor,New Business,,Closed and Won,,,Client Referral,2,,10.0246762v1,10.0,0.0,2.0,1.0,,2023-05-05,,,,9.0,,,0.0,0.0,2.56,307.2,0.6918756268806419,5,2023
36220,13245783047,5/5/2023,1005.0,7382.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,55.02160107v1,55.0,0.0,114.0,4.0,,2023-05-05,,,,84.0,,,0.0,0.0,2.18,2223.6,0.6988052989461707,5,2023
36221,13245138599,5/5/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,SAGE,1,Low ,10.02163683v1,10.0,0.0,2.0,1.0,,2023-05-09,,,,5.0,,,0.0,0.0,2.56,184.32,0.7321708805579774,5,2023
36222,13206268311,5/2/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02163562v1,10.0,0.0,2.0,3.0,,2023-05-05,,,,5.0,,,0.0,0.0,2.85,205.2,0.7018308631211857,5,2023
36223,13245998616,5/5/2023,500.0,3610.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,WT Reorder,4,,10.02100715v1,10.0,0.0,2.0,3.0,,2023-05-08,,,,42.0,,,0.0,0.0,2.54,1310.64,0.6369418282548476,5,2023
36224,12704678460,3/24/2023,100.0,1060.0,Distributor,Existing Business,,Closed and Won,,,CommonSku,4,High Res Preview,55.02155191v2,55.0,0.0,114.0,3.0,,2023-05-08,,,,9.0,,,0.0,0.0,2.93,351.6,0.6683018867924528,5,2023
36226,13246725030,5/5/2023,30.0,639.54,Direct,Existing Business,,Closed and Won,Intake 3.0,,Organic Search,2,,55.02163811v1,55.0,0.0,114.0,3.0,,2023-05-08,,,,3.0,,,0.0,0.0,2.93,140.64,0.7800919410826531,5,2023
36228,13172917627,4/28/2023,150.0,1645.95,Direct,New Business,,Closed and Won,,,Paid Search,1,High Res Preview,46.02163585v1,46.0,0.0,113.0,1.0,,2023-05-08,,,,13.0,,,0.0,0.0,1.96,329.28,0.7999453203317234,5,2023
36229,13137215259,4/25/2023,480.0,5452.91,Direct,Existing Business,,Closed and Won,Intake 3.0,,Organic Search,2,Low ,14.06161602v1,14.0,0.0,6.0,3.0,,2023-05-10,,,,40.0,,,0.0,0.0,1.58,1038.24,0.8095989114069368,5,2023
36231,13243458915,5/5/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02117132v2,10.0,0.0,2.0,1.0,,2023-05-08,,,,5.0,,,0.0,0.0,2.56,184.32,0.7321708805579774,5,2023
36232,13241258118,5/5/2023,60.0,480.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02163805v1,10.0,0.0,2.0,1.0,,2023-05-08,,,,5.0,,,0.0,0.0,2.56,184.32,0.616,5,2023
36233,13230988073,5/4/2023,500.0,3610.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.02163653v1,10.0,0.0,2.0,1.0,,2023-05-08,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7198448753462604,5,2023
36234,12433878358,3/7/2023,500.0,2865.0,Distributor,New Business,,Closed and Won,Intake 3.0,,Client Referral,1,High Res Preview,10.02151536v2,10.0,0.0,2.0,1.0,,2023-05-08,,,,42.0,,,0.0,0.0,1.96,1011.36,0.6469947643979057,5,2023
36235,13216421229,5/3/2023,120.0,1110.0,Distributor,Existing Business,,Closed and Won,,,ESP Central,1,,10.02131135v2,10.0,0.0,2.0,1.0,,2023-05-08,,,,10.0,,,0.0,0.0,2.23,294.36,0.7348108108108108,5,2023
