deal_id_x,po_number,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,total_intl_sku_cost,total_product_quantity,cost_per_sku,total_sku_cost
9797251685,28578,8/11/2022,150.0,1614.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,Not Rated,10.0258850v1,10.0,,2.0,1.0,,2022-08-17,,,,7.0,,,,,75.0,2.56,245.76
9848617570,28579,8/17/2022,200.0,1806.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,,10.02107196v2,10.0,,2.0,1.0,,2022-08-18,,,,17.0,,,,,200.0,1.96,423.36
9834012037,28580,8/16/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.02109918v2,10.0,,2.0,4.0,,2022-08-17,,,,5.0,,,,,60.0,2.58,185.76
9768761220,28581,8/9/2022,240.0,2839.89,Direct,New Business,,Closed and Won,Quote Request,,Direct Traffic,2,Low ,10.02109667v1,10.0,,2.0,1.0,,2022-08-17,,,,20.0,,,,,240.0,1.96,493.92
9701324664,28584,8/4/2022,120.0,1454.4,Direct,New Business,,Closed and Won,,,Organic Search,1,High Res Preview,10.02108335v2,10.0,,2.0,3.0,,2022-08-17,,,,10.0,,,,,120.0,2.58,340.56
9846780700,28585,8/17/2022,300.0,2355.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0296605v1,10.0,,2.0,1.0,,2022-08-17,,,,25.0,,,,,300.0,1.96,611.52
9846734603,28586,8/17/2022,300.0,2355.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0269845v3,10.0,,2.0,3.0,,2022-08-17,,,,25.0,,,,,300.0,2.41,751.92
9485994374,28587,7/13/2022,600.0,4368.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.02104388v2,10.0,,2.0,1.0,,2022-08-17,,,,50.0,,,,,600.0,1.88,1150.56
9845908817,28588,8/17/2022,1000.0,6500.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02110205v1,10.0,,2.0,1.0,,2022-08-17,,,,84.0,,,,,1000.0,1.79,1825.8
9760540556,28589,8/8/2022,125.0,1538.5,Direct,New Business,,Closed and Won,,,Organic Search,2,Low ,10.02108942v5,10.0,,2.0,3.0,,2022-08-17,,,,11.0,,,,,125.0,2.58,371.52
9847061849,28591,8/17/2022,300.0,2355.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02110229v1,10.0,,2.0,3.0,,2022-08-18,,,,25.0,,,,,300.0,2.41,751.92
9639165274,28592,7/29/2022,62.0,698.12,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,2,High Res Preview,10.02109651v1,10.0,,2.0,1.0,,2022-08-17,,,,6.0,,,,,62.0,2.56,215.04
9834408849,28593,8/16/2022,120.0,1334.4,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,10.0257970v1,10.0,,2.0,1.0,,2022-08-17,,,,10.0,,,,,120.0,2.23,294.36
9847017512,28594,8/17/2022,100.0,1001.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0265487v1,10.0,,2.0,1.0,,2022-08-18,,,,9.0,,,,,100.0,2.56,307.2
9714761530,28595,8/5/2022,1600.0,9088.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,44.02108038v1,44.0,,21.0,3.0,,2022-08-17,,,,134.0,,,,,1600.0,1.99,3223.8
9847198778,28597,8/17/2022,300.0,2355.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02110230v1,10.0,,2.0,3.0,,2022-08-18,,,,25.0,,,,,300.0,2.41,751.92
9846970988,28598,8/17/2022,300.0,2355.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02110228v1,10.0,,2.0,3.0,,2022-08-18,,,,25.0,,,,,300.0,2.41,751.92
9850119541,28599,8/17/2022,206.0,1808.68,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0255653v1,10.0,,2.0,1.0,,2022-10-07,,,,18.0,,,,,206.0,1.96,446.88
9772996385,28600,8/9/2022,100.0,1189.0,Distributor,Existing Business,,Closed and Won,,,,3,Low ,55.02108946v2,55.0,,114.0,3.0,,2022-08-17,,,,9.0,,,,,100.0,3.66,439.2
9604164521,28601,7/26/2022,1201.0,7548.02,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Email Marketing,2,Medium ,10.02106523v2,10.0,,2.0,4.0,,2022-08-18,,,,101.0,,,,,1201.0,1.91,2337.84
9804917162,28602,8/12/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,10.0248463v1,10.0,,2.0,3.0,,2022-08-17,,,,5.0,,,,,60.0,3.66,263.52
9852579941,28603,8/17/2022,120.0,0.0,Wholesale,Existing Business,,Payment Pending,Reorder Button,,Organic Search,2,,18.02106173v1,18.0,,10.0,3.0,,2022-08-17,,,,10.0,,,,,120.0,2.66,351.12
9852287004,28604,8/17/2022,120.0,1053.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02105895v1,10.0,,2.0,1.0,,2022-08-18,,,,10.0,,,,,120.0,2.23,294.36
9826282360,28605,8/15/2022,220.0,2135.4,Distributor,New Business,,Closed and Won,,,Organic Search,1,High Res Preview,10.02110013v3,10.0,,2.0,4.0,,2022-08-24,,,,5.0,,,,,60.0,2.58,185.76
9826282360,28605,8/15/2022,220.0,2135.4,Distributor,New Business,,Closed and Won,,,Organic Search,1,High Res Preview,10.02110013v2,10.0,,2.0,4.0,,2022-08-24,,,,14.0,,,,,160.0,2.41,433.8
9691320726,28606,8/3/2022,60.0,603.6,Distributor,New Business,,Closed and Won,Intake 3.0,,Event in the Past Year,2,High Res Preview,10.03110329v1,10.0,,2.0,3.0,,2022-08-24,,,,5.0,,,,,60.0,3.66,263.52
9029384839,28607,5/27/2022,60.0,603.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.0298433v1,10.0,,2.0,1.0,,2022-08-18,,,,5.0,,,,,60.0,2.56,184.32
9833879577,28608,8/16/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview,10.02109893v1,10.0,,2.0,4.0,,2022-08-18,,,,5.0,,,,,60.0,2.58,185.76
9671525168,28609,8/1/2022,400.0,4096.0,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low ,10.0246386v5,10.0,,2.0,1.0,,2022-08-18,,,,34.0,,,,,400.0,1.96,823.2
9839339389,28611,8/16/2022,60.0,836.4,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,Not Rated,10.02110280v1,10.0,,2.0,4.0,,2022-08-18,,,,5.0,,,,,60.0,2.58,185.76
9834405515,28612,8/16/2022,60.0,836.4,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02110049v1,10.0,,2.0,4.0,,2022-08-18,,,,5.0,,,,,60.0,2.58,185.76
9834846854,28613,8/16/2022,480.0,5518.15,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,,10.0245527v3,10.0,,2.0,3.0,,2022-08-18,,,,20.0,,,,,240.0,2.41,607.32
9834846854,28613,8/16/2022,480.0,5518.15,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,,10.0245647v1,10.0,,2.0,3.0,,2022-08-18,,,,20.0,,,,,240.0,2.41,607.32
9600064853,28614,7/26/2022,60.0,752.76,Direct,New Business,,Closed and Won,Intake 3.0,,Client Referral,1,Low ,10.02106122v2,10.0,,2.0,4.0,,2022-08-18,,,,5.0,,,,,60.0,2.58,185.76
9784208248,28615,8/10/2022,600.0,4218.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,High Res Preview,10.02109394v1,10.0,,2.0,4.0,,2022-08-18,,,,50.0,,,,,600.0,2.16,1321.92
9523148032,28616,7/18/2022,1400.0,12180.0,Direct,New Business,,Closed and Won,,,Organic Search,1,High Res Preview,10.02109586v1,10.0,,2.0,4.0,,2022-08-18,,,,117.0,,,,,1400.0,1.91,2704.56
9834954326,28617,8/16/2022,250.0,1787.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,High Res Preview,10.02109998v1,10.0,,2.0,4.0,,2022-08-18,,,,21.0,,,,,250.0,2.41,636.24
9133796483,28618,6/8/2022,60.0,926.4,Direct,New Business,,Closed and Won,Intake 3.0,,Referrals,1,Low ,10.02100130v3,10.0,,2.0,4.0,,2022-08-18,,,,5.0,,,,,60.0,2.58,185.76
9624930929,28619,7/28/2022,240.0,1776.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Event Longer Than 1 Year Ago,1,Low ,10.02106914v1,10.0,,2.0,3.0,,2022-08-23,,,,20.0,,,,,240.0,2.41,607.32
9846913410,28621,8/17/2022,153.0,1343.34,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02110200v2,10.0,,2.0,4.0,,2022-08-18,,,,13.0,,,,,153.0,2.41,404.88
9702857341,28622,8/4/2022,75.0,844.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Not Rated,10.02107704v2,10.0,,2.0,4.0,,2022-08-18,,,,7.0,,,,,75.0,2.58,247.68
9793005887,28623,8/11/2022,125.0,1128.75,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02110327v1,10.0,,2.0,4.0,,2022-08-18,,,,11.0,,,,,125.0,2.58,371.52
9851847178,28624,8/17/2022,500.0,3460.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0230467v2,10.0,,2.0,3.0,,2022-08-18,,,,42.0,,,,,500.0,2.41,1243.56
9702518889,28625,8/4/2022,600.0,4914.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,SAGE,3,Low ,10.02108835v1,10.0,,2.0,4.0,,2022-08-18,,,,10.0,,,,,120.0,2.58,340.56
9702518889,28625,8/4/2022,600.0,4914.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,SAGE,3,Low ,10.02109876v1,10.0,,2.0,4.0,,2022-08-18,,,,10.0,,,,,120.0,2.58,340.56
9702518889,28625,8/4/2022,600.0,4914.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,SAGE,3,Low ,10.02109869v1,10.0,,2.0,4.0,,2022-08-18,,,,10.0,,,,,120.0,2.58,340.56
9702518889,28625,8/4/2022,600.0,4914.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,SAGE,3,Low ,10.02109875v1,10.0,,2.0,4.0,,2022-08-18,,,,10.0,,,,,120.0,2.58,340.56
9702518889,28625,8/4/2022,600.0,4914.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,SAGE,3,Low ,10.02109877v1,10.0,,2.0,4.0,,2022-08-18,,,,10.0,,,,,120.0,2.58,340.56
9536163198,28626,7/19/2022,240.0,1944.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,10.02105031v1,10.0,,2.0,1.0,,2022-08-18,,,,20.0,,,,,240.0,1.96,493.92
9861129279,28627,8/18/2022,120.0,1120.8,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,46.02106797v2,46.0,,113.0,1.0,,2022-08-18,,,,10.0,,,,,120.0,2.23,294.36
9861298835,28628,8/18/2022,320.0,2288.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0243612v1,10.0,,2.0,1.0,,2022-08-22,,,,27.0,,,,,320.0,1.96,658.56
9858416227,28629,8/18/2022,150.0,1317.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.0265981v1,10.0,,2.0,4.0,,2022-08-18,,,,13.0,,,,,150.0,2.41,404.88
9861469577,28630,8/18/2022,420.0,4393.2,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,1,,55.02106370v3,55.0,,114.0,3.0,,2022-08-18,,,,35.0,,,,,420.0,2.49,1075.68
9850387213,28631,8/17/2022,65.0,731.9,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High ,10.02110272v1,10.0,,2.0,1.0,,2022-08-18,,,,6.0,,,,,65.0,2.56,215.04
9669535899,28632,8/1/2022,75.0,732.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02106859v1,10.0,,2.0,4.0,,2022-08-18,,,,7.0,,,,,75.0,2.58,247.68
9761734681,28633,8/8/2022,70.0,727.3,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,2,Low ,55.02108898v2,55.0,,114.0,1.0,,2022-08-18,,,,6.0,,,,,70.0,2.56,215.04
9850431509,28634,8/17/2022,92.0,1093.88,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Medium ,55.02110349v3,55.0,,114.0,3.0,,2022-08-18,,,,8.0,,,,,92.0,3.66,395.28
9861330209,28635,8/18/2022,200.0,1756.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02107466v1,10.0,,2.0,3.0,,2022-08-18,,,,17.0,,,,,200.0,2.41,520.56
9861921121,28636,8/18/2022,550.0,3866.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0240315v1,10.0,,2.0,1.0,,2022-08-22,,,,46.0,,,,,550.0,1.88,1060.32
9853119909,28637,8/17/2022,755.0,6930.9,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,3,High Res Preview,10.02110513v2,10.0,,2.0,4.0,,2022-08-19,,,,63.0,,,,,755.0,1.91,1466.88
9784155228,28638,8/10/2022,120.0,1484.4,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,,10.0275615v1,10.0,,2.0,3.0,,2022-08-18,,,,10.0,,,,,120.0,2.58,340.56
9593362100,28639,7/25/2022,535.0,3541.7,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,3,,10.0263259v1,10.0,,2.0,4.0,,2022-08-18,,,,45.0,,,,,535.0,2.41,1330.32
9862191461,28640,8/18/2022,660.0,5553.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Organic Search,2,,55.02102484v1,55.0,,114.0,1.0,,2022-08-18,,,,28.0,,,,,330.0,1.96,682.08
9862191461,28640,8/18/2022,660.0,5553.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Organic Search,2,,55.02102485v1,55.0,,114.0,1.0,,2022-08-18,,,,28.0,,,,,330.0,1.96,682.08
9862271872,28641,8/18/2022,660.0,4639.8,Distributor,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,17.02103808v1,17.0,,9.0,1.0,,2022-08-18,,,,55.0,,,,,660.0,1.88,1263.36
9834364951,28642,8/16/2022,350.0,2747.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0218490v1,10.0,,2.0,3.0,,2022-08-19,,,,30.0,,,,,350.0,2.41,896.52
9852694687,28643,8/17/2022,200.0,2152.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,2,High Res Preview,10.02110411v1,10.0,,2.0,3.0,,2022-08-19,,,,5.0,,,,,60.0,3.66,263.52
9852694687,28643,8/17/2022,200.0,2152.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,2,High Res Preview,10.02110412v1,10.0,,2.0,3.0,,2022-08-19,,,,6.0,,,,,70.0,3.66,307.44
9852694687,28643,8/17/2022,200.0,2152.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,2,High Res Preview,10.02110418v1,10.0,,2.0,3.0,,2022-08-19,,,,6.0,,,,,70.0,3.66,307.44
9154478686,28644,6/10/2022,120.0,1083.6,Distributor,Existing Business,,Closed and Won,,,WT Strategic Partnerships,3,High Res Preview,10.02102522v3,10.0,,2.0,3.0,,2022-08-18,,,,10.0,,,,,120.0,2.58,340.56
9861740090,28645,8/18/2022,250.0,1635.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,,13.0533439v1,13.0,,5.0,3.0,,2022-08-22,,,,21.0,,,,,250.0,1.45,382.8
9655674677,28646,7/31/2022,120.0,1726.8,Direct,New Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,Low ,55.02108008v2,55.0,,114.0,3.0,,2022-08-19,,,,5.0,,,,,60.0,3.74,269.28
9853567566,28647,8/17/2022,144.0,1386.72,Distributor,Existing Business,,Closed and Won,Intake 2.0 Edward,,Event in the Past Year,2,Low ,55.02110532v1,55.0,,114.0,3.0,,2022-08-18,,,,12.0,,,,,144.0,2.49,388.44
9613785991,28648,7/27/2022,275.0,3000.25,Direct,Existing Business,,Closed and Won,Template Download,,Email Marketing,1,Medium ,10.02110384v2,10.0,,2.0,1.0,,2022-08-19,,,,23.0,,,,,275.0,1.96,564.48
9837168756,28649,8/16/2022,500.0,5219.6,Direct,Existing Business,,Closed and Won,Intake 3.0,,Direct Traffic,2,High Res Preview,10.02110548v2,10.0,,2.0,1.0,,2022-08-19,,,,42.0,,,,,500.0,1.96,1011.36
9852795721,28650,8/17/2022,250.0,2105.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,55.02110381v1,55.0,,114.0,3.0,,2022-08-19,,,,21.0,,,,,250.0,2.49,657.36
9838450546,28651,8/16/2022,120.0,741.6,Distributor,Existing Business,,Closed and Won,New Project In Portal,,SAGE,2,High Res Preview,55.02110268v2,55.0,,114.0,1.0,,2022-08-19,,,,10.0,,,,,120.0,2.23,294.36
9702932096,28653,8/4/2022,120.0,1053.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02108437v3,10.0,,2.0,1.0,,2022-08-19,,,,10.0,,,,,120.0,2.23,294.36
9639239575,28654,7/29/2022,504.0,3810.24,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,2,Not Rated,10.02106504v1,10.0,,2.0,1.0,,2022-08-19,,,,21.0,,,,,250.0,1.96,517.44
9639239575,28654,7/29/2022,504.0,3810.24,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,2,Not Rated,10.02106503v3,10.0,,2.0,1.0,,2022-08-19,,,,21.0,,,,,250.0,1.96,517.44
9806328444,28655,8/12/2022,120.0,1364.4,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02110190v2,10.0,,2.0,1.0,,2022-08-19,,,,10.0,,,,,120.0,2.23,294.36
9859473485,28656,8/18/2022,225.0,2110.5,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,55.02110708v1,55.0,,114.0,3.0,,2022-08-22,,,,19.0,,,,,225.0,2.49,597.6
8406953066,28658,3/30/2022,240.0,2652.56,Direct,Existing Business,,Closed and Won,,,,1,,10.026667v8,10.0,,2.0,3.0,,2022-08-19,,,,20.0,,,,,240.0,2.41,607.32
9870230634,28659,8/19/2022,500.0,3030.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,12.02110633v1,12.0,,4.0,3.0,,2022-08-19,,,,42.0,,,,,500.0,2.16,1114.56
9828688561,28660,8/15/2022,120.0,1449.36,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,55.02110620v1,55.0,,114.0,1.0,,2022-08-19,,,,5.0,,,,,60.0,2.56,184.32
9828688561,28660,8/15/2022,120.0,1449.36,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,55.02110619v1,55.0,,114.0,1.0,,2022-08-19,,,,5.0,,,,,60.0,2.56,184.32
9771949184,28661,8/9/2022,800.0,8553.24,Direct,Existing Business,,Closed and Won,Template Download,,Direct Traffic,1,,10.02110591v1,10.0,,2.0,3.0,,2022-08-19,,,,34.0,,,,,400.0,2.41,1012.2
9771949184,28661,8/9/2022,800.0,8553.24,Direct,Existing Business,,Closed and Won,Template Download,,Direct Traffic,1,,10.02110379v1,10.0,,2.0,3.0,,2022-08-19,,,,34.0,,,,,400.0,2.41,1012.2
9836396446,28662,8/16/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.02110053v2,10.0,,2.0,3.0,,2022-08-19,,,,5.0,,,,,60.0,3.66,263.52
9626807733,28663,7/28/2022,520.0,3655.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,6,High Res Preview,10.02109752v3,10.0,,2.0,1.0,,2022-08-19,,,,44.0,,,,,520.0,1.96,1058.4
9568465487,28665,7/22/2022,100.0,1039.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,2,Low ,55.02105549v2,55.0,,114.0,1.0,,2022-08-19,,,,9.0,,,,,100.0,2.56,307.2
9627628817,28667,7/28/2022,130.0,1141.4,Distributor,New Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,10.02107118v1,10.0,,2.0,3.0,,2022-08-19,,,,11.0,,,,,130.0,2.58,371.52
9861053448,28668,8/18/2022,120.0,1246.8,Distributor,Existing Business,,Payment Pending,,,Email Marketing,2,,55.02107379v3,55.0,,114.0,1.0,,2022-08-20,,,,5.0,,,,,60.0,2.56,184.32
9861053448,28668,8/18/2022,120.0,1246.8,Distributor,Existing Business,,Payment Pending,,,Email Marketing,2,,55.02106692v3,55.0,,114.0,1.0,,2022-08-20,,,,5.0,,,,,60.0,2.56,184.32
9765899384,28669,8/9/2022,120.0,1125.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,3,Not Rated,55.02110541v1,55.0,,114.0,3.0,,2022-08-19,,,,10.0,,,,,120.0,2.66,351.12
9814003522,28670,8/13/2022,150.0,1313.99,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Low ,20.02109882v3,20.0,,11.0,3.0,,2022-08-30,,,,13.0,,,,,150.0,2.99,502.32
9852798562,28671,8/17/2022,121.0,1062.38,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.0296976v1,10.0,,2.0,3.0,,2022-08-19,,,,11.0,,,,,121.0,2.58,371.52
9635211632,28672,7/29/2022,720.0,7264.01,Direct,Existing Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,10.02108581v4,10.0,,2.0,3.0,,2022-08-19,,,,60.0,,,,,720.0,1.91,1398.12
9870634764,28673,8/19/2022,1505.0,10218.95,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,55.02110695v1,55.0,,114.0,3.0,,2022-08-19,,,,126.0,,,,,1505.0,2.1,3200.4
9784229954,28674,8/10/2022,250.0,2025.0,Distributor,New Business,,Closed and Won,,,Event in the Past Year,2,High Res Preview,10.02110476v1,10.0,,2.0,1.0,,2022-08-23,,,,21.0,,,,,250.0,1.96,517.44
9873005068,28675,8/19/2022,480.0,5024.17,Direct,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,2,,10.0290479v1,10.0,,2.0,3.0,,2022-08-19,,,,40.0,,,,,480.0,2.41,1185.72
9837755266,28676,8/16/2022,120.0,771.6,Distributor,New Business,,Closed and Won,Intake 3.0,,Organic Search,2,High Res Preview,55.02110277v1,55.0,,114.0,3.0,,2022-08-22,,,,10.0,,,,,120.0,2.66,351.12
9860712967,28677,8/18/2022,60.0,713.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,55.02110545v1,55.0,,114.0,3.0,,2022-08-19,,,,5.0,,,,,60.0,3.74,269.28
9837502328,28678,8/16/2022,2990.0,16534.7,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,Not Rated,10.02110168v2,10.0,,2.0,1.0,,2022-08-22,,,,250.0,,,,,2990.0,1.6,4819.2
8169943964,28679,3/8/2022,60.0,603.6,Distributor,New Business,,Closed and Won,Template Download,,Paid Search,1,Low ,10.0283742v1,10.0,,2.0,4.0,,2022-08-19,,,,5.0,,,,,60.0,2.58,185.76
9873018929,28680,8/19/2022,270.0,2224.8,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,,12.0298011v4,12.0,,4.0,1.0,,2022-08-23,,,,10.0,,,,,120.0,1.77,233.64
9873018929,28680,8/19/2022,270.0,2224.8,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,,12.0298045v2,12.0,,4.0,1.0,,2022-08-23,,,,13.0,,,,,150.0,1.55,260.4
9873410170,28681,8/19/2022,2000.0,13280.0,Distributor,Existing Business,,Closed and Won,,,SAGE,3,,10.0274969v1,10.0,,2.0,1.0,,2022-08-23,,,,84.0,,,,,1000.0,1.79,1825.8
9873410170,28681,8/19/2022,2000.0,13280.0,Distributor,Existing Business,,Closed and Won,,,SAGE,3,,10.0274717v1,10.0,,2.0,1.0,,2022-08-23,,,,84.0,,,,,1000.0,1.79,1825.8
9861387682,28682,8/18/2022,3551.0,19637.03,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,44.02110753v1,44.0,,21.0,3.0,,2022-08-19,,,,296.0,,,,,3551.0,1.7,6058.8
9415335686,28683,7/6/2022,3900.0,21567.0,Distributor,Existing Business,,Closed and Won,Revision Request,,Event in the Past Year,2,,10.0293896v6,10.0,,2.0,1.0,,2022-08-22,,,,325.0,,,,,3900.0,1.6,6259.2
9604088500,28684,7/26/2022,95.0,927.2,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.02105759v1,10.0,,2.0,1.0,,2022-08-22,,,,8.0,,,,,95.0,2.56,276.48
9781517842,28685,8/10/2022,206.0,2000.26,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Low ,15.02110606v2,15.0,,7.0,3.0,,2022-08-22,,,,18.0,,,,,206.0,3.53,804.84
9871333648,28686,8/19/2022,100.0,1126.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.02110661v1,10.0,,2.0,4.0,,2022-08-22,,,,9.0,,,,,100.0,2.58,309.6
9827075590,28687,8/15/2022,60.0,836.4,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,10.02110643v1,10.0,,2.0,4.0,,2022-08-20,,,,5.0,,,,,60.0,2.58,185.76
9627760023,28688,7/28/2022,120.0,1360.8,Direct,Existing Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,12.02107263v1,12.0,,4.0,3.0,,2022-08-20,,,,10.0,,,,,120.0,2.33,307.56
9758303661,28689,8/8/2022,75.0,1158.0,Direct,Existing Business,,Closed and Won,,,Organic Search,2,High Res Preview,10.02109843v5,10.0,,2.0,1.0,,2022-08-22,,,,7.0,,,,,75.0,2.56,245.76
9870387614,28690,8/19/2022,302.0,2370.7,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02110622v1,10.0,,2.0,3.0,,2022-08-22,,,,26.0,,,,,302.0,2.41,780.84
9845846428,28691,8/17/2022,240.0,1867.2,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,,10.02100018v1,10.0,,2.0,4.0,,2022-08-24,,,,10.0,,,,,120.0,2.58,340.56
9845846428,28691,8/17/2022,240.0,1867.2,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,,10.02100040v3,10.0,,2.0,4.0,,2022-08-24,,,,10.0,,,,,120.0,2.58,340.56
9893279276,28692,8/22/2022,1854.0,11161.08,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0287827v2,10.0,,2.0,3.0,,2022-08-23,,,,155.0,,,,,1854.0,1.91,3575.52
9848527741,28693,8/17/2022,60.0,926.4,Direct,New Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,High Res Preview,10.02110396v1,10.0,,2.0,1.0,,2022-08-22,,,,5.0,,,,,60.0,2.56,184.32
