deal_id_x,po_number,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,total_intl_sku_cost,total_product_quantity,cost_per_sku,total_sku_cost
10856996722,31356,11/8/2022,576.0,4601.5,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.02125412v1,10.0,,2.0,1.0,,2022-11-21,,,,13.0,,,,,150.0,1.96,329.28
10856996722,31356,11/8/2022,576.0,4601.5,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.02125411v1,10.0,,2.0,1.0,,2022-11-21,,,,13.0,,,,,150.0,1.96,329.28
10873477132,31357,11/9/2022,480.0,2654.4,Distributor,Existing Business,,Payment Pending,,,Email Marketing,2,,10.02112317v1,10.0,,2.0,3.0,,2022-11-22,,,,10.0,,,,,120.0,2.58,340.56
10873477132,31357,11/9/2022,480.0,2654.4,Distributor,Existing Business,,Payment Pending,,,Email Marketing,2,,10.02111834v3,10.0,,2.0,3.0,,2022-11-22,,,,10.0,,,,,120.0,2.58,340.56
10873477132,31357,11/9/2022,480.0,2654.4,Distributor,Existing Business,,Payment Pending,,,Email Marketing,2,,10.02111834v5,10.0,,2.0,3.0,,2022-11-22,,,,20.0,,,,,240.0,2.41,607.32
10936105733,31358,11/14/2022,450.0,5566.5,Direct,New Business,,Closed and Won,,,Organic Search,1,Medium ,10.02127778v1,10.0,,2.0,1.0,,2022-11-19,,,,13.0,,,,,150.0,1.96,329.28
10936105733,31358,11/14/2022,450.0,5566.5,Direct,New Business,,Closed and Won,,,Organic Search,1,Medium ,10.02127775v2,10.0,,2.0,1.0,,2022-11-19,,,,13.0,,,,,150.0,1.96,329.28
10936105733,31358,11/14/2022,450.0,5566.5,Direct,New Business,,Closed and Won,,,Organic Search,1,Medium ,10.02127774v2,10.0,,2.0,1.0,,2022-11-19,,,,13.0,,,,,150.0,1.96,329.28
9825559901,31360,8/15/2022,240.0,2899.37,Direct,New Business,,Closed and Won,Intake 3.0,,Email Marketing,3,Low ,10.02127895v1,10.0,,2.0,1.0,,2022-11-21,,,,20.0,,,,,240.0,1.96,493.92
11001242497,31361,11/18/2022,120.0,1053.6,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.02120136v2,10.0,,2.0,4.0,,2022-11-21,,,,10.0,,,,,120.0,2.58,340.56
11027647296,31362,11/21/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0222603v1,10.0,,2.0,1.0,,2022-11-21,,,,10.0,,,,,120.0,2.23,294.36
10798042660,31363,11/3/2022,500.0,3515.0,Distributor,Existing Business,,Closed and Won,,,,2,High Res Preview,10.02124986v1,10.0,,2.0,3.0,,2022-11-21,,,,42.0,,,,,500.0,2.41,1243.56
10699078716,31365,10/26/2022,180.0,2734.2,Direct,New Business,,Closed and Won,Template Download,,Email Marketing,1,Low ,10.02124468v1,10.0,,2.0,4.0,,2022-11-21,,,,5.0,,,,,60.0,2.58,185.76
10699078716,31365,10/26/2022,180.0,2734.2,Direct,New Business,,Closed and Won,Template Download,,Email Marketing,1,Low ,10.02124464v2,10.0,,2.0,4.0,,2022-11-21,,,,5.0,,,,,60.0,2.58,185.76
10699078716,31365,10/26/2022,180.0,2734.2,Direct,New Business,,Closed and Won,Template Download,,Email Marketing,1,Low ,10.02124466v1,10.0,,2.0,4.0,,2022-11-21,,,,5.0,,,,,60.0,2.58,185.76
11029742456,31366,11/21/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.0222373v2,10.0,,2.0,4.0,,2022-11-22,,,,5.0,,,,,60.0,2.58,185.76
11028126501,31367,11/21/2022,240.0,2652.56,Direct,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,2,,10.02126313v1,10.0,,2.0,1.0,,2022-11-21,,,,20.0,,,,,240.0,1.96,493.92
11029983554,31368,11/21/2022,120.0,1444.49,Direct,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,2,,10.02126312v1,10.0,,2.0,1.0,,2022-11-21,,,,10.0,,,,,120.0,2.23,294.36
10997361548,31369,11/18/2022,60.0,648.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Low ,11.02128243v1,11.0,,3.0,1.0,,2022-11-28,,,,5.0,,,,,60.0,3.33,239.76
10955192650,31370,11/15/2022,300.0,3610.98,Direct,Existing Business,,Closed and Won,Revision Request,,Direct Traffic,1,,12.02115925v3,12.0,,4.0,1.0,,2022-11-21,,,,13.0,,,,,150.0,1.55,260.4
10955192650,31370,11/15/2022,300.0,3610.98,Direct,Existing Business,,Closed and Won,Revision Request,,Direct Traffic,1,,10.02115912v2,10.0,,2.0,1.0,,2022-11-21,,,,13.0,,,,,150.0,1.96,329.28
11029648784,31371,11/21/2022,175.0,1510.25,Distributor,Existing Business,,Closed and Won,,,,2,Not Rated,55.02128281v1,55.0,,114.0,1.0,,2022-11-21,,,,15.0,,,,,175.0,1.96,376.32
10450366046,31372,10/4/2022,75.0,798.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Low ,55.02118121v1,55.0,,114.0,1.0,,2022-11-21,,,,7.0,,,,,75.0,2.56,245.76
11028459603,31373,11/21/2022,81.0,630.18,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.02128279v1,10.0,,2.0,1.0,,2022-11-21,,,,7.0,,,,,81.0,2.56,245.76
10966093124,31374,11/16/2022,75.0,844.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02127905v1,10.0,,2.0,1.0,,2022-11-21,,,,7.0,,,,,75.0,2.56,245.76
10811232373,31375,11/4/2022,120.0,1557.6,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,41.02128081v2,41.0,,19.0,1.0,,2022-11-21,,,,10.0,,,,,120.0,2.23,294.36
10784744772,31376,11/2/2022,60.0,693.6,Distributor,Existing Business,,Closed and Won,,,Paid Search,1,High Res Preview,10.02125419v2,10.0,,2.0,4.0,,2022-11-21,,,,5.0,,,,,60.0,2.58,185.76
11030041442,31377,11/21/2022,120.0,1792.8,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,2,,10.0274054v1,10.0,,2.0,3.0,,2022-11-21,,,,5.0,,,,,60.0,3.66,263.52
11030041442,31377,11/21/2022,120.0,1792.8,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,2,,10.0274051v1,10.0,,2.0,3.0,,2022-11-21,,,,5.0,,,,,60.0,3.66,263.52
11001298517,31378,11/18/2022,140.0,1264.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02128244v1,10.0,,2.0,1.0,,2022-11-21,,,,12.0,,,,,140.0,1.96,305.76
10782417331,31379,11/2/2022,120.0,1339.2,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,Medium ,10.02125401v2,10.0,,2.0,1.0,,2022-11-23,,,,10.0,,,,,120.0,2.23,294.36
10847218734,31381,11/7/2022,100.0,1189.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated,55.02128272v1,55.0,,114.0,1.0,,2022-11-21,,,,9.0,,,,,100.0,2.56,307.2
10800018805,31382,11/3/2022,650.0,7239.05,Direct,New Business,,Closed and Won,3D Builder,,Intake,1,Low ,10.04128331v1,10.0,,2.0,1.0,,2022-11-21,,,,13.0,,,,,150.0,1.96,329.28
10800018805,31382,11/3/2022,650.0,7239.05,Direct,New Business,,Closed and Won,3D Builder,,Intake,1,Low ,10.02124654v4,10.0,,2.0,1.0,,2022-11-21,,,,42.0,,,,,500.0,1.96,1011.36
11030178990,31383,11/21/2022,60.0,623.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,55.02128297v3,55.0,,114.0,3.0,,2022-11-21,,,,5.0,,,,,60.0,3.74,269.28
10551065780,31384,10/13/2022,200.0,1756.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Pre-Hubspot Contact,2,High Res Preview,10.02119838v1,10.0,,2.0,1.0,,2022-11-22,,,,17.0,,,,,200.0,1.96,423.36
10877477215,31385,11/9/2022,420.0,5260.34,Direct,Existing Business,,Closed and Won,Sample Request,,Direct Traffic,2,High Res Preview,55.02127787v1,55.0,,114.0,3.0,,2022-11-22,,,,15.0,,,,,180.0,2.49,478.08
10877477215,31385,11/9/2022,420.0,5260.34,Direct,Existing Business,,Closed and Won,Sample Request,,Direct Traffic,2,High Res Preview,55.02127242v4,55.0,,114.0,3.0,,2022-11-22,,,,20.0,,,,,240.0,2.49,627.48
11032169805,31386,11/21/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02102597v1,10.0,,2.0,1.0,,2022-11-21,,,,10.0,,,,,120.0,2.23,294.36
10957488971,31387,11/15/2022,60.0,926.4,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,Low ,10.02131382v2,10.0,,2.0,1.0,,2022-11-21,,,,5.0,,,,,60.0,2.56,184.32
10956109375,31388,11/15/2022,200.0,2445.75,Direct,New Business,,Closed and Won,,,Direct Traffic,1,Low ,10.02127705v2,10.0,,2.0,1.0,,2022-11-21,,,,17.0,,,,,200.0,1.96,423.36
10969715301,31389,11/16/2022,100.0,1126.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,High Res Preview,10.02127720v1,10.0,,2.0,4.0,,2022-11-22,,,,9.0,,,,,100.0,2.58,309.6
11031290121,31390,11/21/2022,70.0,704.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02108938v1,10.0,,2.0,3.0,,2022-11-21,,,,6.0,,,,,70.0,3.66,307.44
10678083996,31393,10/24/2022,250.0,1962.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.02123568v6,10.0,,2.0,1.0,,2022-11-21,,,,21.0,,,,,250.0,1.96,517.44
11032522067,31394,11/21/2022,124.0,1334.24,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0238151v5,10.0,,2.0,1.0,,2022-11-30,,,,6.0,,,,,62.0,2.56,215.04
11032522067,31394,11/21/2022,124.0,1334.24,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0238151v4,10.0,,2.0,1.0,,2022-11-30,,,,6.0,,,,,62.0,2.56,215.04
10995669132,31395,11/18/2022,100.0,1815.1,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,High Res Preview,10.02128234v1,10.0,,2.0,4.0,,2022-11-22,,,,9.0,,,,,100.0,2.58,309.6
10983347826,31396,11/17/2022,110.0,1266.1,Distributor,Existing Business,,Closed and Won,,,WT Strategic Partnerships,2,High Res Preview,10.02128163v1,10.0,,2.0,3.0,,2022-11-21,,,,10.0,,,,,110.0,2.58,340.56
11032979210,31397,11/21/2022,400.0,2712.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0215208v1,10.0,,2.0,1.0,,2022-11-22,,,,34.0,,,,,400.0,1.96,823.2
11008885384,31398,11/19/2022,70.0,1098.8,Direct,Existing Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,High Res Preview,10.02128407v1,10.0,,2.0,4.0,,2022-11-22,,,,6.0,,,,,70.0,2.58,216.72
11017981527,31399,11/20/2022,150.0,6021.0,Direct,Existing Business,,Closed and Won,Portal Order,,Pre-Hubspot Contact,2,,10.0242466v1,10.0,,2.0,1.0,,2022-11-22,,,,13.0,,,,,150.0,1.96,329.28
11017981527,31399,11/20/2022,150.0,6021.0,Direct,Existing Business,,Closed and Won,Portal Order,,Pre-Hubspot Contact,2,,12.0242482v1,12.0,,4.0,1.0,,2022-11-22,,,,25.0,,,,,300.0,1.55,483.6
11038217768,31400,11/21/2022,120.0,1557.6,Direct,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,1,,55.02128474v1,55.0,,114.0,3.0,,2022-11-22,,,,10.0,,,,,120.0,2.66,351.12
11031068502,31401,11/21/2022,250.0,1787.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Not Rated,10.02128354v1,10.0,,2.0,4.0,,2022-11-22,,,,21.0,,,,,250.0,2.41,636.24
11028205746,31402,11/21/2022,100.0,1126.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02128252v1,10.0,,2.0,4.0,,2022-11-22,,,,9.0,,,,,100.0,2.58,309.6
10487350367,31403,10/7/2022,320.0,3920.0,Direct,New Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,High Res Preview,10.02115930v1,10.0,,2.0,1.0,,2022-11-23,,,,14.0,,,,,160.0,1.96,352.8
10487350367,31403,10/7/2022,320.0,3920.0,Direct,New Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,High Res Preview,55.02115698v1,55.0,,114.0,1.0,,2022-11-23,,,,14.0,,,,,160.0,1.96,352.8
9699088676,31404,8/4/2022,250.0,2025.0,Distributor,Existing Business,,Closed and Won,New Project In Portal,,Email Marketing,2,High Res Preview,10.02124459v1,10.0,,2.0,3.0,,2022-11-23,,,,21.0,,,,,250.0,2.41,636.24
11042276131,31405,11/22/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0258884v1,10.0,,2.0,3.0,,2022-11-22,,,,5.0,,,,,60.0,3.66,263.52
11043690065,31406,11/22/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,Portal Order,,Email Marketing,1,,10.0286672v3,10.0,,2.0,1.0,,2022-11-22,,,,5.0,,,,,60.0,2.56,184.32
11043811905,31407,11/22/2022,150.0,1167.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0271160v1,10.0,,2.0,1.0,,2022-11-22,,,,13.0,,,,,150.0,1.96,329.28
11045886110,31408,11/22/2022,1000.0,6250.0,Distributor,Existing Business,,Payment Pending,,,Pre-Hubspot Contact,2,,10.0271160v1,10.0,,2.0,3.0,,2022-11-22,,,,84.0,,,,,1000.0,1.91,1948.2
10969369686,31409,11/16/2022,150.0,964.5,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,55.02127443v1,55.0,,114.0,1.0,,2022-11-22,,,,13.0,,,,,150.0,1.96,329.28
10984381708,31410,11/17/2022,80.0,831.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,55.02127941v3,55.0,,114.0,1.0,,2022-11-22,,,,7.0,,,,,80.0,2.56,245.76
10605966671,31411,10/18/2022,120.0,1005.6,Distributor,Existing Business,,Closed and Won,,,Paid Search,2,High Res Preview,55.02121108v2,55.0,,114.0,1.0,,2022-11-22,,,,10.0,,,,,120.0,2.23,294.36
10935976611,31412,11/14/2022,60.0,1039.09,Direct,New Business,,Closed and Won,Template Download,,Direct Traffic,2,Medium ,10.02128522v1,10.0,,2.0,1.0,,2022-11-22,,,,5.0,,,,,60.0,2.56,184.32
10948586674,31413,11/15/2022,200.0,1606.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,High Res Preview,10.02127392v2,10.0,,2.0,1.0,,2022-11-22,,,,17.0,,,,,200.0,1.96,423.36
10542988441,31415,10/12/2022,120.0,1578.9,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,High Res Preview,10.02119720v3,10.0,,2.0,3.0,,2022-11-22,,,,10.0,,,,,120.0,2.58,340.56
11046782113,31416,11/22/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.02105221v2,10.0,,2.0,1.0,,2022-11-22,,,,5.0,,,,,60.0,2.56,184.32
11046852141,31417,11/22/2022,594.0,7347.86,Direct,Existing Business,,Closed and Won,,,Direct Traffic,1,,12.02120162v1,12.0,,4.0,3.0,,2022-12-05,,,,5.0,,,,,60.0,3.41,245.52
11046852141,31417,11/22/2022,594.0,7347.86,Direct,Existing Business,,Closed and Won,,,Direct Traffic,1,,10.02120779v1,10.0,,2.0,3.0,,2022-12-05,,,,5.0,,,,,60.0,3.66,263.52
11046852141,31417,11/22/2022,594.0,7347.86,Direct,Existing Business,,Closed and Won,,,Direct Traffic,1,,10.02120778v1,10.0,,2.0,3.0,,2022-12-05,,,,5.0,,,,,60.0,3.66,263.52
11046852141,31417,11/22/2022,594.0,7347.86,Direct,Existing Business,,Closed and Won,,,Direct Traffic,1,,10.02120141v1,10.0,,2.0,3.0,,2022-12-05,,,,5.0,,,,,52.0,3.66,263.52
11046852141,31417,11/22/2022,594.0,7347.86,Direct,Existing Business,,Closed and Won,,,Direct Traffic,1,,10.02121840v1,10.0,,2.0,3.0,,2022-12-05,,,,7.0,,,,,73.0,3.66,351.36
11046852141,31417,11/22/2022,594.0,7347.86,Direct,Existing Business,,Closed and Won,,,Direct Traffic,1,,15.02126283v1,15.0,,7.0,3.0,,2022-12-05,,,,10.0,,,,,120.0,3.7,488.4
10984678257,31418,11/17/2022,258.0,2025.3,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02127699v1,10.0,,2.0,3.0,,2022-11-22,,,,22.0,,,,,258.0,2.41,665.16
10843827615,31419,11/7/2022,300.0,2724.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,55.02125324v5,55.0,,114.0,1.0,,2022-11-22,,,,13.0,,,,,150.0,1.96,329.28
10843827615,31419,11/7/2022,300.0,2724.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,55.02129407v1,55.0,,114.0,1.0,,2022-11-22,,,,13.0,,,,,150.0,1.96,329.28
10675857210,31420,10/24/2022,120.0,1083.6,Distributor,Existing Business,,Closed and Won,,,WT Strategic Partnerships,4,Not Rated,10.02126905v1,10.0,,2.0,3.0,,2022-11-23,,,,10.0,,,,,120.0,2.58,340.56
10859853430,31421,11/8/2022,120.0,988.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,12.02125293v1,12.0,,4.0,3.0,,2022-11-22,,,,10.0,,,,,120.0,2.33,307.56
11034535509,31422,11/21/2022,121.0,1199.56,Distributor,New Business,,Closed and Won,,,Organic Search,1,High Res Preview,10.02128481v3,10.0,,2.0,3.0,,2022-11-22,,,,11.0,,,,,121.0,2.58,371.52
11046362534,31423,11/22/2022,250.0,1787.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Not Rated,10.02128635v1,10.0,,2.0,1.0,,2022-11-23,,,,21.0,,,,,250.0,1.96,517.44
11049851988,31424,11/22/2022,290.0,3582.5,Direct,Existing Business,,Closed and Won,,,Email Marketing,4,,10.02103303v1,10.0,,2.0,3.0,,2022-12-02,,,,5.0,,,,,60.0,3.66,263.52
11049851988,31424,11/22/2022,290.0,3582.5,Direct,Existing Business,,Closed and Won,,,Email Marketing,4,,10.03103306v1,10.0,,2.0,3.0,,2022-12-02,,,,5.0,,,,,60.0,3.66,263.52
11049851988,31424,11/22/2022,290.0,3582.5,Direct,Existing Business,,Closed and Won,,,Email Marketing,4,,10.01103307v1,10.0,,2.0,3.0,,2022-12-02,,,,5.0,,,,,60.0,3.66,263.52
11049851988,31424,11/22/2022,290.0,3582.5,Direct,Existing Business,,Closed and Won,,,Email Marketing,4,,12.02103309v2,12.0,,4.0,3.0,,2022-12-02,,,,10.0,,,,,110.0,2.33,307.56
11043411629,31425,11/22/2022,200.0,1542.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Not Rated,20.02128546v1,20.0,,11.0,3.0,,2022-11-22,,,,17.0,,,,,200.0,2.99,645.84
10994905917,31426,11/18/2022,120.0,963.6,Distributor,Existing Business,,Closed and Won,,,SAGE,1,Low ,10.02128360v1,10.0,,2.0,3.0,,2022-11-22,,,,10.0,,,,,120.0,2.58,340.56
10995716691,31427,11/18/2022,120.0,1185.6,Distributor,Existing Business,,Closed and Won,,,ASI Connect,2,Low ,55.02128056v2,55.0,,114.0,1.0,,2022-11-22,,,,10.0,,,,,120.0,2.23,294.36
11041910045,31428,11/22/2022,130.0,1011.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02128547v1,10.0,,2.0,3.0,,2022-11-23,,,,11.0,,,,,130.0,2.58,371.52
10933882747,31429,11/14/2022,60.0,854.4,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,High Res Preview,10.02128211v1,10.0,,2.0,1.0,,2022-11-22,,,,5.0,,,,,60.0,2.56,184.32
10987026064,31430,11/17/2022,120.0,1165.2,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,4,High Res Preview,15.02128384v1,15.0,,7.0,3.0,,2022-11-22,,,,10.0,,,,,120.0,3.7,488.4
11050226946,31431,11/22/2022,120.0,1189.2,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,46.0286062v3,46.0,,113.0,3.0,,2022-11-22,,,,5.0,,,,,60.0,3.66,263.52
11050226946,31431,11/22/2022,120.0,1189.2,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,46.0286062v2,46.0,,113.0,3.0,,2022-11-22,,,,5.0,,,,,60.0,3.66,263.52
11042755200,31432,11/22/2022,148.0,1332.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02132759v1,10.0,,2.0,3.0,,2023-01-24,,,,13.0,,,,,148.0,2.54,426.72
11041765432,31433,11/22/2022,250.0,2242.5,Distributor,New Business,,Closed and Won,,,Organic Search,1,Low ,55.02128536v1,55.0,,114.0,1.0,,2022-11-22,,,,21.0,,,,,250.0,1.96,517.44
10706658113,31434,10/27/2022,200.0,1756.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,10.02128347v1,10.0,,2.0,3.0,,2022-11-23,,,,17.0,,,,,200.0,2.41,520.56
10696290889,31435,10/26/2022,240.0,2896.8,Direct,New Business,,Closed and Won,,,Paid Search,2,High Res Preview,10.02124452v1,10.0,,2.0,3.0,,2022-11-22,,,,10.0,,,,,120.0,2.58,340.56
10696290889,31435,10/26/2022,240.0,2896.8,Direct,New Business,,Closed and Won,,,Paid Search,2,High Res Preview,10.02125666v1,10.0,,2.0,3.0,,2022-11-22,,,,10.0,,,,,120.0,2.58,340.56
11049808022,31436,11/22/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02108708v2,10.0,,2.0,1.0,,2022-11-23,,,,5.0,,,,,60.0,2.56,184.32
11051972537,31437,11/22/2022,120.0,1201.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02110431v3,10.0,,2.0,4.0,,2022-11-22,,,,5.0,,,,,60.0,2.58,185.76
11051972537,31437,11/22/2022,120.0,1201.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02110431v4,10.0,,2.0,4.0,,2022-11-22,,,,5.0,,,,,60.0,2.58,185.76
11051887632,31438,11/22/2022,102.0,995.52,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.02128622v1,10.0,,2.0,1.0,,2022-11-22,,,,9.0,,,,,102.0,2.56,307.2
11052425587,31439,11/22/2022,220.0,1931.6,Distributor,Existing Business,,Closed and Won,Portal Order,,WT Reorder,2,,10.02126984v1,10.0,,2.0,3.0,,2022-11-23,,,,19.0,,,,,220.0,2.41,578.4
11049322369,31440,11/22/2022,60.0,559.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,12.02108589v2,12.0,,4.0,1.0,,2022-11-23,,,,5.0,,,,,60.0,2.1,151.2
10443425709,31441,10/4/2022,240.0,2035.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02117971v2,10.0,,2.0,3.0,,2022-11-23,,,,10.0,,,,,120.0,2.58,340.56
10443425709,31441,10/4/2022,240.0,2035.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02117972v2,10.0,,2.0,3.0,,2022-11-23,,,,10.0,,,,,120.0,2.58,340.56
10987029340,31442,11/17/2022,220.0,1050.44,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High ,10.02128202v1,10.0,,2.0,1.0,,2022-11-22,,,,10.0,,,,,120.0,2.23,294.36
10968966660,31443,11/16/2022,60.0,944.4,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,2,High Res Preview,10.02127697v11,10.0,,2.0,1.0,,2022-11-22,,,,5.0,,,,,60.0,2.56,184.32
10773542025,31445,11/1/2022,1000.0,12199.07,Direct,Existing Business,,Closed and Won,,,Direct Traffic,2,,10.02124055v7,10.0,,2.0,3.0,,2022-11-23,,,,21.0,,,,,250.0,2.41,636.24
10773542025,31445,11/1/2022,1000.0,12199.07,Direct,Existing Business,,Closed and Won,,,Direct Traffic,2,,10.02126902v3,10.0,,2.0,3.0,,2022-11-23,,,,21.0,,,,,250.0,2.41,636.24
10773542025,31445,11/1/2022,1000.0,12199.07,Direct,Existing Business,,Closed and Won,,,Direct Traffic,2,,10.02126892v3,10.0,,2.0,3.0,,2022-11-23,,,,21.0,,,,,250.0,2.41,636.24
10773542025,31445,11/1/2022,1000.0,12199.07,Direct,Existing Business,,Closed and Won,,,Direct Traffic,2,,10.02126355v1,10.0,,2.0,3.0,,2022-11-23,,,,21.0,,,,,250.0,2.41,636.24
10872892775,31446,11/9/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,2,High Res Preview,10.02127833v1,10.0,,2.0,4.0,,2022-11-23,,,,5.0,,,,,60.0,2.58,185.76
11063842402,31447,11/23/2022,60.0,836.4,Direct,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,2,,10.02128468v2,10.0,,2.0,4.0,,2022-11-23,,,,5.0,,,,,60.0,2.58,185.76
10899017237,31448,11/11/2022,320.0,2694.4,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Email Marketing,1,High Res Preview,55.02126967v1,55.0,,114.0,1.0,,2022-11-23,,,,27.0,,,,,320.0,1.96,658.56
10872534114,31449,11/9/2022,120.0,862.8,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,High Res Preview,46.02128214v2,46.0,,113.0,1.0,,2022-11-29,,,,10.0,,,,,120.0,2.23,294.36
10996607769,31450,11/18/2022,100.0,1126.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.0272584v2,10.0,,2.0,4.0,,2022-11-23,,,,9.0,,,,,100.0,2.58,309.6
11028758331,31451,11/21/2022,120.0,1364.4,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,High Res Preview,10.02128555v3,10.0,,2.0,4.0,,2022-11-23,,,,10.0,,,,,120.0,2.58,340.56
10870453084,31452,11/9/2022,360.0,3475.2,Wholesale,Existing Business,,Payment Pending,Revision Request,,Organic Search,1,,55.02129038v1,55.0,,114.0,1.0,,2022-11-25,,,,5.0,,,,,60.0,2.56,184.32
10870453084,31452,11/9/2022,360.0,3475.2,Wholesale,Existing Business,,Payment Pending,Revision Request,,Organic Search,1,,21.02124135v2,21.0,,12.0,1.0,,2022-11-25,,,,10.0,,,,,120.0,2.98,393.36
10870453084,31452,11/9/2022,360.0,3475.2,Wholesale,Existing Business,,Payment Pending,Revision Request,,Organic Search,1,,20.027773v11,20.0,,11.0,1.0,,2022-11-25,,,,10.0,,,,,120.0,3.23,426.36
